k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
1,crp_dataset_8_1_4.csv,crp_dataset_8_1_2.csv,0.61798084,0.822580645148023,0.4285714285678271,51,11,68,126,0.03945312499999999,0.007862903225806451,0.031590221774193544
1,crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.61798084,0.9454545454373554,0.236363636362562,52,3,168,33,0.0095703125,0.0017045454545454545,0.007865767045454546
1,crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.61798084,0.7758620689521404,0.35714285714002264,45,13,81,117,0.0252685546875,0.007004310344827586,0.018264244342672414
1,crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.61798084,0.8589743589633464,0.4785714285680102,67,11,73,105,0.026928710937500003,0.006490384615384615,0.02043832632211539
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.69886076,0.4863013698596829,0.7099999999929,71,75,29,81,0.039282226562499994,0.032063356164383564,0.007218870398116431
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.69886076,0.5076923076884025,0.4782608695617518,66,64,72,54,0.0283203125,0.02875,-0.00042968750000000125
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.69886076,0.7142857142806123,0.7633587786201271,100,40,31,85,0.023046875,0.011428571428571429,0.011618303571428573
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.69886076,0.6134453781461054,0.6134453781461054,73,46,46,91,0.03945312499999999,0.022689075630252103,0.016764049369747888
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.69886076,0.9044585987203538,0.6454545454516116,142,15,78,21,0.0095703125,0.005294585987261146,0.0042757265127388545
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_1.csv,0.69886076,0.6486486486428049,0.5714285714240362,72,39,54,91,0.0252685546875,0.017286036036036036,0.007982518651463964
1,crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.69886076,0.7433628318518286,0.5999999999957143,84,29,56,87,0.026928710937500003,0.013716814159292033,0.01321189677820797
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.6051658,0.5853658536513979,0.4799999999952,48,34,52,122,0.039282226562499994,0.02591463414634147,0.013367592416158525
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_8.csv,0.6051658,0.5789473684134349,0.3188405797078345,44,32,94,86,0.0283203125,0.028207236842105268,0.00011307565789473242
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_4.csv,0.6051658,0.8249999999896874,0.5038167938892839,66,14,65,111,0.023046875,0.006015625,0.01703125
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_3.csv,0.6051658,0.9012345678901081,0.42196531791663605,73,8,100,75,0.019604492187500003,0.003549382716049383,0.01605510947145062
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_7.csv,0.6051658,0.9027777777652392,0.2954545454532025,65,7,155,29,0.0095703125,0.0036458333333333343,0.0059244791666666664
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.6051658,0.727272727261708,0.3809523809493575,48,18,78,112,0.0252685546875,0.00975378787878788,0.01551476680871212
1,crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.6051658,0.7999999999893332,0.4285714285683674,60,15,80,101,0.026928710937500003,0.011,0.015928710937500003
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.7538293,0.4238095238075057,0.8899999999911,89,121,11,35,0.039282226562499994,0.03785714285714286,0.0014250837053571344
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.7538293,0.5544554455418097,0.8115942028926697,112,90,26,28,0.0283203125,0.027134900990099006,0.0011854115099009938
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.7538293,0.5619047619020862,0.90076335877175,118,92,13,33,0.023046875,0.021041666666666667,0.0020052083333333345
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.7538293,0.7116279069734344,0.884393063578703,153,62,20,21,0.019604492187500003,0.016395348837209302,0.0032091433502907003
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_2.csv,0.7538293,0.48584905660148187,0.8655462184801215,103,109,16,28,0.03945312499999999,0.0368808962264151,0.0025722287735848934
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.7538293,0.544999999997275,0.8650793650724994,109,91,17,39,0.0252685546875,0.02334375,0.0019248046875
1,crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.7538293,0.574879227050363,0.8499999999939286,119,88,21,28,0.026928710937500003,0.025664251207729468,0.0012644597297705347
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.60592747,0.599999999976,0.1499999999985,15,10,85,146,0.039282226562499994,0.03,0.009282226562499996
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.60592747,0.6578947368247923,0.18115942028854234,25,13,113,105,0.0283203125,0.02483552631578947,0.003484786184210529
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.60592747,0.6226415094222143,0.25190839694464195,33,20,98,105,0.023046875,0.015448113207547172,0.00759876179245283
