model,k_train_datasets,train_pct,test_pct,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.6780429128979105,0.8593749999966431,0.9999999999954546,220,36,0,0,0.0095703125,0.0095703125,0.0
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.6780429128979105,0.914529914522098,0.8492063491996095,107,10,19,120,0.0252685546875,0.002831196581196581,0.02243735810630342
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.6780429128979105,0.7731481481445688,0.9653179190695647,167,49,6,34,0.0196044921875,0.013686342592592592,0.005918149594907407
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.6780429128979105,0.7978723404170439,0.543478260865627,75,19,63,99,0.0283203125,0.005319148936170212,0.023001163563829786
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.6780429128979105,0.5468749999978638,0.9999999999928573,140,116,0,0,0.026928710937499996,0.026928710937499996,0.0
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.6780429128979105,0.9142857142595919,0.2689075630229503,32,3,87,134,0.039453125,0.0028571428571428576,0.03659598214285714
LogReg,1,0.25,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.6780429128979105,0.6453488372055504,0.8473282442683411,111,61,20,64,0.023046875,0.015079941860465117,0.007966933139534884
LogReg,1,0.25,1.0,crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.0909676874812077,0.39062499999847416,0.99999999999,100,156,0,0,0.039282226562499994,0.039282226562499994,0.0
LogReg,1,0.25,1.0,crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.0909676874812077,0.672566371675464,0.6031746031698161,76,37,50,93,0.0252685546875,0.017146017699115043,0.008122536988384957
LogReg,1,0.25,1.0,crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.0909676874812077,0.8749999999931641,0.6473988439268937,112,16,61,67,0.0196044921875,0.00576171875,0.013842773437499999
LogReg,1,0.25,1.0,crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.0909676874812077,0.5342465753400263,0.8478260869503781,117,102,21,16,0.0283203125,0.031678082191780824,-0.0033577696917808236
