model,k_train_datasets,train_pct,test_pct,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_3.csv,0.7317075133323669,0.0,0.0,0,0,173,83,0.0196044921875,,
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.7317075133323669,0.0,0.0,0,1,126,129,0.0252685546875,0.0625,-0.0372314453125
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.7317075133323669,0.9999999989999999,0.0099999999999,1,0,99,156,0.039282226562499994,0.0,0.039282226562499994
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_4.csv,0.7317075133323669,0.0,0.0,0,0,131,125,0.023046875,,
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_8.csv,0.7317075133323669,0.9999999989999999,0.007246376811541694,1,0,137,118,0.0283203125,0.0,0.0283203125
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_7.csv,0.7317075133323669,0.0,0.0,0,0,220,36,0.0095703125,,
MLP,1,0.25,1.0,crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.7317075133323669,0.0,0.0,0,1,140,115,0.026928710937499996,0.01875,0.008178710937499997
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.6250085830688477,0.41573033707398055,0.31092436974528637,37,52,82,85,0.039453125,0.037008426966292134,0.002444698033707865
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_1.csv,0.6250085830688477,0.46739130434274573,0.3412698412671328,43,49,83,81,0.0252685546875,0.026154891304347828,-0.0008863366168478277
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.6250085830688477,0.43269230768814715,0.4499999999955,45,59,55,97,0.039282226562499994,0.03671875,0.002563476562499993
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.6250085830688477,0.6145833333269314,0.450381679385875,59,37,72,88,0.023046875,0.01803385416666667,0.005013020833333333
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.6250085830688477,0.6020408163203873,0.4275362318809599,59,39,79,79,0.0283203125,0.024489795918367346,0.0038305165816326543
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.6250085830688477,0.9156626505913775,0.3454545454529752,76,7,144,29,0.0095703125,0.0051204819277108436,0.004449830572289157
MLP,1,0.25,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.6250085830688477,0.6190476190402494,0.3714285714259184,52,32,88,84,0.026928710937499996,0.021279761904761905,0.00564894903273809
MLP,1,0.25,1.0,crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.6226553916931152,0.9999999998,0.04201680672233599,5,0,114,137,0.039453125,0.0025,0.036953124999999996
MLP,1,0.25,1.0,crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.6226553916931152,0.3333333332222222,0.005780346820775837,1,2,172,81,0.0196044921875,0.05416666666666667,-0.034562174479166666
