model,k_train_datasets,train_pct,test_pct,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.6612994,0.49565217390873345,0.5699999999943,57,58,43,98,0.039282226562499994,0.03255434782608696,0.006727878736413034
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.6612994,0.7244897959109746,0.5071428571392347,71,27,69,89,0.026928710937499996,0.01600765306122449,0.010921057876275505
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.6612994,0.9171974522234574,0.6545454545424794,144,13,76,23,0.0095703125,0.005214968152866242,0.004355344347133759
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.6612994,0.6363636363572084,0.5294117647014335,63,36,56,101,0.039453125,0.024431818181818186,0.015021306818181812
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.6612994,0.6567164179055469,0.6717557251857118,88,46,43,79,0.023046875,0.0166044776119403,0.0064423973880597014
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_1.csv,0.6612994,0.5643564356379767,0.45238095237736203,57,44,69,86,0.0252685546875,0.023700495049504947,0.0015680596379950527
MLP,1,0.75,1.0,crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.6612994,0.580357142851961,0.47101449275021007,65,47,73,71,0.0283203125,0.023995535714285716,0.004324776785714284
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.66217405,0.9999999999444444,0.10404624277396506,18,0,155,83,0.0196044921875,0.0,0.0196044921875
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.66217405,0.624999999921875,0.03571428571403062,5,3,135,113,0.026928710937499996,0.02421875,0.002709960937499995
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.66217405,0.9402985074486522,0.28636363636233475,63,4,157,32,0.0095703125,0.0029850746268656717,0.0065852378731343295
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.66217405,0.7826086956181475,0.15126050420040957,18,5,101,132,0.039453125,0.011141304347826087,0.028311820652173914
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.66217405,0.941176470532872,0.12213740457922033,16,1,115,124,0.023046875,0.006985294117647059,0.016061580882352943
MLP,1,0.75,1.0,crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.66217405,0.8333333331944445,0.03968253968222474,5,1,121,129,0.0252685546875,0.0020833333333333333,0.023185221354166667
