k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.7327432,0.61157024792883,0.5873015872969262,74,47,52,83,0.0252685546875,0.014617768595041323,0.010650786092458677
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.7327432,0.9999999999868421,0.5428571428532654,76,0,64,116,0.026928710937500003,8.223684210526316e-05,0.02684647409539474
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.7327432,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.7191613,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.7191613,0.9850746268583204,0.7630057803424104,132,2,41,81,0.019604492187500003,0.0003264925373134328,0.01927799965018657
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.7191613,0.9756097560856632,0.5797101449233355,80,2,58,116,0.0283203125,0.0025152439024390245,0.025805068597560977
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.7191613,0.9425287356213502,0.6890756302463102,82,5,37,132,0.03945312499999999,0.0020114942528735636,0.03744163074712643
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.7191613,0.9909090909000826,0.7785714285658674,109,1,31,115,0.026928710937500003,0.00045454545454545455,0.02647416548295455
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.7191613,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_4.csv,0.6032176,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_3.csv,0.6032176,0.9824561403422591,0.6473988439268937,112,2,61,81,0.019604492187500003,0.0002192982456140351,0.019385193941885967
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_8.csv,0.6032176,0.9682539682385992,0.4420289855040433,61,2,77,116,0.0283203125,0.003273809523809524,0.025046502976190477
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_2.csv,0.6032176,0.9425287356213502,0.6890756302463102,82,5,37,132,0.03945312499999999,0.0020114942528735636,0.03744163074712643
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_1.csv,0.6032176,0.9999999999833334,0.4761904761866969,60,0,66,130,0.0252685546875,0.00010416666666666667,0.025164388020833334
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.6032176,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.032259837,0.5117187499980012,0.9999999999923664,131,125,0,0,0.023046875,0.023046875,0.0
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.032259837,0.6757812499973602,0.9999999999942197,173,83,0,0,0.019604492187500003,0.019604492187500003,0.0
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.032259837,0.5390624999978944,0.9999999999927537,138,118,0,0,0.0283203125,0.0283203125,0.0
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.032259837,0.46484374999818423,0.9999999999915966,119,137,0,0,0.03945312499999999,0.03945312499999999,0.0
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.032259837,0.4921874999980774,0.9999999999920635,126,130,0,0,0.0252685546875,0.0252685546875,0.0
2,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.032259837,0.5468749999978638,0.9999999999928573,140,116,0,0,0.026928710937500003,0.026928710937500003,0.0
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.6237117,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.6237117,0.9999999999843749,0.4637681159386684,64,0,74,118,0.0283203125,0.00302734375,0.02529296875
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.6237117,0.9999999999878049,0.6890756302463102,82,0,37,137,0.03945312499999999,0.0013719512195121953,0.038081173780487795
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_1.csv,0.6237117,0.9999999999852941,0.5396825396782565,68,0,58,130,0.0252685546875,9.191176470588235e-05,0.025176642922794118
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.6237117,0.7458563535870395,0.9642857142788266,135,46,5,70,0.026928710937500003,0.011809392265193371,0.015119318672306632
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.6237117,0.9999999999868421,0.7599999999924,76,0,24,156,0.039282226562499994,0.0013157894736842105,0.03796643708881579
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.63727397,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.63727397,0.9911504424691049,0.6473988439268937,112,1,61,82,0.019604492187500003,0.000165929203539823,0.01943856298396018
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_2.csv,0.63727397,0.9879518072170126,0.6890756302463102,82,1,37,136,0.03945312499999999,0.0021837349397590363,0.03726939006024096
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.63727397,0.9999999999843749,0.5079365079324767,64,0,62,130,0.0252685546875,9.765625e-05,0.0251708984375
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.63727397,0.9999999999885058,0.6214285714241327,87,0,53,116,0.026928710937500003,0.00021551724137931037,0.026713193696120692
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.63727397,0.9411764705771626,0.799999999992,80,5,20,151,0.039282226562499994,0.002794117647058824,0.03648810891544117
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_7.csv,0.6083789,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_3.csv,0.6083789,0.9999999999919355,0.7167630057762038,124,0,49,83,0.019604492187500003,0.0,0.019604492187500003
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_8.csv,0.6083789,0.7454545454477686,0.5942028985464188,82,28,56,90,0.0283203125,0.01,0.018320312499999998
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.6083789,0.8513513513398465,0.49999999999603173,63,11,63,119,0.0252685546875,0.007263513513513513,0.018005041173986488
