challenge,deltas
00100111,"3.769460,3.769460,3.769460,3.769460,3.769460,3.769460,3.769460,3.769460,3.769460,3.769460"
00101000,"0.251807,0.251807,0.251807,0.251807,0.251807,0.251807,0.251807,0.251807,0.251807,0.251807"
00101001,"0.952163,0.952163,0.952163,0.952163,0.952163,0.952163,0.952163,0.952163,0.952163,0.952163"
00101010,"12.965730,12.965730,12.965730,12.965730,12.965730,12.965730,12.965730,12.965730,12.965730,12.965730"
00101011,"13.666086,13.666086,13.666086,13.666086,13.666086,13.666086,13.666086,13.666086,13.666086,13.666086"
00101100,"-4.475306,-4.475306,-4.475306,-4.475306,-4.475306,-4.475306,-4.475306,-4.475306,-4.475306,-4.475306"
00101101,"-3.774950,-3.774950,-3.774950,-3.774950,-3.774950,-3.774950,-3.774950,-3.774950,-3.774950,-3.774950"
00101110,"8.238617,8.238617,8.238617,8.238617,8.238617,8.238617,8.238617,8.238617,8.238617,8.238617"
00101111,"8.938973,8.938973,8.938973,8.938973,8.938973,8.938973,8.938973,8.938973,8.938973,8.938973"
00110000,"-3.906000,-3.906000,-3.906000,-3.906000,-3.906000,-3.906000,-3.906000,-3.906000,-3.906000,-3.906000"
00110001,"-3.205644,-3.205644,-3.205644,-3.205644,-3.205644,-3.205644,-3.205644,-3.205644,-3.205644,-3.205644"
00110010,"8.807922,8.807922,8.807922,8.807922,8.807922,8.807922,8.807922,8.807922,8.807922,8.807922"
00110011,"9.508278,9.508278,9.508278,9.508278,9.508278,9.508278,9.508278,9.508278,9.508278,9.508278"
00110100,"-8.633113,-8.633113,-8.633113,-8.633113,-8.633113,-8.633113,-8.633113,-8.633113,-8.633113,-8.633113"
00110101,"-7.932757,-7.932757,-7.932757,-7.932757,-7.932757,-7.932757,-7.932757,-7.932757,-7.932757,-7.932757"
00110110,"4.080809,4.080809,4.080809,4.080809,4.080809,4.080809,4.080809,4.080809,4.080809,4.080809"
00110111,"4.781165,4.781165,4.781165,4.781165,4.781165,4.781165,4.781165,4.781165,4.781165,4.781165"
00111000,"1.263512,1.263512,1.263512,1.263512,1.263512,1.263512,1.263512,1.263512,1.263512,1.263512"
00111001,"1.963868,1.963868,1.963868,1.963868,1.963868,1.963868,1.963868,1.963868,1.963868,1.963868"
00111010,"13.977435,13.977435,13.977435,13.977435,13.977435,13.977435,13.977435,13.977435,13.977435,13.977435"
00111011,"14.677791,14.677791,14.677791,14.677791,14.677791,14.677791,14.677791,14.677791,14.677791,14.677791"
00111100,"-3.463601,-3.463601,-3.463601,-3.463601,-3.463601,-3.463601,-3.463601,-3.463601,-3.463601,-3.463601"
00111101,"-2.763245,-2.763245,-2.763245,-2.763245,-2.763245,-2.763245,-2.763245,-2.763245,-2.763245,-2.763245"
00111110,"9.250322,9.250322,9.250322,9.250322,9.250322,9.250322,9.250322,9.250322,9.250322,9.250322"
00111111,"9.950678,9.950678,9.950678,9.950678,9.950678,9.950678,9.950678,9.950678,9.950678,9.950678"
01000000,"-12.783993,-12.783993,-12.783993,-12.783993,-12.783993,-12.783993,-12.783993,-12.783993,-12.783993,-12.783993"
01000001,"-12.083637,-12.083637,-12.083637,-12.083637,-12.083637,-12.083637,-12.083637,-12.083637,-12.083637,-12.083637"
01000010,"-0.070070,-0.070070,-0.070070,-0.070070,-0.070070,-0.070070,-0.070070,-0.070070,-0.070070,-0.070070"
01000011,"0.630286,0.630286,0.630286,0.630286,0.630286,0.630286,0.630286,0.630286,0.630286,0.630286"
01000100,"-17.511106,-17.511106,-17.511106,-17.511106,-17.511106,-17.511106,-17.511106,-17.511106,-17.511106,-17.511106"
01000101,"-16.810750,-16.810750,-16.810750,-16.810750,-16.810750,-16.810750,-16.810750,-16.810750,-16.810750,-16.810750"
01000110,"-4.797183,-4.797183,-4.797183,-4.797183,-4.797183,-4.797183,-4.797183,-4.797183,-4.797183,-4.797183"
01000111,"-4.096827,-4.096827,-4.096827,-4.096827,-4.096827,-4.096827,-4.096827,-4.096827,-4.096827,-4.096827"
01001000,"-7.614480,-7.614480,-7.614480,-7.614480,-7.614480,-7.614480,-7.614480,-7.614480,-7.614480,-7.614480"
01001001,"-6.914124,-6.914124,-6.914124,-6.914124,-6.914124,-6.914124,-6.914124,-6.914124,-6.914124,-6.914124"
01001010,"5.099442,5.099442,5.099442,5.099442,5.099442,5.099442,5.099442,5.099442,5.099442,5.099442"
01001011,"5.799798,5.799798,5.799798,5.799798,5.799798,5.799798,5.799798,5.799798,5.799798,5.799798"
01001100,"-12.341593,-12.341593,-12.341593,-12.341593,-12.341593,-12.341593,-12.341593,-12.341593,-12.341593,-12.341593"
01001101,"-11.641237,-11.641237,-11.641237,-11.641237,-11.641237,-11.641237,-11.641237,-11.641237,-11.641237,-11.641237"
01001110,"0.372329,0.372329,0.372329,0.372329,0.372329,0.372329,0.372329,0.372329,0.372329,0.372329"
01001111,"1.072685,1.072685,1.072685,1.072685,1.072685,1.072685,1.072685,1.072685,1.072685,1.072685"
01010000,"-11.772288,-11.772288,-11.772288,-11.772288,-11.772288,-11.772288,-11.772288,-11.772288,-11.772288,-11.772288"
01010001,"-11.071932,-11.071932,-11.071932,-11.071932,-11.071932,-11.071932,-11.071932,-11.071932,-11.071932,-11.071932"
01010010,"0.941635,0.941635,0.941635,0.941635,0.941635,0.941635,0.941635,0.941635,0.941635,0.941635"
01010011,"1.641991,1.641991,1.641991,1.641991,1.641991,1.641991,1.641991,1.641991,1.641991,1.641991"
01010100,"-16.499401,-16.499401,-16.499401,-16.499401,-16.499401,-16.499401,-16.499401,-16.499401,-16.499401,-16.499401"
01010101,"-15.799045,-15.799045,-15.799045,-15.799045,-15.799045,-15.799045,-15.799045,-15.799045,-15.799045,-15.799045"
01010110,"-3.785478,-3.785478,-3.785478,-3.785478,-3.785478,-3.785478,-3.785478,-3.785478,-3.785478,-3.785478"
01010111,"-3.085122,-3.085122,-3.085122,-3.085122,-3.085122,-3.085122,-3.085122,-3.085122,-3.085122,-3.085122"
01011000,"-6.602775,-6.602775,-6.602775,-6.602775,-6.602775,-6.602775,-6.602775,-6.602775,-6.602775,-6.602775"
01011001,"-5.902419,-5.902419,-5.902419,-5.902419,-5.902419,-5.902419,-5.902419,-5.902419,-5.902419,-5.902419"
01011010,"6.111147,6.111147,6.111147,6.111147,6.111147,6.111147,6.111147,6.111147,6.111147,6.111147"
01011011,"6.811503,6.811503,6.811503,6.811503,6.811503,6.811503,6.811503,6.811503,6.811503,6.811503"
01011100,"-11.329888,-11.329888,-11.329888,-11.329888,-11.329888,-11.329888,-11.329888,-11.329888,-11.329888,-11.329888"
01011101,"-10.629532,-10.629532,-10.629532,-10.629532,-10.629532,-10.629532,-10.629532,-10.629532,-10.629532,-10.629532"
01011110,"1.384034,1.384034,1.384034,1.384034,1.384034,1.384034,1.384034,1.384034,1.384034,1.384034"
01011111,"2.084390,2.084390,2.084390,2.084390,2.084390,2.084390,2.084390,2.084390,2.084390,2.084390"
01100000,"-17.840492,-17.840492,-17.840492,-17.840492,-17.840492,-17.840492,-17.840492,-17.840492,-17.840492,-17.840492"
01100001,"-17.140136,-17.140136,-17.140136,-17.140136,-17.140136,-17.140136,-17.140136,-17.140136,-17.140136,-17.140136"
01100010,"-5.126570,-5.126570,-5.126570,-5.126570,-5.126570,-5.126570,-5.126570,-5.126570,-5.126570,-5.126570"
01100011,"-4.426214,-4.426214,-4.426214,-4.426214,-4.426214,-4.426214,-4.426214,-4.426214,-4.426214,-4.426214"
01100100,"-22.567605,-22.567605,-22.567605,-22.567605,-22.567605,-22.567605,-22.567605,-22.567605,-22.567605,-22.567605"
01100101,"-21.867249,-21.867249,-21.867249,-21.867249,-21.867249,-21.867249,-21.867249,-21.867249,-21.867249,-21.867249"
01100110,"-9.853683,-9.853683,-9.853683,-9.853683,-9.853683,-9.853683,-9.853683,-9.853683,-9.853683,-9.853683"
01100111,"-9.153327,-9.153327,-9.153327,-9.153327,-9.153327,-9.153327,-9.153327,-9.153327,-9.153327,-9.153327"
01101000,"-12.670979,-12.670979,-12.670979,-12.670979,-12.670979,-12.670979,-12.670979,-12.670979,-12.670979,-12.670979"
01101001,"-11.970624,-11.970624,-11.970624,-11.970624,-11.970624,-11.970624,-11.970624,-11.970624,-11.970624,-11.970624"
01101010,"0.042943,0.042943,0.042943,0.042943,0.042943,0.042943,0.042943,0.042943,0.042943,0.042943"
01101011,"0.743299,0.743299,0.743299,0.743299,0.743299,0.743299,0.743299,0.743299,0.743299,0.743299"
01101100,"-17.398092,-17.398092,-17.398092,-17.398092,-17.398092,-17.398092,-17.398092,-17.398092,-17.398092,-17.398092"
01101101,"-16.697737,-16.697737,-16.697737,-16.697737,-16.697737,-16.697737,-16.697737,-16.697737,-16.697737,-16.697737"
01101110,"-4.684170,-4.684170,-4.684170,-4.684170,-4.684170,-4.684170,-4.684170,-4.684170,-4.684170,-4.684170"
01101111,"-3.983814,-3.983814,-3.983814,-3.983814,-3.983814,-3.983814,-3.983814,-3.983814,-3.983814,-3.983814"
01110000,"-16.828787,-16.828787,-16.828787,-16.828787,-16.828787,-16.828787,-16.828787,-16.828787,-16.828787,-16.828787"
01110001,"-16.128431,-16.128431,-16.128431,-16.128431,-16.128431,-16.128431,-16.128431,-16.128431,-16.128431,-16.128431"
01110010,"-4.114865,-4.114865,-4.114865,-4.114865,-4.114865,-4.114865,-4.114865,-4.114865,-4.114865,-4.114865"
01110011,"-3.414509,-3.414509,-3.414509,-3.414509,-3.414509,-3.414509,-3.414509,-3.414509,-3.414509,-3.414509"
01110100,"-21.555900,-21.555900,-21.555900,-21.555900,-21.555900,-21.555900,-21.555900,-21.555900,-21.555900,-21.555900"
01110101,"-20.855544,-20.855544,-20.855544,-20.855544,-20.855544,-20.855544,-20.855544,-20.855544,-20.855544,-20.855544"
01110110,"-8.841978,-8.841978,-8.841978,-8.841978,-8.841978,-8.841978,-8.841978,-8.841978,-8.841978,-8.841978"
01110111,"-8.141622,-8.141622,-8.141622,-8.141622,-8.141622,-8.141622,-8.141622,-8.141622,-8.141622,-8.141622"
01111000,"-11.659274,-11.659274,-11.659274,-11.659274,-11.659274,-11.659274,-11.659274,-11.659274,-11.659274,-11.659274"
01111001,"-10.958919,-10.958919,-10.958919,-10.958919,-10.958919,-10.958919,-10.958919,-10.958919,-10.958919,-10.958919"
01111010,"1.054648,1.054648,1.054648,1.054648,1.054648,1.054648,1.054648,1.054648,1.054648,1.054648"
01111011,"1.755004,1.755004,1.755004,1.755004,1.755004,1.755004,1.755004,1.755004,1.755004,1.755004"
01111100,"-16.386388,-16.386388,-16.386388,-16.386388,-16.386388,-16.386388,-16.386388,-16.386388,-16.386388,-16.386388"
01111101,"-15.686032,-15.686032,-15.686032,-15.686032,-15.686032,-15.686032,-15.686032,-15.686032,-15.686032,-15.686032"
01111110,"-3.672465,-3.672465,-3.672465,-3.672465,-3.672465,-3.672465,-3.672465,-3.672465,-3.672465,-3.672465"
01111111,"-2.972109,-2.972109,-2.972109,-2.972109,-2.972109,-2.972109,-2.972109,-2.972109,-2.972109,-2.972109"
10000000,"2.972109,2.972109,2.972109,2.972109,2.972109,2.972109,2.972109,2.972109,2.972109,2.972109"
10000001,"3.672465,3.672465,3.672465,3.672465,3.672465,3.672465,3.672465,3.672465,3.672465,3.672465"
10000010,"15.686032,15.686032,15.686032,15.686032,15.686032,15.686032,15.686032,15.686032,15.686032,15.686032"
10000011,"16.386388,16.386388,16.386388,16.386388,16.386388,16.386388,16.386388,16.386388,16.386388,16.386388"
10000100,"-1.755004,-1.755004,-1.755004,-1.755004,-1.755004,-1.755004,-1.755004,-1.755004,-1.755004,-1.755004"
10000101,"-1.054648,-1.054648,-1.054648,-1.054648,-1.054648,-1.054648,-1.054648,-1.054648,-1.054648,-1.054648"
10000110,"10.958919,10.958919,10.958919,10.958919,10.958919,10.958919,10.958919,10.958919,10.958919,10.958919"
10000111,"11.659274,11.659274,11.659274,11.659274,11.659274,11.659274,11.659274,11.659274,11.659274,11.659274"
10001000,"8.141622,8.141622,8.141622,8.141622,8.141622,8.141622,8.141622,8.141622,8.141622,8.141622"
10001001,"8.841978,8.841978,8.841978,8.841978,8.841978,8.841978,8.841978,8.841978,8.841978,8.841978"
10001010,"20.855544,20.855544,20.855544,20.855544,20.855544,20.855544,20.855544,20.855544,20.855544,20.855544"
10001011,"21.555900,21.555900,21.555900,21.555900,21.555900,21.555900,21.555900,21.555900,21.555900,21.555900"
10001100,"3.414509,3.414509,3.414509,3.414509,3.414509,3.414509,3.414509,3.414509,3.414509,3.414509"
10001101,"4.114865,4.114865,4.114865,4.114865,4.114865,4.114865,4.114865,4.114865,4.114865,4.114865"
10001110,"16.128431,16.128431,16.128431,16.128431,16.128431,16.128431,16.128431,16.128431,16.128431,16.128431"
10001111,"16.828787,16.828787,16.828787,16.828787,16.828787,16.828787,16.828787,16.828787,16.828787,16.828787"
10010000,"3.983814,3.983814,3.983814,3.983814,3.983814,3.983814,3.983814,3.983814,3.983814,3.983814"
10010001,"4.684170,4.684170,4.684170,4.684170,4.684170,4.684170,4.684170,4.684170,4.684170,4.684170"
10010010,"16.697737,16.697737,16.697737,16.697737,16.697737,16.697737,16.697737,16.697737,16.697737,16.697737"
10010011,"17.398092,17.398092,17.398092,17.398092,17.398092,17.398092,17.398092,17.398092,17.398092,17.398092"
10010100,"-0.743299,-0.743299,-0.743299,-0.743299,-0.743299,-0.743299,-0.743299,-0.743299,-0.743299,-0.743299"
10010101,"-0.042943,-0.042943,-0.042943,-0.042943,-0.042943,-0.042943,-0.042943,-0.042943,-0.042943,-0.042943"
10010110,"11.970624,11.970624,11.970624,11.970624,11.970624,11.970624,11.970624,11.970624,11.970624,11.970624"
10010111,"12.670979,12.670979,12.670979,12.670979,12.670979,12.670979,12.670979,12.670979,12.670979,12.670979"
10011000,"9.153327,9.153327,9.153327,9.153327,9.153327,9.153327,9.153327,9.153327,9.153327,9.153327"
10011001,"9.853683,9.853683,9.853683,9.853683,9.853683,9.853683,9.853683,9.853683,9.853683,9.853683"
10011010,"21.867249,21.867249,21.867249,21.867249,21.867249,21.867249,21.867249,21.867249,21.867249,21.867249"
10011011,"22.567605,22.567605,22.567605,22.567605,22.567605,22.567605,22.567605,22.567605,22.567605,22.567605"
10011100,"4.426214,4.426214,4.426214,4.426214,4.426214,4.426214,4.426214,4.426214,4.426214,4.426214"
10011101,"5.126570,5.126570,5.126570,5.126570,5.126570,5.126570,5.126570,5.126570,5.126570,5.126570"
10011110,"17.140136,17.140136,17.140136,17.140136,17.140136,17.140136,17.140136,17.140136,17.140136,17.140136"
10011111,"17.840492,17.840492,17.840492,17.840492,17.840492,17.840492,17.840492,17.840492,17.840492,17.840492"
10100000,"-2.084390,-2.084390,-2.084390,-2.084390,-2.084390,-2.084390,-2.084390,-2.084390,-2.084390,-2.084390"
10100001,"-1.384034,-1.384034,-1.384034,-1.384034,-1.384034,-1.384034,-1.384034,-1.384034,-1.384034,-1.384034"
10100010,"10.629532,10.629532,10.629532,10.629532,10.629532,10.629532,10.629532,10.629532,10.629532,10.629532"
10100011,"11.329888,11.329888,11.329888,11.329888,11.329888,11.329888,11.329888,11.329888,11.329888,11.329888"
10100100,"-6.811503,-6.811503,-6.811503,-6.811503,-6.811503,-6.811503,-6.811503,-6.811503,-6.811503,-6.811503"
10100101,"-6.111147,-6.111147,-6.111147,-6.111147,-6.111147,-6.111147,-6.111147,-6.111147,-6.111147,-6.111147"
10100110,"5.902419,5.902419,5.902419,5.902419,5.902419,5.902419,5.902419,5.902419,5.902419,5.902419"
10100111,"6.602775,6.602775,6.602775,6.602775,6.602775,6.602775,6.602775,6.602775,6.602775,6.602775"
10101000,"3.085122,3.085122,3.085122,3.085122,3.085122,3.085122,3.085122,3.085122,3.085122,3.085122"
10101001,"3.785478,3.785478,3.785478,3.785478,3.785478,3.785478,3.785478,3.785478,3.785478,3.785478"
10101010,"15.799045,15.799045,15.799045,15.799045,15.799045,15.799045,15.799045,15.799045,15.799045,15.799045"
10101011,"16.499401,16.499401,16.499401,16.499401,16.499401,16.499401,16.499401,16.499401,16.499401,16.499401"
10101100,"-1.641991,-1.641991,-1.641991,-1.641991,-1.641991,-1.641991,-1.641991,-1.641991,-1.641991,-1.641991"
10101101,"-0.941635,-0.941635,-0.941635,-0.941635,-0.941635,-0.941635,-0.941635,-0.941635,-0.941635,-0.941635"
10101110,"11.071932,11.071932,11.071932,11.071932,11.071932,11.071932,11.071932,11.071932,11.071932,11.071932"
10101111,"11.772288,11.772288,11.772288,11.772288,11.772288,11.772288,11.772288,11.772288,11.772288,11.772288"
10110000,"-1.072685,-1.072685,-1.072685,-1.072685,-1.072685,-1.072685,-1.072685,-1.072685,-1.072685,-1.072685"
10110001,"-0.372329,-0.372329,-0.372329,-0.372329,-0.372329,-0.372329,-0.372329,-0.372329,-0.372329,-0.372329"
10110010,"11.641237,11.641237,11.641237,11.641237,11.641237,11.641237,11.641237,11.641237,11.641237,11.641237"
10110011,"12.341593,12.341593,12.341593,12.341593,12.341593,12.341593,12.341593,12.341593,12.341593,12.341593"
10110100,"-5.799798,-5.799798,-5.799798,-5.799798,-5.799798,-5.799798,-5.799798,-5.799798,-5.799798,-5.799798"
10110101,"-5.099442,-5.099442,-5.099442,-5.099442,-5.099442,-5.099442,-5.099442,-5.099442,-5.099442,-5.099442"
10110110,"6.914124,6.914124,6.914124,6.914124,6.914124,6.914124,6.914124,6.914124,6.914124,6.914124"
10110111,"7.614480,7.614480,7.614480,7.614480,7.614480,7.614480,7.614480,7.614480,7.614480,7.614480"
10111000,"4.096827,4.096827,4.096827,4.096827,4.096827,4.096827,4.096827,4.096827,4.096827,4.096827"
10111001,"4.797183,4.797183,4.797183,4.797183,4.797183,4.797183,4.797183,4.797183,4.797183,4.797183"
10111010,"16.810750,16.810750,16.810750,16.810750,16.810750,16.810750,16.810750,16.810750,16.810750,16.810750"
10111011,"17.511106,17.511106,17.511106,17.511106,17.511106,17.511106,17.511106,17.511106,17.511106,17.511106"
10111100,"-0.630286,-0.630286,-0.630286,-0.630286,-0.630286,-0.630286,-0.630286,-0.630286,-0.630286,-0.630286"
10111101,"0.070070,0.070070,0.070070,0.070070,0.070070,0.070070,0.070070,0.070070,0.070070,0.070070"
10111110,"12.083637,12.083637,12.083637,12.083637,12.083637,12.083637,12.083637,12.083637,12.083637,12.083637"
10111111,"12.783993,12.783993,12.783993,12.783993,12.783993,12.783993,12.783993,12.783993,12.783993,12.783993"
11000000,"-9.950678,-9.950678,-9.950678,-9.950678,-9.950678,-9.950678,-9.950678,-9.950678,-9.950678,-9.950678"
11000001,"-9.250322,-9.250322,-9.250322,-9.250322,-9.250322,-9.250322,-9.250322,-9.250322,-9.250322,-9.250322"
11000010,"2.763245,2.763245,2.763245,2.763245,2.763245,2.763245,2.763245,2.763245,2.763245,2.763245"
11000011,"3.463601,3.463601,3.463601,3.463601,3.463601,3.463601,3.463601,3.463601,3.463601,3.463601"
11000100,"-14.677791,-14.677791,-14.677791,-14.677791,-14.677791,-14.677791,-14.677791,-14.677791,-14.677791,-14.677791"
11000101,"-13.977435,-13.977435,-13.977435,-13.977435,-13.977435,-13.977435,-13.977435,-13.977435,-13.977435,-13.977435"
11000110,"-1.963868,-1.963868,-1.963868,-1.963868,-1.963868,-1.963868,-1.963868,-1.963868,-1.963868,-1.963868"
11000111,"-1.263512,-1.263512,-1.263512,-1.263512,-1.263512,-1.263512,-1.263512,-1.263512,-1.263512,-1.263512"
11001000,"-4.781165,-4.781165,-4.781165,-4.781165,-4.781165,-4.781165,-4.781165,-4.781165,-4.781165,-4.781165"
11001001,"-4.080809,-4.080809,-4.080809,-4.080809,-4.080809,-4.080809,-4.080809,-4.080809,-4.080809,-4.080809"
11001010,"7.932757,7.932757,7.932757,7.932757,7.932757,7.932757,7.932757,7.932757,7.932757,7.932757"
11001011,"8.633113,8.633113,8.633113,8.633113,8.633113,8.633113,8.633113,8.633113,8.633113,8.633113"
11001100,"-9.508278,-9.508278,-9.508278,-9.508278,-9.508278,-9.508278,-9.508278,-9.508278,-9.508278,-9.508278"
11001101,"-8.807922,-8.807922,-8.807922,-8.807922,-8.807922,-8.807922,-8.807922,-8.807922,-8.807922,-8.807922"
11001110,"3.205644,3.205644,3.205644,3.205644,3.205644,3.205644,3.205644,3.205644,3.205644,3.205644"
11001111,"3.906000,3.906000,3.906000,3.906000,3.906000,3.906000,3.906000,3.906000,3.906000,3.906000"
11010000,"-8.938973,-8.938973,-8.938973,-8.938973,-8.938973,-8.938973,-8.938973,-8.938973,-8.938973,-8.938973"
11010001,"-8.238617,-8.238617,-8.238617,-8.238617,-8.238617,-8.238617,-8.238617,-8.238617,-8.238617,-8.238617"
11010010,"3.774950,3.774950,3.774950,3.774950,3.774950,3.774950,3.774950,3.774950,3.774950,3.774950"
11010011,"4.475306,4.475306,4.475306,4.475306,4.475306,4.475306,4.475306,4.475306,4.475306,4.475306"
11010100,"-13.666086,-13.666086,-13.666086,-13.666086,-13.666086,-13.666086,-13.666086,-13.666086,-13.666086,-13.666086"
11010101,"-12.965730,-12.965730,-12.965730,-12.965730,-12.965730,-12.965730,-12.965730,-12.965730,-12.965730,-12.965730"
11010110,"-0.952163,-0.952163,-0.952163,-0.952163,-0.952163,-0.952163,-0.952163,-0.952163,-0.952163,-0.952163"
11010111,"-0.251807,-0.251807,-0.251807,-0.251807,-0.251807,-0.251807,-0.251807,-0.251807,-0.251807,-0.251807"
11011000,"-3.769460,-3.769460,-3.769460,-3.769460,-3.769460,-3.769460,-3.769460,-3.769460,-3.769460,-3.769460"
11011001,"-3.069104,-3.069104,-3.069104,-3.069104,-3.069104,-3.069104,-3.069104,-3.069104,-3.069104,-3.069104"
11011010,"8.944462,8.944462,8.944462,8.944462,8.944462,8.944462,8.944462,8.944462,8.944462,8.944462"
11011011,"9.644818,9.644818,9.644818,9.644818,9.644818,9.644818,9.644818,9.644818,9.644818,9.644818"
11011100,"-8.496573,-8.496573,-8.496573,-8.496573,-8.496573,-8.496573,-8.496573,-8.496573,-8.496573,-8.496573"
11011101,"-7.796217,-7.796217,-7.796217,-7.796217,-7.796217,-7.796217,-7.796217,-7.796217,-7.796217,-7.796217"
11011110,"4.217349,4.217349,4.217349,4.217349,4.217349,4.217349,4.217349,4.217349,4.217349,4.217349"
11011111,"4.917705,4.917705,4.917705,4.917705,4.917705,4.917705,4.917705,4.917705,4.917705,4.917705"
11100000,"-15.007177,-15.007177,-15.007177,-15.007177,-15.007177,-15.007177,-15.007177,-15.007177,-15.007177,-15.007177"
11100001,"-14.306821,-14.306821,-14.306821,-14.306821,-14.306821,-14.306821,-14.306821,-14.306821,-14.306821,-14.306821"
11100010,"-2.293255,-2.293255,-2.293255,-2.293255,-2.293255,-2.293255,-2.293255,-2.293255,-2.293255,-2.293255"
11100011,"-1.592899,-1.592899,-1.592899,-1.592899,-1.592899,-1.592899,-1.592899,-1.592899,-1.592899,-1.592899"
11100100,"-19.734290,-19.734290,-19.734290,-19.734290,-19.734290,-19.734290,-19.734290,-19.734290,-19.734290,-19.734290"
11100101,"-19.033934,-19.033934,-19.033934,-19.033934,-19.033934,-19.033934,-19.033934,-19.033934,-19.033934,-19.033934"
