challenge,deltas
11100110,"-7.020368,-7.020368,-7.020368,-7.020368,-7.020368,-7.020368,-7.020368,-7.020368,-7.020368,-7.020368"
11100111,"-6.320012,-6.320012,-6.320012,-6.320012,-6.320012,-6.320012,-6.320012,-6.320012,-6.320012,-6.320012"
11101000,"-9.837664,-9.837664,-9.837664,-9.837664,-9.837664,-9.837664,-9.837664,-9.837664,-9.837664,-9.837664"
11101001,"-9.137309,-9.137309,-9.137309,-9.137309,-9.137309,-9.137309,-9.137309,-9.137309,-9.137309,-9.137309"
11101010,"2.876258,2.876258,2.876258,2.876258,2.876258,2.876258,2.876258,2.876258,2.876258,2.876258"
11101011,"3.576614,3.576614,3.576614,3.576614,3.576614,3.576614,3.576614,3.576614,3.576614,3.576614"
11101100,"-14.564777,-14.564777,-14.564777,-14.564777,-14.564777,-14.564777,-14.564777,-14.564777,-14.564777,-14.564777"
11101101,"-13.864422,-13.864422,-13.864422,-13.864422,-13.864422,-13.864422,-13.864422,-13.864422,-13.864422,-13.864422"
11101110,"-1.850855,-1.850855,-1.850855,-1.850855,-1.850855,-1.850855,-1.850855,-1.850855,-1.850855,-1.850855"
11101111,"-1.150499,-1.150499,-1.150499,-1.150499,-1.150499,-1.150499,-1.150499,-1.150499,-1.150499,-1.150499"
11110000,"-13.995472,-13.995472,-13.995472,-13.995472,-13.995472,-13.995472,-13.995472,-13.995472,-13.995472,-13.995472"
11110001,"-13.295116,-13.295116,-13.295116,-13.295116,-13.295116,-13.295116,-13.295116,-13.295116,-13.295116,-13.295116"
11110010,"-1.281550,-1.281550,-1.281550,-1.281550,-1.281550,-1.281550,-1.281550,-1.281550,-1.281550,-1.281550"
11110011,"-0.581194,-0.581194,-0.581194,-0.581194,-0.581194,-0.581194,-0.581194,-0.581194,-0.581194,-0.581194"
11110100,"-18.722585,-18.722585,-18.722585,-18.722585,-18.722585,-18.722585,-18.722585,-18.722585,-18.722585,-18.722585"
11110101,"-18.022229,-18.022229,-18.022229,-18.022229,-18.022229,-18.022229,-18.022229,-18.022229,-18.022229,-18.022229"
11110110,"-6.008663,-6.008663,-6.008663,-6.008663,-6.008663,-6.008663,-6.008663,-6.008663,-6.008663,-6.008663"
11110111,"-5.308307,-5.308307,-5.308307,-5.308307,-5.308307,-5.308307,-5.308307,-5.308307,-5.308307,-5.308307"
11111000,"-8.825959,-8.825959,-8.825959,-8.825959,-8.825959,-8.825959,-8.825959,-8.825959,-8.825959,-8.825959"
11111001,"-8.125604,-8.125604,-8.125604,-8.125604,-8.125604,-8.125604,-8.125604,-8.125604,-8.125604,-8.125604"
11111010,"3.887963,3.887963,3.887963,3.887963,3.887963,3.887963,3.887963,3.887963,3.887963,3.887963"
11111011,"4.588319,4.588319,4.588319,4.588319,4.588319,4.588319,4.588319,4.588319,4.588319,4.588319"
11111100,"-13.553072,-13.553072,-13.553072,-13.553072,-13.553072,-13.553072,-13.553072,-13.553072,-13.553072,-13.553072"
11111101,"-12.852717,-12.852717,-12.852717,-12.852717,-12.852717,-12.852717,-12.852717,-12.852717,-12.852717,-12.852717"
11111110,"-0.839150,-0.839150,-0.839150,-0.839150,-0.839150,-0.839150,-0.839150,-0.839150,-0.839150,-0.839150"
11111111,"-0.138794,-0.138794,-0.138794,-0.138794,-0.138794,-0.138794,-0.138794,-0.138794,-0.138794,-0.138794"
