challenge,deltas
11100011,"4.158363,4.158363,4.158363,4.158363,4.158363,4.158363,4.158363,4.158363,4.158363,4.158363"
11100100,"15.981088,15.981088,15.981088,15.981088,15.981088,15.981088,15.981088,15.981088,15.981088,15.981088"
11100101,"12.651377,12.651377,12.651377,12.651377,12.651377,12.651377,12.651377,12.651377,12.651377,12.651377"
11100110,"8.259853,8.259853,8.259853,8.259853,8.259853,8.259853,8.259853,8.259853,8.259853,8.259853"
11100111,"4.930142,4.930142,4.930142,4.930142,4.930142,4.930142,4.930142,4.930142,4.930142,4.930142"
11101000,"9.549607,9.549607,9.549607,9.549607,9.549607,9.549607,9.549607,9.549607,9.549607,9.549607"
11101001,"6.219896,6.219896,6.219896,6.219896,6.219896,6.219896,6.219896,6.219896,6.219896,6.219896"
11101010,"1.828372,1.828372,1.828372,1.828372,1.828372,1.828372,1.828372,1.828372,1.828372,1.828372"
11101011,"-1.501339,-1.501339,-1.501339,-1.501339,-1.501339,-1.501339,-1.501339,-1.501339,-1.501339,-1.501339"
11101100,"10.321387,10.321387,10.321387,10.321387,10.321387,10.321387,10.321387,10.321387,10.321387,10.321387"
11101101,"6.991675,6.991675,6.991675,6.991675,6.991675,6.991675,6.991675,6.991675,6.991675,6.991675"
11101110,"2.600152,2.600152,2.600152,2.600152,2.600152,2.600152,2.600152,2.600152,2.600152,2.600152"
11101111,"-0.729559,-0.729559,-0.729559,-0.729559,-0.729559,-0.729559,-0.729559,-0.729559,-0.729559,-0.729559"
11110000,"16.663597,16.663597,16.663597,16.663597,16.663597,16.663597,16.663597,16.663597,16.663597,16.663597"
11110001,"13.333886,13.333886,13.333886,13.333886,13.333886,13.333886,13.333886,13.333886,13.333886,13.333886"
11110010,"8.942363,8.942363,8.942363,8.942363,8.942363,8.942363,8.942363,8.942363,8.942363,8.942363"
11110011,"5.612652,5.612652,5.612652,5.612652,5.612652,5.612652,5.612652,5.612652,5.612652,5.612652"
11110100,"17.435377,17.435377,17.435377,17.435377,17.435377,17.435377,17.435377,17.435377,17.435377,17.435377"
11110101,"14.105666,14.105666,14.105666,14.105666,14.105666,14.105666,14.105666,14.105666,14.105666,14.105666"
11110110,"9.714142,9.714142,9.714142,9.714142,9.714142,9.714142,9.714142,9.714142,9.714142,9.714142"
11110111,"6.384431,6.384431,6.384431,6.384431,6.384431,6.384431,6.384431,6.384431,6.384431,6.384431"
11111000,"11.003896,11.003896,11.003896,11.003896,11.003896,11.003896,11.003896,11.003896,11.003896,11.003896"
11111001,"7.674185,7.674185,7.674185,7.674185,7.674185,7.674185,7.674185,7.674185,7.674185,7.674185"
11111010,"3.282661,3.282661,3.282661,3.282661,3.282661,3.282661,3.282661,3.282661,3.282661,3.282661"
11111011,"-0.047050,-0.047050,-0.047050,-0.047050,-0.047050,-0.047050,-0.047050,-0.047050,-0.047050,-0.047050"
11111100,"11.775675,11.775675,11.775675,11.775675,11.775675,11.775675,11.775675,11.775675,11.775675,11.775675"
11111101,"8.445964,8.445964,8.445964,8.445964,8.445964,8.445964,8.445964,8.445964,8.445964,8.445964"
11111110,"4.054441,4.054441,4.054441,4.054441,4.054441,4.054441,4.054441,4.054441,4.054441,4.054441"
11111111,"0.724729,0.724729,0.724729,0.724729,0.724729,0.724729,0.724729,0.724729,0.724729,0.724729"
