challenge,deltas
10000001,"-2.787172,-2.787172,-2.787172,-2.787172,-2.787172,-2.787172,-2.787172,-2.787172,-2.787172,-2.787172"
10000010,"-7.178696,-7.178696,-7.178696,-7.178696,-7.178696,-7.178696,-7.178696,-7.178696,-7.178696,-7.178696"
10000011,"-10.508407,-10.508407,-10.508407,-10.508407,-10.508407,-10.508407,-10.508407,-10.508407,-10.508407,-10.508407"
10000100,"1.314318,1.314318,1.314318,1.314318,1.314318,1.314318,1.314318,1.314318,1.314318,1.314318"
10000101,"-2.015393,-2.015393,-2.015393,-2.015393,-2.015393,-2.015393,-2.015393,-2.015393,-2.015393,-2.015393"
10000110,"-6.406916,-6.406916,-6.406916,-6.406916,-6.406916,-6.406916,-6.406916,-6.406916,-6.406916,-6.406916"
10000111,"-9.736628,-9.736628,-9.736628,-9.736628,-9.736628,-9.736628,-9.736628,-9.736628,-9.736628,-9.736628"
10001000,"-5.117163,-5.117163,-5.117163,-5.117163,-5.117163,-5.117163,-5.117163,-5.117163,-5.117163,-5.117163"
10001001,"-8.446874,-8.446874,-8.446874,-8.446874,-8.446874,-8.446874,-8.446874,-8.446874,-8.446874,-8.446874"
10001010,"-12.838397,-12.838397,-12.838397,-12.838397,-12.838397,-12.838397,-12.838397,-12.838397,-12.838397,-12.838397"
10001011,"-16.168109,-16.168109,-16.168109,-16.168109,-16.168109,-16.168109,-16.168109,-16.168109,-16.168109,-16.168109"
10001100,"-4.345383,-4.345383,-4.345383,-4.345383,-4.345383,-4.345383,-4.345383,-4.345383,-4.345383,-4.345383"
10001101,"-7.675095,-7.675095,-7.675095,-7.675095,-7.675095,-7.675095,-7.675095,-7.675095,-7.675095,-7.675095"
10001110,"-12.066618,-12.066618,-12.066618,-12.066618,-12.066618,-12.066618,-12.066618,-12.066618,-12.066618,-12.066618"
10001111,"-15.396329,-15.396329,-15.396329,-15.396329,-15.396329,-15.396329,-15.396329,-15.396329,-15.396329,-15.396329"
10010000,"1.996828,1.996828,1.996828,1.996828,1.996828,1.996828,1.996828,1.996828,1.996828,1.996828"
10010001,"-1.332884,-1.332884,-1.332884,-1.332884,-1.332884,-1.332884,-1.332884,-1.332884,-1.332884,-1.332884"
10010010,"-5.724407,-5.724407,-5.724407,-5.724407,-5.724407,-5.724407,-5.724407,-5.724407,-5.724407,-5.724407"
10010011,"-9.054118,-9.054118,-9.054118,-9.054118,-9.054118,-9.054118,-9.054118,-9.054118,-9.054118,-9.054118"
10010100,"2.768607,2.768607,2.768607,2.768607,2.768607,2.768607,2.768607,2.768607,2.768607,2.768607"
10010101,"-0.561104,-0.561104,-0.561104,-0.561104,-0.561104,-0.561104,-0.561104,-0.561104,-0.561104,-0.561104"
10010110,"-4.952628,-4.952628,-4.952628,-4.952628,-4.952628,-4.952628,-4.952628,-4.952628,-4.952628,-4.952628"
10010111,"-8.282339,-8.282339,-8.282339,-8.282339,-8.282339,-8.282339,-8.282339,-8.282339,-8.282339,-8.282339"
10011000,"-3.662874,-3.662874,-3.662874,-3.662874,-3.662874,-3.662874,-3.662874,-3.662874,-3.662874,-3.662874"
10011001,"-6.992585,-6.992585,-6.992585,-6.992585,-6.992585,-6.992585,-6.992585,-6.992585,-6.992585,-6.992585"
10011010,"-11.384109,-11.384109,-11.384109,-11.384109,-11.384109,-11.384109,-11.384109,-11.384109,-11.384109,-11.384109"
10011011,"-14.713820,-14.713820,-14.713820,-14.713820,-14.713820,-14.713820,-14.713820,-14.713820,-14.713820,-14.713820"
10011100,"-2.891094,-2.891094,-2.891094,-2.891094,-2.891094,-2.891094,-2.891094,-2.891094,-2.891094,-2.891094"
10011101,"-6.220806,-6.220806,-6.220806,-6.220806,-6.220806,-6.220806,-6.220806,-6.220806,-6.220806,-6.220806"
10011110,"-10.612329,-10.612329,-10.612329,-10.612329,-10.612329,-10.612329,-10.612329,-10.612329,-10.612329,-10.612329"
10011111,"-13.942040,-13.942040,-13.942040,-13.942040,-13.942040,-13.942040,-13.942040,-13.942040,-13.942040,-13.942040"
10100000,"8.393913,8.393913,8.393913,8.393913,8.393913,8.393913,8.393913,8.393913,8.393913,8.393913"
10100001,"5.064202,5.064202,5.064202,5.064202,5.064202,5.064202,5.064202,5.064202,5.064202,5.064202"
10100010,"0.672678,0.672678,0.672678,0.672678,0.672678,0.672678,0.672678,0.672678,0.672678,0.672678"
10100011,"-2.657033,-2.657033,-2.657033,-2.657033,-2.657033,-2.657033,-2.657033,-2.657033,-2.657033,-2.657033"
10100100,"9.165692,9.165692,9.165692,9.165692,9.165692,9.165692,9.165692,9.165692,9.165692,9.165692"
10100101,"5.835981,5.835981,5.835981,5.835981,5.835981,5.835981,5.835981,5.835981,5.835981,5.835981"
10100110,"1.444458,1.444458,1.444458,1.444458,1.444458,1.444458,1.444458,1.444458,1.444458,1.444458"
10100111,"-1.885254,-1.885254,-1.885254,-1.885254,-1.885254,-1.885254,-1.885254,-1.885254,-1.885254,-1.885254"
10101000,"2.734211,2.734211,2.734211,2.734211,2.734211,2.734211,2.734211,2.734211,2.734211,2.734211"
10101001,"-0.595500,-0.595500,-0.595500,-0.595500,-0.595500,-0.595500,-0.595500,-0.595500,-0.595500,-0.595500"
10101010,"-4.987023,-4.987023,-4.987023,-4.987023,-4.987023,-4.987023,-4.987023,-4.987023,-4.987023,-4.987023"
10101011,"-8.316735,-8.316735,-8.316735,-8.316735,-8.316735,-8.316735,-8.316735,-8.316735,-8.316735,-8.316735"
10101100,"3.505991,3.505991,3.505991,3.505991,3.505991,3.505991,3.505991,3.505991,3.505991,3.505991"
10101101,"0.176279,0.176279,0.176279,0.176279,0.176279,0.176279,0.176279,0.176279,0.176279,0.176279"
10101110,"-4.215244,-4.215244,-4.215244,-4.215244,-4.215244,-4.215244,-4.215244,-4.215244,-4.215244,-4.215244"
10101111,"-7.544955,-7.544955,-7.544955,-7.544955,-7.544955,-7.544955,-7.544955,-7.544955,-7.544955,-7.544955"
10110000,"9.848202,9.848202,9.848202,9.848202,9.848202,9.848202,9.848202,9.848202,9.848202,9.848202"
10110001,"6.518490,6.518490,6.518490,6.518490,6.518490,6.518490,6.518490,6.518490,6.518490,6.518490"
10110010,"2.126967,2.126967,2.126967,2.126967,2.126967,2.126967,2.126967,2.126967,2.126967,2.126967"
10110011,"-1.202744,-1.202744,-1.202744,-1.202744,-1.202744,-1.202744,-1.202744,-1.202744,-1.202744,-1.202744"
10110100,"10.619981,10.619981,10.619981,10.619981,10.619981,10.619981,10.619981,10.619981,10.619981,10.619981"
10110101,"7.290270,7.290270,7.290270,7.290270,7.290270,7.290270,7.290270,7.290270,7.290270,7.290270"
10110110,"2.898746,2.898746,2.898746,2.898746,2.898746,2.898746,2.898746,2.898746,2.898746,2.898746"
10110111,"-0.430965,-0.430965,-0.430965,-0.430965,-0.430965,-0.430965,-0.430965,-0.430965,-0.430965,-0.430965"
10111000,"4.188500,4.188500,4.188500,4.188500,4.188500,4.188500,4.188500,4.188500,4.188500,4.188500"
10111001,"0.858789,0.858789,0.858789,0.858789,0.858789,0.858789,0.858789,0.858789,0.858789,0.858789"
10111010,"-3.532735,-3.532735,-3.532735,-3.532735,-3.532735,-3.532735,-3.532735,-3.532735,-3.532735,-3.532735"
10111011,"-6.862446,-6.862446,-6.862446,-6.862446,-6.862446,-6.862446,-6.862446,-6.862446,-6.862446,-6.862446"
10111100,"4.960280,4.960280,4.960280,4.960280,4.960280,4.960280,4.960280,4.960280,4.960280,4.960280"
10111101,"1.630568,1.630568,1.630568,1.630568,1.630568,1.630568,1.630568,1.630568,1.630568,1.630568"
10111110,"-2.760955,-2.760955,-2.760955,-2.760955,-2.760955,-2.760955,-2.760955,-2.760955,-2.760955,-2.760955"
10111111,"-6.090666,-6.090666,-6.090666,-6.090666,-6.090666,-6.090666,-6.090666,-6.090666,-6.090666,-6.090666"
11000000,"7.357935,7.357935,7.357935,7.357935,7.357935,7.357935,7.357935,7.357935,7.357935,7.357935"
11000001,"4.028223,4.028223,4.028223,4.028223,4.028223,4.028223,4.028223,4.028223,4.028223,4.028223"
11000010,"-0.363300,-0.363300,-0.363300,-0.363300,-0.363300,-0.363300,-0.363300,-0.363300,-0.363300,-0.363300"
11000011,"-3.693011,-3.693011,-3.693011,-3.693011,-3.693011,-3.693011,-3.693011,-3.693011,-3.693011,-3.693011"
11000100,"8.129714,8.129714,8.129714,8.129714,8.129714,8.129714,8.129714,8.129714,8.129714,8.129714"
11000101,"4.800003,4.800003,4.800003,4.800003,4.800003,4.800003,4.800003,4.800003,4.800003,4.800003"
11000110,"0.408479,0.408479,0.408479,0.408479,0.408479,0.408479,0.408479,0.408479,0.408479,0.408479"
11000111,"-2.921232,-2.921232,-2.921232,-2.921232,-2.921232,-2.921232,-2.921232,-2.921232,-2.921232,-2.921232"
11001000,"1.698233,1.698233,1.698233,1.698233,1.698233,1.698233,1.698233,1.698233,1.698233,1.698233"
11001001,"-1.631478,-1.631478,-1.631478,-1.631478,-1.631478,-1.631478,-1.631478,-1.631478,-1.631478,-1.631478"
11001010,"-6.023002,-6.023002,-6.023002,-6.023002,-6.023002,-6.023002,-6.023002,-6.023002,-6.023002,-6.023002"
11001011,"-9.352713,-9.352713,-9.352713,-9.352713,-9.352713,-9.352713,-9.352713,-9.352713,-9.352713,-9.352713"
11001100,"2.470013,2.470013,2.470013,2.470013,2.470013,2.470013,2.470013,2.470013,2.470013,2.470013"
11001101,"-0.859699,-0.859699,-0.859699,-0.859699,-0.859699,-0.859699,-0.859699,-0.859699,-0.859699,-0.859699"
11001110,"-5.251222,-5.251222,-5.251222,-5.251222,-5.251222,-5.251222,-5.251222,-5.251222,-5.251222,-5.251222"
11001111,"-8.580933,-8.580933,-8.580933,-8.580933,-8.580933,-8.580933,-8.580933,-8.580933,-8.580933,-8.580933"
11010000,"8.812223,8.812223,8.812223,8.812223,8.812223,8.812223,8.812223,8.812223,8.812223,8.812223"
11010001,"5.482512,5.482512,5.482512,5.482512,5.482512,5.482512,5.482512,5.482512,5.482512,5.482512"
11010010,"1.090989,1.090989,1.090989,1.090989,1.090989,1.090989,1.090989,1.090989,1.090989,1.090989"
11010011,"-2.238722,-2.238722,-2.238722,-2.238722,-2.238722,-2.238722,-2.238722,-2.238722,-2.238722,-2.238722"
11010100,"9.584003,9.584003,9.584003,9.584003,9.584003,9.584003,9.584003,9.584003,9.584003,9.584003"
11010101,"6.254292,6.254292,6.254292,6.254292,6.254292,6.254292,6.254292,6.254292,6.254292,6.254292"
11010110,"1.862768,1.862768,1.862768,1.862768,1.862768,1.862768,1.862768,1.862768,1.862768,1.862768"
11010111,"-1.466943,-1.466943,-1.466943,-1.466943,-1.466943,-1.466943,-1.466943,-1.466943,-1.466943,-1.466943"
11011000,"3.152522,3.152522,3.152522,3.152522,3.152522,3.152522,3.152522,3.152522,3.152522,3.152522"
11011001,"-0.177189,-0.177189,-0.177189,-0.177189,-0.177189,-0.177189,-0.177189,-0.177189,-0.177189,-0.177189"
11011010,"-4.568713,-4.568713,-4.568713,-4.568713,-4.568713,-4.568713,-4.568713,-4.568713,-4.568713,-4.568713"
11011011,"-7.898424,-7.898424,-7.898424,-7.898424,-7.898424,-7.898424,-7.898424,-7.898424,-7.898424,-7.898424"
11011100,"3.924301,3.924301,3.924301,3.924301,3.924301,3.924301,3.924301,3.924301,3.924301,3.924301"
11011101,"0.594590,0.594590,0.594590,0.594590,0.594590,0.594590,0.594590,0.594590,0.594590,0.594590"
11011110,"-3.796933,-3.796933,-3.796933,-3.796933,-3.796933,-3.796933,-3.796933,-3.796933,-3.796933,-3.796933"
11011111,"-7.126645,-7.126645,-7.126645,-7.126645,-7.126645,-7.126645,-7.126645,-7.126645,-7.126645,-7.126645"
11100000,"15.209309,15.209309,15.209309,15.209309,15.209309,15.209309,15.209309,15.209309,15.209309,15.209309"
11100001,"11.879597,11.879597,11.879597,11.879597,11.879597,11.879597,11.879597,11.879597,11.879597,11.879597"
11100010,"7.488074,7.488074,7.488074,7.488074,7.488074,7.488074,7.488074,7.488074,7.488074,7.488074"
