challenge,deltas
11100011,"-3.852724,-3.852724,-3.852724,-3.852724,-3.852724,-3.852724,-3.852724,-3.852724,-3.852724,-3.852724"
11100100,"12.718616,12.718616,12.718616,12.718616,12.718616,12.718616,12.718616,12.718616,12.718616,12.718616"
11100101,"14.042887,14.042887,14.042887,14.042887,14.042887,14.042887,14.042887,14.042887,14.042887,14.042887"
11100110,"3.770570,3.770570,3.770570,3.770570,3.770570,3.770570,3.770570,3.770570,3.770570,3.770570"
11100111,"5.094842,5.094842,5.094842,5.094842,5.094842,5.094842,5.094842,5.094842,5.094842,5.094842"
11101000,"3.039719,3.039719,3.039719,3.039719,3.039719,3.039719,3.039719,3.039719,3.039719,3.039719"
11101001,"4.363991,4.363991,4.363991,4.363991,4.363991,4.363991,4.363991,4.363991,4.363991,4.363991"
11101010,"-5.908326,-5.908326,-5.908326,-5.908326,-5.908326,-5.908326,-5.908326,-5.908326,-5.908326,-5.908326"
11101011,"-4.584055,-4.584055,-4.584055,-4.584055,-4.584055,-4.584055,-4.584055,-4.584055,-4.584055,-4.584055"
11101100,"11.987285,11.987285,11.987285,11.987285,11.987285,11.987285,11.987285,11.987285,11.987285,11.987285"
11101101,"13.311556,13.311556,13.311556,13.311556,13.311556,13.311556,13.311556,13.311556,13.311556,13.311556"
11101110,"3.039239,3.039239,3.039239,3.039239,3.039239,3.039239,3.039239,3.039239,3.039239,3.039239"
11101111,"4.363511,4.363511,4.363511,4.363511,4.363511,4.363511,4.363511,4.363511,4.363511,4.363511"
11110000,"1.414289,1.414289,1.414289,1.414289,1.414289,1.414289,1.414289,1.414289,1.414289,1.414289"
11110001,"2.738561,2.738561,2.738561,2.738561,2.738561,2.738561,2.738561,2.738561,2.738561,2.738561"
11110010,"-7.533756,-7.533756,-7.533756,-7.533756,-7.533756,-7.533756,-7.533756,-7.533756,-7.533756,-7.533756"
11110011,"-6.209485,-6.209485,-6.209485,-6.209485,-6.209485,-6.209485,-6.209485,-6.209485,-6.209485,-6.209485"
11110100,"10.361855,10.361855,10.361855,10.361855,10.361855,10.361855,10.361855,10.361855,10.361855,10.361855"
11110101,"11.686126,11.686126,11.686126,11.686126,11.686126,11.686126,11.686126,11.686126,11.686126,11.686126"
11110110,"1.413809,1.413809,1.413809,1.413809,1.413809,1.413809,1.413809,1.413809,1.413809,1.413809"
11110111,"2.738081,2.738081,2.738081,2.738081,2.738081,2.738081,2.738081,2.738081,2.738081,2.738081"
11111000,"0.682958,0.682958,0.682958,0.682958,0.682958,0.682958,0.682958,0.682958,0.682958,0.682958"
11111001,"2.007230,2.007230,2.007230,2.007230,2.007230,2.007230,2.007230,2.007230,2.007230,2.007230"
11111010,"-8.265087,-8.265087,-8.265087,-8.265087,-8.265087,-8.265087,-8.265087,-8.265087,-8.265087,-8.265087"
11111011,"-6.940816,-6.940816,-6.940816,-6.940816,-6.940816,-6.940816,-6.940816,-6.940816,-6.940816,-6.940816"
11111100,"9.630524,9.630524,9.630524,9.630524,9.630524,9.630524,9.630524,9.630524,9.630524,9.630524"
11111101,"10.954795,10.954795,10.954795,10.954795,10.954795,10.954795,10.954795,10.954795,10.954795,10.954795"
11111110,"0.682478,0.682478,0.682478,0.682478,0.682478,0.682478,0.682478,0.682478,0.682478,0.682478"
11111111,"2.006750,2.006750,2.006750,2.006750,2.006750,2.006750,2.006750,2.006750,2.006750,2.006750"
