challenge,deltas
00010001,"-3.039239,-3.039239,-3.039239,-3.039239,-3.039239,-3.039239,-3.039239,-3.039239,-3.039239,-3.039239"
00010010,"-13.311556,-13.311556,-13.311556,-13.311556,-13.311556,-13.311556,-13.311556,-13.311556,-13.311556,-13.311556"
00010011,"-11.987285,-11.987285,-11.987285,-11.987285,-11.987285,-11.987285,-11.987285,-11.987285,-11.987285,-11.987285"
00010100,"4.584055,4.584055,4.584055,4.584055,4.584055,4.584055,4.584055,4.584055,4.584055,4.584055"
00010101,"5.908326,5.908326,5.908326,5.908326,5.908326,5.908326,5.908326,5.908326,5.908326,5.908326"
00010110,"-4.363991,-4.363991,-4.363991,-4.363991,-4.363991,-4.363991,-4.363991,-4.363991,-4.363991,-4.363991"
00010111,"-3.039719,-3.039719,-3.039719,-3.039719,-3.039719,-3.039719,-3.039719,-3.039719,-3.039719,-3.039719"
00011000,"-5.094842,-5.094842,-5.094842,-5.094842,-5.094842,-5.094842,-5.094842,-5.094842,-5.094842,-5.094842"
00011001,"-3.770570,-3.770570,-3.770570,-3.770570,-3.770570,-3.770570,-3.770570,-3.770570,-3.770570,-3.770570"
00011010,"-14.042887,-14.042887,-14.042887,-14.042887,-14.042887,-14.042887,-14.042887,-14.042887,-14.042887,-14.042887"
00011011,"-12.718616,-12.718616,-12.718616,-12.718616,-12.718616,-12.718616,-12.718616,-12.718616,-12.718616,-12.718616"
00011100,"3.852724,3.852724,3.852724,3.852724,3.852724,3.852724,3.852724,3.852724,3.852724,3.852724"
00011101,"5.176995,5.176995,5.176995,5.176995,5.176995,5.176995,5.176995,5.176995,5.176995,5.176995"
00011110,"-5.095322,-5.095322,-5.095322,-5.095322,-5.095322,-5.095322,-5.095322,-5.095322,-5.095322,-5.095322"
00011111,"-3.771050,-3.771050,-3.771050,-3.771050,-3.771050,-3.771050,-3.771050,-3.771050,-3.771050,-3.771050"
00100000,"-0.366174,-0.366174,-0.366174,-0.366174,-0.366174,-0.366174,-0.366174,-0.366174,-0.366174,-0.366174"
00100001,"0.958097,0.958097,0.958097,0.958097,0.958097,0.958097,0.958097,0.958097,0.958097,0.958097"
00100010,"-9.314220,-9.314220,-9.314220,-9.314220,-9.314220,-9.314220,-9.314220,-9.314220,-9.314220,-9.314220"
00100011,"-7.989949,-7.989949,-7.989949,-7.989949,-7.989949,-7.989949,-7.989949,-7.989949,-7.989949,-7.989949"
00100100,"8.581391,8.581391,8.581391,8.581391,8.581391,8.581391,8.581391,8.581391,8.581391,8.581391"
00100101,"9.905662,9.905662,9.905662,9.905662,9.905662,9.905662,9.905662,9.905662,9.905662,9.905662"
00100110,"-0.366654,-0.366654,-0.366654,-0.366654,-0.366654,-0.366654,-0.366654,-0.366654,-0.366654,-0.366654"
00100111,"0.957617,0.957617,0.957617,0.957617,0.957617,0.957617,0.957617,0.957617,0.957617,0.957617"
00101000,"-1.097506,-1.097506,-1.097506,-1.097506,-1.097506,-1.097506,-1.097506,-1.097506,-1.097506,-1.097506"
00101001,"0.226766,0.226766,0.226766,0.226766,0.226766,0.226766,0.226766,0.226766,0.226766,0.226766"
00101010,"-10.045551,-10.045551,-10.045551,-10.045551,-10.045551,-10.045551,-10.045551,-10.045551,-10.045551,-10.045551"
00101011,"-8.721280,-8.721280,-8.721280,-8.721280,-8.721280,-8.721280,-8.721280,-8.721280,-8.721280,-8.721280"
00101100,"7.850060,7.850060,7.850060,7.850060,7.850060,7.850060,7.850060,7.850060,7.850060,7.850060"
00101101,"9.174331,9.174331,9.174331,9.174331,9.174331,9.174331,9.174331,9.174331,9.174331,9.174331"
00101110,"-1.097986,-1.097986,-1.097986,-1.097986,-1.097986,-1.097986,-1.097986,-1.097986,-1.097986,-1.097986"
00101111,"0.226286,0.226286,0.226286,0.226286,0.226286,0.226286,0.226286,0.226286,0.226286,0.226286"
00110000,"-2.722935,-2.722935,-2.722935,-2.722935,-2.722935,-2.722935,-2.722935,-2.722935,-2.722935,-2.722935"
00110001,"-1.398664,-1.398664,-1.398664,-1.398664,-1.398664,-1.398664,-1.398664,-1.398664,-1.398664,-1.398664"
00110010,"-11.670981,-11.670981,-11.670981,-11.670981,-11.670981,-11.670981,-11.670981,-11.670981,-11.670981,-11.670981"
00110011,"-10.346709,-10.346709,-10.346709,-10.346709,-10.346709,-10.346709,-10.346709,-10.346709,-10.346709,-10.346709"
00110100,"6.224630,6.224630,6.224630,6.224630,6.224630,6.224630,6.224630,6.224630,6.224630,6.224630"
00110101,"7.548902,7.548902,7.548902,7.548902,7.548902,7.548902,7.548902,7.548902,7.548902,7.548902"
00110110,"-2.723415,-2.723415,-2.723415,-2.723415,-2.723415,-2.723415,-2.723415,-2.723415,-2.723415,-2.723415"
00110111,"-1.399144,-1.399144,-1.399144,-1.399144,-1.399144,-1.399144,-1.399144,-1.399144,-1.399144,-1.399144"
00111000,"-3.454266,-3.454266,-3.454266,-3.454266,-3.454266,-3.454266,-3.454266,-3.454266,-3.454266,-3.454266"
00111001,"-2.129995,-2.129995,-2.129995,-2.129995,-2.129995,-2.129995,-2.129995,-2.129995,-2.129995,-2.129995"
00111010,"-12.402312,-12.402312,-12.402312,-12.402312,-12.402312,-12.402312,-12.402312,-12.402312,-12.402312,-12.402312"
00111011,"-11.078041,-11.078041,-11.078041,-11.078041,-11.078041,-11.078041,-11.078041,-11.078041,-11.078041,-11.078041"
00111100,"5.493299,5.493299,5.493299,5.493299,5.493299,5.493299,5.493299,5.493299,5.493299,5.493299"
00111101,"6.817570,6.817570,6.817570,6.817570,6.817570,6.817570,6.817570,6.817570,6.817570,6.817570"
00111110,"-3.454746,-3.454746,-3.454746,-3.454746,-3.454746,-3.454746,-3.454746,-3.454746,-3.454746,-3.454746"
00111111,"-2.130475,-2.130475,-2.130475,-2.130475,-2.130475,-2.130475,-2.130475,-2.130475,-2.130475,-2.130475"
01000000,"6.070932,6.070932,6.070932,6.070932,6.070932,6.070932,6.070932,6.070932,6.070932,6.070932"
01000001,"7.395204,7.395204,7.395204,7.395204,7.395204,7.395204,7.395204,7.395204,7.395204,7.395204"
01000010,"-2.877113,-2.877113,-2.877113,-2.877113,-2.877113,-2.877113,-2.877113,-2.877113,-2.877113,-2.877113"
01000011,"-1.552842,-1.552842,-1.552842,-1.552842,-1.552842,-1.552842,-1.552842,-1.552842,-1.552842,-1.552842"
01000100,"15.018498,15.018498,15.018498,15.018498,15.018498,15.018498,15.018498,15.018498,15.018498,15.018498"
01000101,"16.342769,16.342769,16.342769,16.342769,16.342769,16.342769,16.342769,16.342769,16.342769,16.342769"
01000110,"6.070452,6.070452,6.070452,6.070452,6.070452,6.070452,6.070452,6.070452,6.070452,6.070452"
01000111,"7.394724,7.394724,7.394724,7.394724,7.394724,7.394724,7.394724,7.394724,7.394724,7.394724"
01001000,"5.339601,5.339601,5.339601,5.339601,5.339601,5.339601,5.339601,5.339601,5.339601,5.339601"
01001001,"6.663873,6.663873,6.663873,6.663873,6.663873,6.663873,6.663873,6.663873,6.663873,6.663873"
01001010,"-3.608444,-3.608444,-3.608444,-3.608444,-3.608444,-3.608444,-3.608444,-3.608444,-3.608444,-3.608444"
01001011,"-2.284173,-2.284173,-2.284173,-2.284173,-2.284173,-2.284173,-2.284173,-2.284173,-2.284173,-2.284173"
01001100,"14.287167,14.287167,14.287167,14.287167,14.287167,14.287167,14.287167,14.287167,14.287167,14.287167"
01001101,"15.611438,15.611438,15.611438,15.611438,15.611438,15.611438,15.611438,15.611438,15.611438,15.611438"
01001110,"5.339121,5.339121,5.339121,5.339121,5.339121,5.339121,5.339121,5.339121,5.339121,5.339121"
01001111,"6.663393,6.663393,6.663393,6.663393,6.663393,6.663393,6.663393,6.663393,6.663393,6.663393"
01010000,"3.714171,3.714171,3.714171,3.714171,3.714171,3.714171,3.714171,3.714171,3.714171,3.714171"
01010001,"5.038443,5.038443,5.038443,5.038443,5.038443,5.038443,5.038443,5.038443,5.038443,5.038443"
01010010,"-5.233874,-5.233874,-5.233874,-5.233874,-5.233874,-5.233874,-5.233874,-5.233874,-5.233874,-5.233874"
01010011,"-3.909603,-3.909603,-3.909603,-3.909603,-3.909603,-3.909603,-3.909603,-3.909603,-3.909603,-3.909603"
01010100,"12.661737,12.661737,12.661737,12.661737,12.661737,12.661737,12.661737,12.661737,12.661737,12.661737"
01010101,"13.986008,13.986008,13.986008,13.986008,13.986008,13.986008,13.986008,13.986008,13.986008,13.986008"
01010110,"3.713691,3.713691,3.713691,3.713691,3.713691,3.713691,3.713691,3.713691,3.713691,3.713691"
01010111,"5.037963,5.037963,5.037963,5.037963,5.037963,5.037963,5.037963,5.037963,5.037963,5.037963"
01011000,"2.982840,2.982840,2.982840,2.982840,2.982840,2.982840,2.982840,2.982840,2.982840,2.982840"
01011001,"4.307112,4.307112,4.307112,4.307112,4.307112,4.307112,4.307112,4.307112,4.307112,4.307112"
01011010,"-5.965205,-5.965205,-5.965205,-5.965205,-5.965205,-5.965205,-5.965205,-5.965205,-5.965205,-5.965205"
01011011,"-4.640934,-4.640934,-4.640934,-4.640934,-4.640934,-4.640934,-4.640934,-4.640934,-4.640934,-4.640934"
01011100,"11.930406,11.930406,11.930406,11.930406,11.930406,11.930406,11.930406,11.930406,11.930406,11.930406"
01011101,"13.254677,13.254677,13.254677,13.254677,13.254677,13.254677,13.254677,13.254677,13.254677,13.254677"
01011110,"2.982360,2.982360,2.982360,2.982360,2.982360,2.982360,2.982360,2.982360,2.982360,2.982360"
01011111,"4.306632,4.306632,4.306632,4.306632,4.306632,4.306632,4.306632,4.306632,4.306632,4.306632"
01100000,"7.711508,7.711508,7.711508,7.711508,7.711508,7.711508,7.711508,7.711508,7.711508,7.711508"
01100001,"9.035779,9.035779,9.035779,9.035779,9.035779,9.035779,9.035779,9.035779,9.035779,9.035779"
01100010,"-1.236538,-1.236538,-1.236538,-1.236538,-1.236538,-1.236538,-1.236538,-1.236538,-1.236538,-1.236538"
01100011,"0.087733,0.087733,0.087733,0.087733,0.087733,0.087733,0.087733,0.087733,0.087733,0.087733"
01100100,"16.659073,16.659073,16.659073,16.659073,16.659073,16.659073,16.659073,16.659073,16.659073,16.659073"
01100101,"17.983344,17.983344,17.983344,17.983344,17.983344,17.983344,17.983344,17.983344,17.983344,17.983344"
01100110,"7.711028,7.711028,7.711028,7.711028,7.711028,7.711028,7.711028,7.711028,7.711028,7.711028"
01100111,"9.035299,9.035299,9.035299,9.035299,9.035299,9.035299,9.035299,9.035299,9.035299,9.035299"
01101000,"6.980176,6.980176,6.980176,6.980176,6.980176,6.980176,6.980176,6.980176,6.980176,6.980176"
01101001,"8.304448,8.304448,8.304448,8.304448,8.304448,8.304448,8.304448,8.304448,8.304448,8.304448"
01101010,"-1.967869,-1.967869,-1.967869,-1.967869,-1.967869,-1.967869,-1.967869,-1.967869,-1.967869,-1.967869"
01101011,"-0.643598,-0.643598,-0.643598,-0.643598,-0.643598,-0.643598,-0.643598,-0.643598,-0.643598,-0.643598"
01101100,"15.927742,15.927742,15.927742,15.927742,15.927742,15.927742,15.927742,15.927742,15.927742,15.927742"
01101101,"17.252013,17.252013,17.252013,17.252013,17.252013,17.252013,17.252013,17.252013,17.252013,17.252013"
01101110,"6.979696,6.979696,6.979696,6.979696,6.979696,6.979696,6.979696,6.979696,6.979696,6.979696"
01101111,"8.303968,8.303968,8.303968,8.303968,8.303968,8.303968,8.303968,8.303968,8.303968,8.303968"
01110000,"5.354747,5.354747,5.354747,5.354747,5.354747,5.354747,5.354747,5.354747,5.354747,5.354747"
01110001,"6.679018,6.679018,6.679018,6.679018,6.679018,6.679018,6.679018,6.679018,6.679018,6.679018"
01110010,"-3.593299,-3.593299,-3.593299,-3.593299,-3.593299,-3.593299,-3.593299,-3.593299,-3.593299,-3.593299"
01110011,"-2.269028,-2.269028,-2.269028,-2.269028,-2.269028,-2.269028,-2.269028,-2.269028,-2.269028,-2.269028"
01110100,"14.302312,14.302312,14.302312,14.302312,14.302312,14.302312,14.302312,14.302312,14.302312,14.302312"
01110101,"15.626584,15.626584,15.626584,15.626584,15.626584,15.626584,15.626584,15.626584,15.626584,15.626584"
01110110,"5.354267,5.354267,5.354267,5.354267,5.354267,5.354267,5.354267,5.354267,5.354267,5.354267"
01110111,"6.678538,6.678538,6.678538,6.678538,6.678538,6.678538,6.678538,6.678538,6.678538,6.678538"
01111000,"4.623415,4.623415,4.623415,4.623415,4.623415,4.623415,4.623415,4.623415,4.623415,4.623415"
01111001,"5.947687,5.947687,5.947687,5.947687,5.947687,5.947687,5.947687,5.947687,5.947687,5.947687"
01111010,"-4.324630,-4.324630,-4.324630,-4.324630,-4.324630,-4.324630,-4.324630,-4.324630,-4.324630,-4.324630"
01111011,"-3.000359,-3.000359,-3.000359,-3.000359,-3.000359,-3.000359,-3.000359,-3.000359,-3.000359,-3.000359"
01111100,"13.570981,13.570981,13.570981,13.570981,13.570981,13.570981,13.570981,13.570981,13.570981,13.570981"
01111101,"14.895252,14.895252,14.895252,14.895252,14.895252,14.895252,14.895252,14.895252,14.895252,14.895252"
01111110,"4.622936,4.622936,4.622936,4.622936,4.622936,4.622936,4.622936,4.622936,4.622936,4.622936"
01111111,"5.947207,5.947207,5.947207,5.947207,5.947207,5.947207,5.947207,5.947207,5.947207,5.947207"
10000000,"-5.947207,-5.947207,-5.947207,-5.947207,-5.947207,-5.947207,-5.947207,-5.947207,-5.947207,-5.947207"
10000001,"-4.622936,-4.622936,-4.622936,-4.622936,-4.622936,-4.622936,-4.622936,-4.622936,-4.622936,-4.622936"
10000010,"-14.895252,-14.895252,-14.895252,-14.895252,-14.895252,-14.895252,-14.895252,-14.895252,-14.895252,-14.895252"
10000011,"-13.570981,-13.570981,-13.570981,-13.570981,-13.570981,-13.570981,-13.570981,-13.570981,-13.570981,-13.570981"
10000100,"3.000359,3.000359,3.000359,3.000359,3.000359,3.000359,3.000359,3.000359,3.000359,3.000359"
10000101,"4.324630,4.324630,4.324630,4.324630,4.324630,4.324630,4.324630,4.324630,4.324630,4.324630"
10000110,"-5.947687,-5.947687,-5.947687,-5.947687,-5.947687,-5.947687,-5.947687,-5.947687,-5.947687,-5.947687"
10000111,"-4.623415,-4.623415,-4.623415,-4.623415,-4.623415,-4.623415,-4.623415,-4.623415,-4.623415,-4.623415"
10001000,"-6.678538,-6.678538,-6.678538,-6.678538,-6.678538,-6.678538,-6.678538,-6.678538,-6.678538,-6.678538"
10001001,"-5.354267,-5.354267,-5.354267,-5.354267,-5.354267,-5.354267,-5.354267,-5.354267,-5.354267,-5.354267"
10001010,"-15.626584,-15.626584,-15.626584,-15.626584,-15.626584,-15.626584,-15.626584,-15.626584,-15.626584,-15.626584"
10001011,"-14.302312,-14.302312,-14.302312,-14.302312,-14.302312,-14.302312,-14.302312,-14.302312,-14.302312,-14.302312"
10001100,"2.269028,2.269028,2.269028,2.269028,2.269028,2.269028,2.269028,2.269028,2.269028,2.269028"
10001101,"3.593299,3.593299,3.593299,3.593299,3.593299,3.593299,3.593299,3.593299,3.593299,3.593299"
10001110,"-6.679018,-6.679018,-6.679018,-6.679018,-6.679018,-6.679018,-6.679018,-6.679018,-6.679018,-6.679018"
10001111,"-5.354747,-5.354747,-5.354747,-5.354747,-5.354747,-5.354747,-5.354747,-5.354747,-5.354747,-5.354747"
10010000,"-8.303968,-8.303968,-8.303968,-8.303968,-8.303968,-8.303968,-8.303968,-8.303968,-8.303968,-8.303968"
10010001,"-6.979696,-6.979696,-6.979696,-6.979696,-6.979696,-6.979696,-6.979696,-6.979696,-6.979696,-6.979696"
10010010,"-17.252013,-17.252013,-17.252013,-17.252013,-17.252013,-17.252013,-17.252013,-17.252013,-17.252013,-17.252013"
10010011,"-15.927742,-15.927742,-15.927742,-15.927742,-15.927742,-15.927742,-15.927742,-15.927742,-15.927742,-15.927742"
10010100,"0.643598,0.643598,0.643598,0.643598,0.643598,0.643598,0.643598,0.643598,0.643598,0.643598"
10010101,"1.967869,1.967869,1.967869,1.967869,1.967869,1.967869,1.967869,1.967869,1.967869,1.967869"
10010110,"-8.304448,-8.304448,-8.304448,-8.304448,-8.304448,-8.304448,-8.304448,-8.304448,-8.304448,-8.304448"
10010111,"-6.980176,-6.980176,-6.980176,-6.980176,-6.980176,-6.980176,-6.980176,-6.980176,-6.980176,-6.980176"
10011000,"-9.035299,-9.035299,-9.035299,-9.035299,-9.035299,-9.035299,-9.035299,-9.035299,-9.035299,-9.035299"
10011001,"-7.711028,-7.711028,-7.711028,-7.711028,-7.711028,-7.711028,-7.711028,-7.711028,-7.711028,-7.711028"
10011010,"-17.983344,-17.983344,-17.983344,-17.983344,-17.983344,-17.983344,-17.983344,-17.983344,-17.983344,-17.983344"
10011011,"-16.659073,-16.659073,-16.659073,-16.659073,-16.659073,-16.659073,-16.659073,-16.659073,-16.659073,-16.659073"
10011100,"-0.087733,-0.087733,-0.087733,-0.087733,-0.087733,-0.087733,-0.087733,-0.087733,-0.087733,-0.087733"
10011101,"1.236538,1.236538,1.236538,1.236538,1.236538,1.236538,1.236538,1.236538,1.236538,1.236538"
10011110,"-9.035779,-9.035779,-9.035779,-9.035779,-9.035779,-9.035779,-9.035779,-9.035779,-9.035779,-9.035779"
10011111,"-7.711508,-7.711508,-7.711508,-7.711508,-7.711508,-7.711508,-7.711508,-7.711508,-7.711508,-7.711508"
10100000,"-4.306632,-4.306632,-4.306632,-4.306632,-4.306632,-4.306632,-4.306632,-4.306632,-4.306632,-4.306632"
10100001,"-2.982360,-2.982360,-2.982360,-2.982360,-2.982360,-2.982360,-2.982360,-2.982360,-2.982360,-2.982360"
10100010,"-13.254677,-13.254677,-13.254677,-13.254677,-13.254677,-13.254677,-13.254677,-13.254677,-13.254677,-13.254677"
10100011,"-11.930406,-11.930406,-11.930406,-11.930406,-11.930406,-11.930406,-11.930406,-11.930406,-11.930406,-11.930406"
10100100,"4.640934,4.640934,4.640934,4.640934,4.640934,4.640934,4.640934,4.640934,4.640934,4.640934"
10100101,"5.965205,5.965205,5.965205,5.965205,5.965205,5.965205,5.965205,5.965205,5.965205,5.965205"
10100110,"-4.307112,-4.307112,-4.307112,-4.307112,-4.307112,-4.307112,-4.307112,-4.307112,-4.307112,-4.307112"
10100111,"-2.982840,-2.982840,-2.982840,-2.982840,-2.982840,-2.982840,-2.982840,-2.982840,-2.982840,-2.982840"
10101000,"-5.037963,-5.037963,-5.037963,-5.037963,-5.037963,-5.037963,-5.037963,-5.037963,-5.037963,-5.037963"
10101001,"-3.713691,-3.713691,-3.713691,-3.713691,-3.713691,-3.713691,-3.713691,-3.713691,-3.713691,-3.713691"
10101010,"-13.986008,-13.986008,-13.986008,-13.986008,-13.986008,-13.986008,-13.986008,-13.986008,-13.986008,-13.986008"
10101011,"-12.661737,-12.661737,-12.661737,-12.661737,-12.661737,-12.661737,-12.661737,-12.661737,-12.661737,-12.661737"
10101100,"3.909603,3.909603,3.909603,3.909603,3.909603,3.909603,3.909603,3.909603,3.909603,3.909603"
10101101,"5.233874,5.233874,5.233874,5.233874,5.233874,5.233874,5.233874,5.233874,5.233874,5.233874"
10101110,"-5.038443,-5.038443,-5.038443,-5.038443,-5.038443,-5.038443,-5.038443,-5.038443,-5.038443,-5.038443"
10101111,"-3.714171,-3.714171,-3.714171,-3.714171,-3.714171,-3.714171,-3.714171,-3.714171,-3.714171,-3.714171"
10110000,"-6.663393,-6.663393,-6.663393,-6.663393,-6.663393,-6.663393,-6.663393,-6.663393,-6.663393,-6.663393"
10110001,"-5.339121,-5.339121,-5.339121,-5.339121,-5.339121,-5.339121,-5.339121,-5.339121,-5.339121,-5.339121"
10110010,"-15.611438,-15.611438,-15.611438,-15.611438,-15.611438,-15.611438,-15.611438,-15.611438,-15.611438,-15.611438"
10110011,"-14.287167,-14.287167,-14.287167,-14.287167,-14.287167,-14.287167,-14.287167,-14.287167,-14.287167,-14.287167"
10110100,"2.284173,2.284173,2.284173,2.284173,2.284173,2.284173,2.284173,2.284173,2.284173,2.284173"
10110101,"3.608444,3.608444,3.608444,3.608444,3.608444,3.608444,3.608444,3.608444,3.608444,3.608444"
10110110,"-6.663873,-6.663873,-6.663873,-6.663873,-6.663873,-6.663873,-6.663873,-6.663873,-6.663873,-6.663873"
10110111,"-5.339601,-5.339601,-5.339601,-5.339601,-5.339601,-5.339601,-5.339601,-5.339601,-5.339601,-5.339601"
10111000,"-7.394724,-7.394724,-7.394724,-7.394724,-7.394724,-7.394724,-7.394724,-7.394724,-7.394724,-7.394724"
10111001,"-6.070452,-6.070452,-6.070452,-6.070452,-6.070452,-6.070452,-6.070452,-6.070452,-6.070452,-6.070452"
10111010,"-16.342769,-16.342769,-16.342769,-16.342769,-16.342769,-16.342769,-16.342769,-16.342769,-16.342769,-16.342769"
10111011,"-15.018498,-15.018498,-15.018498,-15.018498,-15.018498,-15.018498,-15.018498,-15.018498,-15.018498,-15.018498"
10111100,"1.552842,1.552842,1.552842,1.552842,1.552842,1.552842,1.552842,1.552842,1.552842,1.552842"
10111101,"2.877113,2.877113,2.877113,2.877113,2.877113,2.877113,2.877113,2.877113,2.877113,2.877113"
10111110,"-7.395204,-7.395204,-7.395204,-7.395204,-7.395204,-7.395204,-7.395204,-7.395204,-7.395204,-7.395204"
10111111,"-6.070932,-6.070932,-6.070932,-6.070932,-6.070932,-6.070932,-6.070932,-6.070932,-6.070932,-6.070932"
11000000,"2.130475,2.130475,2.130475,2.130475,2.130475,2.130475,2.130475,2.130475,2.130475,2.130475"
11000001,"3.454746,3.454746,3.454746,3.454746,3.454746,3.454746,3.454746,3.454746,3.454746,3.454746"
11000010,"-6.817570,-6.817570,-6.817570,-6.817570,-6.817570,-6.817570,-6.817570,-6.817570,-6.817570,-6.817570"
11000011,"-5.493299,-5.493299,-5.493299,-5.493299,-5.493299,-5.493299,-5.493299,-5.493299,-5.493299,-5.493299"
11000100,"11.078041,11.078041,11.078041,11.078041,11.078041,11.078041,11.078041,11.078041,11.078041,11.078041"
11000101,"12.402312,12.402312,12.402312,12.402312,12.402312,12.402312,12.402312,12.402312,12.402312,12.402312"
11000110,"2.129995,2.129995,2.129995,2.129995,2.129995,2.129995,2.129995,2.129995,2.129995,2.129995"
11000111,"3.454266,3.454266,3.454266,3.454266,3.454266,3.454266,3.454266,3.454266,3.454266,3.454266"
11001000,"1.399144,1.399144,1.399144,1.399144,1.399144,1.399144,1.399144,1.399144,1.399144,1.399144"
11001001,"2.723415,2.723415,2.723415,2.723415,2.723415,2.723415,2.723415,2.723415,2.723415,2.723415"
11001010,"-7.548902,-7.548902,-7.548902,-7.548902,-7.548902,-7.548902,-7.548902,-7.548902,-7.548902,-7.548902"
11001011,"-6.224630,-6.224630,-6.224630,-6.224630,-6.224630,-6.224630,-6.224630,-6.224630,-6.224630,-6.224630"
11001100,"10.346709,10.346709,10.346709,10.346709,10.346709,10.346709,10.346709,10.346709,10.346709,10.346709"
11001101,"11.670981,11.670981,11.670981,11.670981,11.670981,11.670981,11.670981,11.670981,11.670981,11.670981"
11001110,"1.398664,1.398664,1.398664,1.398664,1.398664,1.398664,1.398664,1.398664,1.398664,1.398664"
11001111,"2.722935,2.722935,2.722935,2.722935,2.722935,2.722935,2.722935,2.722935,2.722935,2.722935"
11010000,"-0.226286,-0.226286,-0.226286,-0.226286,-0.226286,-0.226286,-0.226286,-0.226286,-0.226286,-0.226286"
11010001,"1.097986,1.097986,1.097986,1.097986,1.097986,1.097986,1.097986,1.097986,1.097986,1.097986"
11010010,"-9.174331,-9.174331,-9.174331,-9.174331,-9.174331,-9.174331,-9.174331,-9.174331,-9.174331,-9.174331"
11010011,"-7.850060,-7.850060,-7.850060,-7.850060,-7.850060,-7.850060,-7.850060,-7.850060,-7.850060,-7.850060"
11010100,"8.721280,8.721280,8.721280,8.721280,8.721280,8.721280,8.721280,8.721280,8.721280,8.721280"
11010101,"10.045551,10.045551,10.045551,10.045551,10.045551,10.045551,10.045551,10.045551,10.045551,10.045551"
11010110,"-0.226766,-0.226766,-0.226766,-0.226766,-0.226766,-0.226766,-0.226766,-0.226766,-0.226766,-0.226766"
11010111,"1.097506,1.097506,1.097506,1.097506,1.097506,1.097506,1.097506,1.097506,1.097506,1.097506"
11011000,"-0.957617,-0.957617,-0.957617,-0.957617,-0.957617,-0.957617,-0.957617,-0.957617,-0.957617,-0.957617"
11011001,"0.366654,0.366654,0.366654,0.366654,0.366654,0.366654,0.366654,0.366654,0.366654,0.366654"
11011010,"-9.905662,-9.905662,-9.905662,-9.905662,-9.905662,-9.905662,-9.905662,-9.905662,-9.905662,-9.905662"
11011011,"-8.581391,-8.581391,-8.581391,-8.581391,-8.581391,-8.581391,-8.581391,-8.581391,-8.581391,-8.581391"
11011100,"7.989949,7.989949,7.989949,7.989949,7.989949,7.989949,7.989949,7.989949,7.989949,7.989949"
11011101,"9.314220,9.314220,9.314220,9.314220,9.314220,9.314220,9.314220,9.314220,9.314220,9.314220"
11011110,"-0.958097,-0.958097,-0.958097,-0.958097,-0.958097,-0.958097,-0.958097,-0.958097,-0.958097,-0.958097"
11011111,"0.366174,0.366174,0.366174,0.366174,0.366174,0.366174,0.366174,0.366174,0.366174,0.366174"
11100000,"3.771050,3.771050,3.771050,3.771050,3.771050,3.771050,3.771050,3.771050,3.771050,3.771050"
11100001,"5.095322,5.095322,5.095322,5.095322,5.095322,5.095322,5.095322,5.095322,5.095322,5.095322"
11100010,"-5.176995,-5.176995,-5.176995,-5.176995,-5.176995,-5.176995,-5.176995,-5.176995,-5.176995,-5.176995"
