model,k_train_datasets,train_pct,test_pct,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.6066666666666667,0.775280898872049,0.985714285707245,138,40,2,76,0.026928710937499996,0.01014747191011236,0.016781239027387637
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.6066666666666667,0.9565217391221171,0.8396946564821398,110,5,21,120,0.023046875,0.002717391304347826,0.020329483695652177
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.7133333333333334,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.7133333333333334,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.7133333333333334,0.9999999999919355,0.7167630057762038,124,0,49,83,0.0196044921875,5.040322580645161e-05,0.01955408896169355
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.7133333333333334,0.9999999999843749,0.4637681159386684,64,0,74,118,0.0283203125,0.0028320312500000003,0.02548828125
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.7133333333333334,0.8852459016320882,0.7714285714230613,108,14,32,102,0.026928710937499996,0.006096311475409837,0.02083239946209016
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.7133333333333334,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6905128205128205,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.6905128205128205,0.9999999999878049,0.8199999999918,82,0,18,156,0.039282226562499994,0.0016768292682926831,0.03760539729420731
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.6905128205128205,0.9139072847621597,0.7976878612670655,138,13,35,70,0.0196044921875,0.004304635761589404,0.015299856425910596
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.6905128205128205,0.8785046728889859,0.7460317460258251,94,13,32,117,0.0252685546875,0.003971962616822431,0.02129659207067757
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.6905128205128205,0.8333333333263888,0.7142857142806123,100,20,40,96,0.026928710937499996,0.0096875,0.017241210937499994
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6905128205128205,0.8175675675620435,0.9236641221303538,121,27,10,98,0.023046875,0.007854729729729731,0.01519214527027027
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_7.csv,0.82,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.82,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_3.csv,0.82,0.9999999999910714,0.6473988439268937,112,0,61,83,0.0196044921875,0.0,0.0196044921875
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_1.csv,0.82,0.9999999999833334,0.4761904761866969,60,0,66,130,0.0252685546875,0.00010416666666666667,0.025164388020833334
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_8.csv,0.82,0.9999999999836067,0.4420289855040433,61,0,77,118,0.0283203125,0.0029713114754098364,0.025349001024590163
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_4.csv,0.82,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.72,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.72,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.72,0.9999999999910714,0.6473988439268937,112,0,61,83,0.0196044921875,0.0,0.0196044921875
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.72,0.9838709677260666,0.4841269841231418,61,1,65,129,0.0252685546875,0.00030241935483870974,0.02496613533266129
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.72,0.9367088607476366,0.5362318840540853,74,5,64,113,0.0283203125,0.0042721518987341766,0.024048160601265824
RF,2,0.5,1.0,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.72,0.9999999999879517,0.5928571428529082,83,0,57,116,0.026928710937499996,7.530120481927712e-05,0.02685340973268072
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.5,0.8814814814749521,0.9999999999915966,119,16,0,121,0.039453125,0.005277777777777779,0.03417534722222222
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.5,0.9323308270606593,0.7167630057762038,124,9,49,74,0.0196044921875,0.0033834586466165413,0.01622103354088346
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.5,0.5967741935435744,0.5873015872969262,74,50,52,80,0.0252685546875,0.015272177419354837,0.009996377268145163
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.5,0.7130434782546692,0.5942028985464188,82,33,56,85,0.0283203125,0.011304347826086959,0.01701596467391304
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.5,0.9999999999871795,0.5571428571388776,78,0,62,116,0.026928710937499996,8.012820512820513e-05,0.02684858273237179
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.5,0.7831325301157643,0.9923664122061652,130,36,1,89,0.023046875,0.010240963855421687,0.012805911144578314
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.7566666666666667,0.9999999999878049,0.6890756302463102,82,0,37,137,0.039453125,0.0013719512195121953,0.0380811737804878
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.7566666666666667,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_1.csv,0.7566666666666667,0.9999999999848485,0.5238095238053666,66,0,60,130,0.0252685546875,9.46969696969697e-05,0.02517385771780303
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.7566666666666667,0.9999999999836067,0.4420289855040433,61,0,77,118,0.0283203125,0.0029713114754098364,0.025349001024590163
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.7566666666666667,0.712041884813026,0.9714285714216327,136,55,4,61,0.026928710937499996,0.0156413612565445,0.011287349680955495
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.7566666666666667,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.7066666666666667,0.881720430098046,0.6890756302463102,82,11,37,126,0.039453125,0.002688172043010753,0.03676495295698925
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.7066666666666667,0.9390243902324509,0.7699999999923,77,5,23,151,0.039282226562499994,0.0020579268292682928,0.0372242997332317
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.7066666666666667,0.9831932773026623,0.6763005780307729,117,2,56,81,0.0196044921875,0.0002100840336134454,0.019394408153886555
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.7066666666666667,0.8599999999914,0.6231884057925856,86,14,52,104,0.0283203125,0.0035624999999999997,0.0247578125
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.7066666666666667,0.9902912621263078,0.7285714285662246,102,1,38,115,0.026928710937499996,0.00018203883495145634,0.026746672102548538
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.7066666666666667,0.9649122806932902,0.8396946564821398,110,4,21,121,0.023046875,0.0007127192982456142,0.02233415570175439
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_2.csv,0.7666666666666667,0.9425287356213502,0.6890756302463102,82,5,37,132,0.039453125,0.0020114942528735636,0.037441630747126434
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.7666666666666667,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.7666666666666667,0.9824561403422591,0.6473988439268937,112,2,61,81,0.0196044921875,0.0002192982456140351,0.019385193941885964
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.7666666666666667,0.9999999999836067,0.4841269841231418,61,0,65,130,0.0252685546875,0.00010245901639344262,0.02516609567110656
RF,2,0.5,1.0,crp_dataset_8_1_7.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.7666666666666667,0.9999999999868421,0.5428571428532654,76,0,64,116,0.026928710937499996,8.223684210526316e-05,0.026846474095394732
