challenge,deltas
00010001,"-5.717436,-5.717436,-5.717436,-5.717436,-5.717436,-5.717436,-5.717436,-5.717436,-5.717436,-5.717436"
00010010,"2.629567,2.629567,2.629567,2.629567,2.629567,2.629567,2.629567,2.629567,2.629567,2.629567"
00010011,"-6.961000,-6.961000,-6.961000,-6.961000,-6.961000,-6.961000,-6.961000,-6.961000,-6.961000,-6.961000"
00010100,"-1.660287,-1.660287,-1.660287,-1.660287,-1.660287,-1.660287,-1.660287,-1.660287,-1.660287,-1.660287"
00010101,"-11.250853,-11.250853,-11.250853,-11.250853,-11.250853,-11.250853,-11.250853,-11.250853,-11.250853,-11.250853"
00010110,"-2.903851,-2.903851,-2.903851,-2.903851,-2.903851,-2.903851,-2.903851,-2.903851,-2.903851,-2.903851"
00010111,"-12.494417,-12.494417,-12.494417,-12.494417,-12.494417,-12.494417,-12.494417,-12.494417,-12.494417,-12.494417"
00011000,"2.817944,2.817944,2.817944,2.817944,2.817944,2.817944,2.817944,2.817944,2.817944,2.817944"
00011001,"-6.772622,-6.772622,-6.772622,-6.772622,-6.772622,-6.772622,-6.772622,-6.772622,-6.772622,-6.772622"
00011010,"1.574380,1.574380,1.574380,1.574380,1.574380,1.574380,1.574380,1.574380,1.574380,1.574380"
00011011,"-8.016186,-8.016186,-8.016186,-8.016186,-8.016186,-8.016186,-8.016186,-8.016186,-8.016186,-8.016186"
00011100,"-2.715473,-2.715473,-2.715473,-2.715473,-2.715473,-2.715473,-2.715473,-2.715473,-2.715473,-2.715473"
00011101,"-12.306040,-12.306040,-12.306040,-12.306040,-12.306040,-12.306040,-12.306040,-12.306040,-12.306040,-12.306040"
00011110,"-3.959037,-3.959037,-3.959037,-3.959037,-3.959037,-3.959037,-3.959037,-3.959037,-3.959037,-3.959037"
00011111,"-13.549604,-13.549604,-13.549604,-13.549604,-13.549604,-13.549604,-13.549604,-13.549604,-13.549604,-13.549604"
00100000,"6.669682,6.669682,6.669682,6.669682,6.669682,6.669682,6.669682,6.669682,6.669682,6.669682"
00100001,"-2.920884,-2.920884,-2.920884,-2.920884,-2.920884,-2.920884,-2.920884,-2.920884,-2.920884,-2.920884"
00100010,"5.426118,5.426118,5.426118,5.426118,5.426118,5.426118,5.426118,5.426118,5.426118,5.426118"
00100011,"-4.164448,-4.164448,-4.164448,-4.164448,-4.164448,-4.164448,-4.164448,-4.164448,-4.164448,-4.164448"
00100100,"1.136265,1.136265,1.136265,1.136265,1.136265,1.136265,1.136265,1.136265,1.136265,1.136265"
00100101,"-8.454302,-8.454302,-8.454302,-8.454302,-8.454302,-8.454302,-8.454302,-8.454302,-8.454302,-8.454302"
00100110,"-0.107299,-0.107299,-0.107299,-0.107299,-0.107299,-0.107299,-0.107299,-0.107299,-0.107299,-0.107299"
00100111,"-9.697866,-9.697866,-9.697866,-9.697866,-9.697866,-9.697866,-9.697866,-9.697866,-9.697866,-9.697866"
00101000,"5.614496,5.614496,5.614496,5.614496,5.614496,5.614496,5.614496,5.614496,5.614496,5.614496"
00101001,"-3.976071,-3.976071,-3.976071,-3.976071,-3.976071,-3.976071,-3.976071,-3.976071,-3.976071,-3.976071"
00101010,"4.370932,4.370932,4.370932,4.370932,4.370932,4.370932,4.370932,4.370932,4.370932,4.370932"
00101011,"-5.219635,-5.219635,-5.219635,-5.219635,-5.219635,-5.219635,-5.219635,-5.219635,-5.219635,-5.219635"
00101100,"0.081079,0.081079,0.081079,0.081079,0.081079,0.081079,0.081079,0.081079,0.081079,0.081079"
00101101,"-9.509488,-9.509488,-9.509488,-9.509488,-9.509488,-9.509488,-9.509488,-9.509488,-9.509488,-9.509488"
00101110,"-1.162485,-1.162485,-1.162485,-1.162485,-1.162485,-1.162485,-1.162485,-1.162485,-1.162485,-1.162485"
00101111,"-10.753052,-10.753052,-10.753052,-10.753052,-10.753052,-10.753052,-10.753052,-10.753052,-10.753052,-10.753052"
00110000,"-2.109285,-2.109285,-2.109285,-2.109285,-2.109285,-2.109285,-2.109285,-2.109285,-2.109285,-2.109285"
00110001,"-11.699852,-11.699852,-11.699852,-11.699852,-11.699852,-11.699852,-11.699852,-11.699852,-11.699852,-11.699852"
00110010,"-3.352849,-3.352849,-3.352849,-3.352849,-3.352849,-3.352849,-3.352849,-3.352849,-3.352849,-3.352849"
00110011,"-12.943416,-12.943416,-12.943416,-12.943416,-12.943416,-12.943416,-12.943416,-12.943416,-12.943416,-12.943416"
00110100,"-7.642703,-7.642703,-7.642703,-7.642703,-7.642703,-7.642703,-7.642703,-7.642703,-7.642703,-7.642703"
00110101,"-17.233269,-17.233269,-17.233269,-17.233269,-17.233269,-17.233269,-17.233269,-17.233269,-17.233269,-17.233269"
00110110,"-8.886267,-8.886267,-8.886267,-8.886267,-8.886267,-8.886267,-8.886267,-8.886267,-8.886267,-8.886267"
00110111,"-18.476833,-18.476833,-18.476833,-18.476833,-18.476833,-18.476833,-18.476833,-18.476833,-18.476833,-18.476833"
00111000,"-3.164472,-3.164472,-3.164472,-3.164472,-3.164472,-3.164472,-3.164472,-3.164472,-3.164472,-3.164472"
00111001,"-12.755039,-12.755039,-12.755039,-12.755039,-12.755039,-12.755039,-12.755039,-12.755039,-12.755039,-12.755039"
00111010,"-4.408036,-4.408036,-4.408036,-4.408036,-4.408036,-4.408036,-4.408036,-4.408036,-4.408036,-4.408036"
00111011,"-13.998603,-13.998603,-13.998603,-13.998603,-13.998603,-13.998603,-13.998603,-13.998603,-13.998603,-13.998603"
00111100,"-8.697889,-8.697889,-8.697889,-8.697889,-8.697889,-8.697889,-8.697889,-8.697889,-8.697889,-8.697889"
00111101,"-18.288456,-18.288456,-18.288456,-18.288456,-18.288456,-18.288456,-18.288456,-18.288456,-18.288456,-18.288456"
00111110,"-9.941453,-9.941453,-9.941453,-9.941453,-9.941453,-9.941453,-9.941453,-9.941453,-9.941453,-9.941453"
00111111,"-19.532020,-19.532020,-19.532020,-19.532020,-19.532020,-19.532020,-19.532020,-19.532020,-19.532020,-19.532020"
01000000,"12.755795,12.755795,12.755795,12.755795,12.755795,12.755795,12.755795,12.755795,12.755795,12.755795"
01000001,"3.165228,3.165228,3.165228,3.165228,3.165228,3.165228,3.165228,3.165228,3.165228,3.165228"
01000010,"11.512231,11.512231,11.512231,11.512231,11.512231,11.512231,11.512231,11.512231,11.512231,11.512231"
01000011,"1.921664,1.921664,1.921664,1.921664,1.921664,1.921664,1.921664,1.921664,1.921664,1.921664"
01000100,"7.222377,7.222377,7.222377,7.222377,7.222377,7.222377,7.222377,7.222377,7.222377,7.222377"
01000101,"-2.368189,-2.368189,-2.368189,-2.368189,-2.368189,-2.368189,-2.368189,-2.368189,-2.368189,-2.368189"
01000110,"5.978813,5.978813,5.978813,5.978813,5.978813,5.978813,5.978813,5.978813,5.978813,5.978813"
01000111,"-3.611753,-3.611753,-3.611753,-3.611753,-3.611753,-3.611753,-3.611753,-3.611753,-3.611753,-3.611753"
01001000,"11.700608,11.700608,11.700608,11.700608,11.700608,11.700608,11.700608,11.700608,11.700608,11.700608"
01001001,"2.110042,2.110042,2.110042,2.110042,2.110042,2.110042,2.110042,2.110042,2.110042,2.110042"
01001010,"10.457044,10.457044,10.457044,10.457044,10.457044,10.457044,10.457044,10.457044,10.457044,10.457044"
01001011,"0.866478,0.866478,0.866478,0.866478,0.866478,0.866478,0.866478,0.866478,0.866478,0.866478"
01001100,"6.167191,6.167191,6.167191,6.167191,6.167191,6.167191,6.167191,6.167191,6.167191,6.167191"
01001101,"-3.423376,-3.423376,-3.423376,-3.423376,-3.423376,-3.423376,-3.423376,-3.423376,-3.423376,-3.423376"
01001110,"4.923627,4.923627,4.923627,4.923627,4.923627,4.923627,4.923627,4.923627,4.923627,4.923627"
01001111,"-4.666940,-4.666940,-4.666940,-4.666940,-4.666940,-4.666940,-4.666940,-4.666940,-4.666940,-4.666940"
01010000,"3.976827,3.976827,3.976827,3.976827,3.976827,3.976827,3.976827,3.976827,3.976827,3.976827"
01010001,"-5.613740,-5.613740,-5.613740,-5.613740,-5.613740,-5.613740,-5.613740,-5.613740,-5.613740,-5.613740"
01010010,"2.733263,2.733263,2.733263,2.733263,2.733263,2.733263,2.733263,2.733263,2.733263,2.733263"
01010011,"-6.857304,-6.857304,-6.857304,-6.857304,-6.857304,-6.857304,-6.857304,-6.857304,-6.857304,-6.857304"
01010100,"-1.556591,-1.556591,-1.556591,-1.556591,-1.556591,-1.556591,-1.556591,-1.556591,-1.556591,-1.556591"
01010101,"-11.147157,-11.147157,-11.147157,-11.147157,-11.147157,-11.147157,-11.147157,-11.147157,-11.147157,-11.147157"
01010110,"-2.800155,-2.800155,-2.800155,-2.800155,-2.800155,-2.800155,-2.800155,-2.800155,-2.800155,-2.800155"
01010111,"-12.390721,-12.390721,-12.390721,-12.390721,-12.390721,-12.390721,-12.390721,-12.390721,-12.390721,-12.390721"
01011000,"2.921640,2.921640,2.921640,2.921640,2.921640,2.921640,2.921640,2.921640,2.921640,2.921640"
01011001,"-6.668926,-6.668926,-6.668926,-6.668926,-6.668926,-6.668926,-6.668926,-6.668926,-6.668926,-6.668926"
01011010,"1.678076,1.678076,1.678076,1.678076,1.678076,1.678076,1.678076,1.678076,1.678076,1.678076"
01011011,"-7.912490,-7.912490,-7.912490,-7.912490,-7.912490,-7.912490,-7.912490,-7.912490,-7.912490,-7.912490"
01011100,"-2.611777,-2.611777,-2.611777,-2.611777,-2.611777,-2.611777,-2.611777,-2.611777,-2.611777,-2.611777"
01011101,"-12.202344,-12.202344,-12.202344,-12.202344,-12.202344,-12.202344,-12.202344,-12.202344,-12.202344,-12.202344"
01011110,"-3.855341,-3.855341,-3.855341,-3.855341,-3.855341,-3.855341,-3.855341,-3.855341,-3.855341,-3.855341"
01011111,"-13.445908,-13.445908,-13.445908,-13.445908,-13.445908,-13.445908,-13.445908,-13.445908,-13.445908,-13.445908"
01100000,"6.773379,6.773379,6.773379,6.773379,6.773379,6.773379,6.773379,6.773379,6.773379,6.773379"
01100001,"-2.817188,-2.817188,-2.817188,-2.817188,-2.817188,-2.817188,-2.817188,-2.817188,-2.817188,-2.817188"
01100010,"5.529815,5.529815,5.529815,5.529815,5.529815,5.529815,5.529815,5.529815,5.529815,5.529815"
01100011,"-4.060752,-4.060752,-4.060752,-4.060752,-4.060752,-4.060752,-4.060752,-4.060752,-4.060752,-4.060752"
01100100,"1.239961,1.239961,1.239961,1.239961,1.239961,1.239961,1.239961,1.239961,1.239961,1.239961"
01100101,"-8.350606,-8.350606,-8.350606,-8.350606,-8.350606,-8.350606,-8.350606,-8.350606,-8.350606,-8.350606"
01100110,"-0.003603,-0.003603,-0.003603,-0.003603,-0.003603,-0.003603,-0.003603,-0.003603,-0.003603,-0.003603"
01100111,"-9.594170,-9.594170,-9.594170,-9.594170,-9.594170,-9.594170,-9.594170,-9.594170,-9.594170,-9.594170"
01101000,"5.718192,5.718192,5.718192,5.718192,5.718192,5.718192,5.718192,5.718192,5.718192,5.718192"
01101001,"-3.872375,-3.872375,-3.872375,-3.872375,-3.872375,-3.872375,-3.872375,-3.872375,-3.872375,-3.872375"
01101010,"4.474628,4.474628,4.474628,4.474628,4.474628,4.474628,4.474628,4.474628,4.474628,4.474628"
01101011,"-5.115939,-5.115939,-5.115939,-5.115939,-5.115939,-5.115939,-5.115939,-5.115939,-5.115939,-5.115939"
01101100,"0.184775,0.184775,0.184775,0.184775,0.184775,0.184775,0.184775,0.184775,0.184775,0.184775"
01101101,"-9.405792,-9.405792,-9.405792,-9.405792,-9.405792,-9.405792,-9.405792,-9.405792,-9.405792,-9.405792"
01101110,"-1.058789,-1.058789,-1.058789,-1.058789,-1.058789,-1.058789,-1.058789,-1.058789,-1.058789,-1.058789"
01101111,"-10.649356,-10.649356,-10.649356,-10.649356,-10.649356,-10.649356,-10.649356,-10.649356,-10.649356,-10.649356"
01110000,"-2.005589,-2.005589,-2.005589,-2.005589,-2.005589,-2.005589,-2.005589,-2.005589,-2.005589,-2.005589"
01110001,"-11.596156,-11.596156,-11.596156,-11.596156,-11.596156,-11.596156,-11.596156,-11.596156,-11.596156,-11.596156"
01110010,"-3.249153,-3.249153,-3.249153,-3.249153,-3.249153,-3.249153,-3.249153,-3.249153,-3.249153,-3.249153"
01110011,"-12.839720,-12.839720,-12.839720,-12.839720,-12.839720,-12.839720,-12.839720,-12.839720,-12.839720,-12.839720"
01110100,"-7.539007,-7.539007,-7.539007,-7.539007,-7.539007,-7.539007,-7.539007,-7.539007,-7.539007,-7.539007"
01110101,"-17.129573,-17.129573,-17.129573,-17.129573,-17.129573,-17.129573,-17.129573,-17.129573,-17.129573,-17.129573"
01110110,"-8.782571,-8.782571,-8.782571,-8.782571,-8.782571,-8.782571,-8.782571,-8.782571,-8.782571,-8.782571"
01110111,"-18.373137,-18.373137,-18.373137,-18.373137,-18.373137,-18.373137,-18.373137,-18.373137,-18.373137,-18.373137"
01111000,"-3.060776,-3.060776,-3.060776,-3.060776,-3.060776,-3.060776,-3.060776,-3.060776,-3.060776,-3.060776"
01111001,"-12.651342,-12.651342,-12.651342,-12.651342,-12.651342,-12.651342,-12.651342,-12.651342,-12.651342,-12.651342"
01111010,"-4.304340,-4.304340,-4.304340,-4.304340,-4.304340,-4.304340,-4.304340,-4.304340,-4.304340,-4.304340"
01111011,"-13.894907,-13.894907,-13.894907,-13.894907,-13.894907,-13.894907,-13.894907,-13.894907,-13.894907,-13.894907"
01111100,"-8.594193,-8.594193,-8.594193,-8.594193,-8.594193,-8.594193,-8.594193,-8.594193,-8.594193,-8.594193"
01111101,"-18.184760,-18.184760,-18.184760,-18.184760,-18.184760,-18.184760,-18.184760,-18.184760,-18.184760,-18.184760"
01111110,"-9.837757,-9.837757,-9.837757,-9.837757,-9.837757,-9.837757,-9.837757,-9.837757,-9.837757,-9.837757"
01111111,"-19.428324,-19.428324,-19.428324,-19.428324,-19.428324,-19.428324,-19.428324,-19.428324,-19.428324,-19.428324"
10000000,"19.428324,19.428324,19.428324,19.428324,19.428324,19.428324,19.428324,19.428324,19.428324,19.428324"
10000001,"9.837757,9.837757,9.837757,9.837757,9.837757,9.837757,9.837757,9.837757,9.837757,9.837757"
10000010,"18.184760,18.184760,18.184760,18.184760,18.184760,18.184760,18.184760,18.184760,18.184760,18.184760"
10000011,"8.594193,8.594193,8.594193,8.594193,8.594193,8.594193,8.594193,8.594193,8.594193,8.594193"
10000100,"13.894907,13.894907,13.894907,13.894907,13.894907,13.894907,13.894907,13.894907,13.894907,13.894907"
10000101,"4.304340,4.304340,4.304340,4.304340,4.304340,4.304340,4.304340,4.304340,4.304340,4.304340"
10000110,"12.651342,12.651342,12.651342,12.651342,12.651342,12.651342,12.651342,12.651342,12.651342,12.651342"
10000111,"3.060776,3.060776,3.060776,3.060776,3.060776,3.060776,3.060776,3.060776,3.060776,3.060776"
10001000,"18.373137,18.373137,18.373137,18.373137,18.373137,18.373137,18.373137,18.373137,18.373137,18.373137"
10001001,"8.782571,8.782571,8.782571,8.782571,8.782571,8.782571,8.782571,8.782571,8.782571,8.782571"
10001010,"17.129573,17.129573,17.129573,17.129573,17.129573,17.129573,17.129573,17.129573,17.129573,17.129573"
10001011,"7.539007,7.539007,7.539007,7.539007,7.539007,7.539007,7.539007,7.539007,7.539007,7.539007"
10001100,"12.839720,12.839720,12.839720,12.839720,12.839720,12.839720,12.839720,12.839720,12.839720,12.839720"
10001101,"3.249153,3.249153,3.249153,3.249153,3.249153,3.249153,3.249153,3.249153,3.249153,3.249153"
10001110,"11.596156,11.596156,11.596156,11.596156,11.596156,11.596156,11.596156,11.596156,11.596156,11.596156"
10001111,"2.005589,2.005589,2.005589,2.005589,2.005589,2.005589,2.005589,2.005589,2.005589,2.005589"
10010000,"10.649356,10.649356,10.649356,10.649356,10.649356,10.649356,10.649356,10.649356,10.649356,10.649356"
10010001,"1.058789,1.058789,1.058789,1.058789,1.058789,1.058789,1.058789,1.058789,1.058789,1.058789"
10010010,"9.405792,9.405792,9.405792,9.405792,9.405792,9.405792,9.405792,9.405792,9.405792,9.405792"
10010011,"-0.184775,-0.184775,-0.184775,-0.184775,-0.184775,-0.184775,-0.184775,-0.184775,-0.184775,-0.184775"
10010100,"5.115939,5.115939,5.115939,5.115939,5.115939,5.115939,5.115939,5.115939,5.115939,5.115939"
10010101,"-4.474628,-4.474628,-4.474628,-4.474628,-4.474628,-4.474628,-4.474628,-4.474628,-4.474628,-4.474628"
10010110,"3.872375,3.872375,3.872375,3.872375,3.872375,3.872375,3.872375,3.872375,3.872375,3.872375"
10010111,"-5.718192,-5.718192,-5.718192,-5.718192,-5.718192,-5.718192,-5.718192,-5.718192,-5.718192,-5.718192"
10011000,"9.594170,9.594170,9.594170,9.594170,9.594170,9.594170,9.594170,9.594170,9.594170,9.594170"
10011001,"0.003603,0.003603,0.003603,0.003603,0.003603,0.003603,0.003603,0.003603,0.003603,0.003603"
10011010,"8.350606,8.350606,8.350606,8.350606,8.350606,8.350606,8.350606,8.350606,8.350606,8.350606"
10011011,"-1.239961,-1.239961,-1.239961,-1.239961,-1.239961,-1.239961,-1.239961,-1.239961,-1.239961,-1.239961"
10011100,"4.060752,4.060752,4.060752,4.060752,4.060752,4.060752,4.060752,4.060752,4.060752,4.060752"
10011101,"-5.529815,-5.529815,-5.529815,-5.529815,-5.529815,-5.529815,-5.529815,-5.529815,-5.529815,-5.529815"
10011110,"2.817188,2.817188,2.817188,2.817188,2.817188,2.817188,2.817188,2.817188,2.817188,2.817188"
10011111,"-6.773379,-6.773379,-6.773379,-6.773379,-6.773379,-6.773379,-6.773379,-6.773379,-6.773379,-6.773379"
10100000,"13.445908,13.445908,13.445908,13.445908,13.445908,13.445908,13.445908,13.445908,13.445908,13.445908"
10100001,"3.855341,3.855341,3.855341,3.855341,3.855341,3.855341,3.855341,3.855341,3.855341,3.855341"
10100010,"12.202344,12.202344,12.202344,12.202344,12.202344,12.202344,12.202344,12.202344,12.202344,12.202344"
10100011,"2.611777,2.611777,2.611777,2.611777,2.611777,2.611777,2.611777,2.611777,2.611777,2.611777"
10100100,"7.912490,7.912490,7.912490,7.912490,7.912490,7.912490,7.912490,7.912490,7.912490,7.912490"
10100101,"-1.678076,-1.678076,-1.678076,-1.678076,-1.678076,-1.678076,-1.678076,-1.678076,-1.678076,-1.678076"
10100110,"6.668926,6.668926,6.668926,6.668926,6.668926,6.668926,6.668926,6.668926,6.668926,6.668926"
10100111,"-2.921640,-2.921640,-2.921640,-2.921640,-2.921640,-2.921640,-2.921640,-2.921640,-2.921640,-2.921640"
10101000,"12.390721,12.390721,12.390721,12.390721,12.390721,12.390721,12.390721,12.390721,12.390721,12.390721"
10101001,"2.800155,2.800155,2.800155,2.800155,2.800155,2.800155,2.800155,2.800155,2.800155,2.800155"
10101010,"11.147157,11.147157,11.147157,11.147157,11.147157,11.147157,11.147157,11.147157,11.147157,11.147157"
10101011,"1.556591,1.556591,1.556591,1.556591,1.556591,1.556591,1.556591,1.556591,1.556591,1.556591"
10101100,"6.857304,6.857304,6.857304,6.857304,6.857304,6.857304,6.857304,6.857304,6.857304,6.857304"
10101101,"-2.733263,-2.733263,-2.733263,-2.733263,-2.733263,-2.733263,-2.733263,-2.733263,-2.733263,-2.733263"
10101110,"5.613740,5.613740,5.613740,5.613740,5.613740,5.613740,5.613740,5.613740,5.613740,5.613740"
10101111,"-3.976827,-3.976827,-3.976827,-3.976827,-3.976827,-3.976827,-3.976827,-3.976827,-3.976827,-3.976827"
10110000,"4.666940,4.666940,4.666940,4.666940,4.666940,4.666940,4.666940,4.666940,4.666940,4.666940"
10110001,"-4.923627,-4.923627,-4.923627,-4.923627,-4.923627,-4.923627,-4.923627,-4.923627,-4.923627,-4.923627"
10110010,"3.423376,3.423376,3.423376,3.423376,3.423376,3.423376,3.423376,3.423376,3.423376,3.423376"
10110011,"-6.167191,-6.167191,-6.167191,-6.167191,-6.167191,-6.167191,-6.167191,-6.167191,-6.167191,-6.167191"
10110100,"-0.866478,-0.866478,-0.866478,-0.866478,-0.866478,-0.866478,-0.866478,-0.866478,-0.866478,-0.866478"
10110101,"-10.457044,-10.457044,-10.457044,-10.457044,-10.457044,-10.457044,-10.457044,-10.457044,-10.457044,-10.457044"
10110110,"-2.110042,-2.110042,-2.110042,-2.110042,-2.110042,-2.110042,-2.110042,-2.110042,-2.110042,-2.110042"
10110111,"-11.700608,-11.700608,-11.700608,-11.700608,-11.700608,-11.700608,-11.700608,-11.700608,-11.700608,-11.700608"
10111000,"3.611753,3.611753,3.611753,3.611753,3.611753,3.611753,3.611753,3.611753,3.611753,3.611753"
10111001,"-5.978813,-5.978813,-5.978813,-5.978813,-5.978813,-5.978813,-5.978813,-5.978813,-5.978813,-5.978813"
10111010,"2.368189,2.368189,2.368189,2.368189,2.368189,2.368189,2.368189,2.368189,2.368189,2.368189"
10111011,"-7.222377,-7.222377,-7.222377,-7.222377,-7.222377,-7.222377,-7.222377,-7.222377,-7.222377,-7.222377"
10111100,"-1.921664,-1.921664,-1.921664,-1.921664,-1.921664,-1.921664,-1.921664,-1.921664,-1.921664,-1.921664"
10111101,"-11.512231,-11.512231,-11.512231,-11.512231,-11.512231,-11.512231,-11.512231,-11.512231,-11.512231,-11.512231"
10111110,"-3.165228,-3.165228,-3.165228,-3.165228,-3.165228,-3.165228,-3.165228,-3.165228,-3.165228,-3.165228"
10111111,"-12.755795,-12.755795,-12.755795,-12.755795,-12.755795,-12.755795,-12.755795,-12.755795,-12.755795,-12.755795"
11000000,"19.532020,19.532020,19.532020,19.532020,19.532020,19.532020,19.532020,19.532020,19.532020,19.532020"
11000001,"9.941453,9.941453,9.941453,9.941453,9.941453,9.941453,9.941453,9.941453,9.941453,9.941453"
11000010,"18.288456,18.288456,18.288456,18.288456,18.288456,18.288456,18.288456,18.288456,18.288456,18.288456"
11000011,"8.697889,8.697889,8.697889,8.697889,8.697889,8.697889,8.697889,8.697889,8.697889,8.697889"
11000100,"13.998603,13.998603,13.998603,13.998603,13.998603,13.998603,13.998603,13.998603,13.998603,13.998603"
11000101,"4.408036,4.408036,4.408036,4.408036,4.408036,4.408036,4.408036,4.408036,4.408036,4.408036"
11000110,"12.755039,12.755039,12.755039,12.755039,12.755039,12.755039,12.755039,12.755039,12.755039,12.755039"
11000111,"3.164472,3.164472,3.164472,3.164472,3.164472,3.164472,3.164472,3.164472,3.164472,3.164472"
11001000,"18.476833,18.476833,18.476833,18.476833,18.476833,18.476833,18.476833,18.476833,18.476833,18.476833"
11001001,"8.886267,8.886267,8.886267,8.886267,8.886267,8.886267,8.886267,8.886267,8.886267,8.886267"
11001010,"17.233269,17.233269,17.233269,17.233269,17.233269,17.233269,17.233269,17.233269,17.233269,17.233269"
11001011,"7.642703,7.642703,7.642703,7.642703,7.642703,7.642703,7.642703,7.642703,7.642703,7.642703"
11001100,"12.943416,12.943416,12.943416,12.943416,12.943416,12.943416,12.943416,12.943416,12.943416,12.943416"
11001101,"3.352849,3.352849,3.352849,3.352849,3.352849,3.352849,3.352849,3.352849,3.352849,3.352849"
11001110,"11.699852,11.699852,11.699852,11.699852,11.699852,11.699852,11.699852,11.699852,11.699852,11.699852"
11001111,"2.109285,2.109285,2.109285,2.109285,2.109285,2.109285,2.109285,2.109285,2.109285,2.109285"
11010000,"10.753052,10.753052,10.753052,10.753052,10.753052,10.753052,10.753052,10.753052,10.753052,10.753052"
11010001,"1.162485,1.162485,1.162485,1.162485,1.162485,1.162485,1.162485,1.162485,1.162485,1.162485"
11010010,"9.509488,9.509488,9.509488,9.509488,9.509488,9.509488,9.509488,9.509488,9.509488,9.509488"
11010011,"-0.081079,-0.081079,-0.081079,-0.081079,-0.081079,-0.081079,-0.081079,-0.081079,-0.081079,-0.081079"
11010100,"5.219635,5.219635,5.219635,5.219635,5.219635,5.219635,5.219635,5.219635,5.219635,5.219635"
11010101,"-4.370932,-4.370932,-4.370932,-4.370932,-4.370932,-4.370932,-4.370932,-4.370932,-4.370932,-4.370932"
11010110,"3.976071,3.976071,3.976071,3.976071,3.976071,3.976071,3.976071,3.976071,3.976071,3.976071"
11010111,"-5.614496,-5.614496,-5.614496,-5.614496,-5.614496,-5.614496,-5.614496,-5.614496,-5.614496,-5.614496"
11011000,"9.697866,9.697866,9.697866,9.697866,9.697866,9.697866,9.697866,9.697866,9.697866,9.697866"
11011001,"0.107299,0.107299,0.107299,0.107299,0.107299,0.107299,0.107299,0.107299,0.107299,0.107299"
11011010,"8.454302,8.454302,8.454302,8.454302,8.454302,8.454302,8.454302,8.454302,8.454302,8.454302"
11011011,"-1.136265,-1.136265,-1.136265,-1.136265,-1.136265,-1.136265,-1.136265,-1.136265,-1.136265,-1.136265"
11011100,"4.164448,4.164448,4.164448,4.164448,4.164448,4.164448,4.164448,4.164448,4.164448,4.164448"
11011101,"-5.426118,-5.426118,-5.426118,-5.426118,-5.426118,-5.426118,-5.426118,-5.426118,-5.426118,-5.426118"
11011110,"2.920884,2.920884,2.920884,2.920884,2.920884,2.920884,2.920884,2.920884,2.920884,2.920884"
11011111,"-6.669682,-6.669682,-6.669682,-6.669682,-6.669682,-6.669682,-6.669682,-6.669682,-6.669682,-6.669682"
11100000,"13.549604,13.549604,13.549604,13.549604,13.549604,13.549604,13.549604,13.549604,13.549604,13.549604"
11100001,"3.959037,3.959037,3.959037,3.959037,3.959037,3.959037,3.959037,3.959037,3.959037,3.959037"
11100010,"12.306040,12.306040,12.306040,12.306040,12.306040,12.306040,12.306040,12.306040,12.306040,12.306040"
11100011,"2.715473,2.715473,2.715473,2.715473,2.715473,2.715473,2.715473,2.715473,2.715473,2.715473"
11100100,"8.016186,8.016186,8.016186,8.016186,8.016186,8.016186,8.016186,8.016186,8.016186,8.016186"
