challenge,deltas
11100101,"-1.574380,-1.574380,-1.574380,-1.574380,-1.574380,-1.574380,-1.574380,-1.574380,-1.574380,-1.574380"
11100110,"6.772622,6.772622,6.772622,6.772622,6.772622,6.772622,6.772622,6.772622,6.772622,6.772622"
11100111,"-2.817944,-2.817944,-2.817944,-2.817944,-2.817944,-2.817944,-2.817944,-2.817944,-2.817944,-2.817944"
11101000,"12.494417,12.494417,12.494417,12.494417,12.494417,12.494417,12.494417,12.494417,12.494417,12.494417"
11101001,"2.903851,2.903851,2.903851,2.903851,2.903851,2.903851,2.903851,2.903851,2.903851,2.903851"
11101010,"11.250853,11.250853,11.250853,11.250853,11.250853,11.250853,11.250853,11.250853,11.250853,11.250853"
11101011,"1.660287,1.660287,1.660287,1.660287,1.660287,1.660287,1.660287,1.660287,1.660287,1.660287"
11101100,"6.961000,6.961000,6.961000,6.961000,6.961000,6.961000,6.961000,6.961000,6.961000,6.961000"
11101101,"-2.629567,-2.629567,-2.629567,-2.629567,-2.629567,-2.629567,-2.629567,-2.629567,-2.629567,-2.629567"
11101110,"5.717436,5.717436,5.717436,5.717436,5.717436,5.717436,5.717436,5.717436,5.717436,5.717436"
11101111,"-3.873131,-3.873131,-3.873131,-3.873131,-3.873131,-3.873131,-3.873131,-3.873131,-3.873131,-3.873131"
11110000,"4.770636,4.770636,4.770636,4.770636,4.770636,4.770636,4.770636,4.770636,4.770636,4.770636"
11110001,"-4.819931,-4.819931,-4.819931,-4.819931,-4.819931,-4.819931,-4.819931,-4.819931,-4.819931,-4.819931"
11110010,"3.527072,3.527072,3.527072,3.527072,3.527072,3.527072,3.527072,3.527072,3.527072,3.527072"
11110011,"-6.063495,-6.063495,-6.063495,-6.063495,-6.063495,-6.063495,-6.063495,-6.063495,-6.063495,-6.063495"
11110100,"-0.762782,-0.762782,-0.762782,-0.762782,-0.762782,-0.762782,-0.762782,-0.762782,-0.762782,-0.762782"
11110101,"-10.353348,-10.353348,-10.353348,-10.353348,-10.353348,-10.353348,-10.353348,-10.353348,-10.353348,-10.353348"
11110110,"-2.006346,-2.006346,-2.006346,-2.006346,-2.006346,-2.006346,-2.006346,-2.006346,-2.006346,-2.006346"
11110111,"-11.596912,-11.596912,-11.596912,-11.596912,-11.596912,-11.596912,-11.596912,-11.596912,-11.596912,-11.596912"
11111000,"3.715449,3.715449,3.715449,3.715449,3.715449,3.715449,3.715449,3.715449,3.715449,3.715449"
11111001,"-5.875117,-5.875117,-5.875117,-5.875117,-5.875117,-5.875117,-5.875117,-5.875117,-5.875117,-5.875117"
11111010,"2.471885,2.471885,2.471885,2.471885,2.471885,2.471885,2.471885,2.471885,2.471885,2.471885"
11111011,"-7.118681,-7.118681,-7.118681,-7.118681,-7.118681,-7.118681,-7.118681,-7.118681,-7.118681,-7.118681"
11111100,"-1.817968,-1.817968,-1.817968,-1.817968,-1.817968,-1.817968,-1.817968,-1.817968,-1.817968,-1.817968"
11111101,"-11.408535,-11.408535,-11.408535,-11.408535,-11.408535,-11.408535,-11.408535,-11.408535,-11.408535,-11.408535"
11111110,"-3.061532,-3.061532,-3.061532,-3.061532,-3.061532,-3.061532,-3.061532,-3.061532,-3.061532,-3.061532"
11111111,"-12.652099,-12.652099,-12.652099,-12.652099,-12.652099,-12.652099,-12.652099,-12.652099,-12.652099,-12.652099"
