challenge,deltas
00010100,"15.922033,15.922033,15.922033,15.922033,15.922033,15.922033,15.922033,15.922033,15.922033,15.922033"
00010101,"13.762056,13.762056,13.762056,13.762056,13.762056,13.762056,13.762056,13.762056,13.762056,13.762056"
00010110,"15.640062,15.640062,15.640062,15.640062,15.640062,15.640062,15.640062,15.640062,15.640062,15.640062"
00010111,"13.480085,13.480085,13.480085,13.480085,13.480085,13.480085,13.480085,13.480085,13.480085,13.480085"
00011000,"6.079578,6.079578,6.079578,6.079578,6.079578,6.079578,6.079578,6.079578,6.079578,6.079578"
00011001,"3.919600,3.919600,3.919600,3.919600,3.919600,3.919600,3.919600,3.919600,3.919600,3.919600"
00011010,"5.797606,5.797606,5.797606,5.797606,5.797606,5.797606,5.797606,5.797606,5.797606,5.797606"
00011011,"3.637629,3.637629,3.637629,3.637629,3.637629,3.637629,3.637629,3.637629,3.637629,3.637629"
00011100,"21.389260,21.389260,21.389260,21.389260,21.389260,21.389260,21.389260,21.389260,21.389260,21.389260"
00011101,"19.229283,19.229283,19.229283,19.229283,19.229283,19.229283,19.229283,19.229283,19.229283,19.229283"
00011110,"21.107289,21.107289,21.107289,21.107289,21.107289,21.107289,21.107289,21.107289,21.107289,21.107289"
00011111,"18.947312,18.947312,18.947312,18.947312,18.947312,18.947312,18.947312,18.947312,18.947312,18.947312"
00100000,"4.588127,4.588127,4.588127,4.588127,4.588127,4.588127,4.588127,4.588127,4.588127,4.588127"
00100001,"2.428150,2.428150,2.428150,2.428150,2.428150,2.428150,2.428150,2.428150,2.428150,2.428150"
00100010,"4.306156,4.306156,4.306156,4.306156,4.306156,4.306156,4.306156,4.306156,4.306156,4.306156"
00100011,"2.146179,2.146179,2.146179,2.146179,2.146179,2.146179,2.146179,2.146179,2.146179,2.146179"
00100100,"19.897810,19.897810,19.897810,19.897810,19.897810,19.897810,19.897810,19.897810,19.897810,19.897810"
00100101,"17.737833,17.737833,17.737833,17.737833,17.737833,17.737833,17.737833,17.737833,17.737833,17.737833"
00100110,"19.615839,19.615839,19.615839,19.615839,19.615839,19.615839,19.615839,19.615839,19.615839,19.615839"
00100111,"17.455861,17.455861,17.455861,17.455861,17.455861,17.455861,17.455861,17.455861,17.455861,17.455861"
00101000,"10.055355,10.055355,10.055355,10.055355,10.055355,10.055355,10.055355,10.055355,10.055355,10.055355"
00101001,"7.895377,7.895377,7.895377,7.895377,7.895377,7.895377,7.895377,7.895377,7.895377,7.895377"
00101010,"9.773383,9.773383,9.773383,9.773383,9.773383,9.773383,9.773383,9.773383,9.773383,9.773383"
00101011,"7.613406,7.613406,7.613406,7.613406,7.613406,7.613406,7.613406,7.613406,7.613406,7.613406"
00101100,"25.365037,25.365037,25.365037,25.365037,25.365037,25.365037,25.365037,25.365037,25.365037,25.365037"
00101101,"23.205060,23.205060,23.205060,23.205060,23.205060,23.205060,23.205060,23.205060,23.205060,23.205060"
00101110,"25.083066,25.083066,25.083066,25.083066,25.083066,25.083066,25.083066,25.083066,25.083066,25.083066"
00101111,"22.923089,22.923089,22.923089,22.923089,22.923089,22.923089,22.923089,22.923089,22.923089,22.923089"
00110000,"4.674254,4.674254,4.674254,4.674254,4.674254,4.674254,4.674254,4.674254,4.674254,4.674254"
00110001,"2.514277,2.514277,2.514277,2.514277,2.514277,2.514277,2.514277,2.514277,2.514277,2.514277"
00110010,"4.392283,4.392283,4.392283,4.392283,4.392283,4.392283,4.392283,4.392283,4.392283,4.392283"
00110011,"2.232306,2.232306,2.232306,2.232306,2.232306,2.232306,2.232306,2.232306,2.232306,2.232306"
00110100,"19.983937,19.983937,19.983937,19.983937,19.983937,19.983937,19.983937,19.983937,19.983937,19.983937"
00110101,"17.823959,17.823959,17.823959,17.823959,17.823959,17.823959,17.823959,17.823959,17.823959,17.823959"
00110110,"19.701965,19.701965,19.701965,19.701965,19.701965,19.701965,19.701965,19.701965,19.701965,19.701965"
00110111,"17.541988,17.541988,17.541988,17.541988,17.541988,17.541988,17.541988,17.541988,17.541988,17.541988"
00111000,"10.141481,10.141481,10.141481,10.141481,10.141481,10.141481,10.141481,10.141481,10.141481,10.141481"
00111001,"7.981504,7.981504,7.981504,7.981504,7.981504,7.981504,7.981504,7.981504,7.981504,7.981504"
00111010,"9.859510,9.859510,9.859510,9.859510,9.859510,9.859510,9.859510,9.859510,9.859510,9.859510"
00111011,"7.699533,7.699533,7.699533,7.699533,7.699533,7.699533,7.699533,7.699533,7.699533,7.699533"
00111100,"25.451164,25.451164,25.451164,25.451164,25.451164,25.451164,25.451164,25.451164,25.451164,25.451164"
00111101,"23.291186,23.291186,23.291186,23.291186,23.291186,23.291186,23.291186,23.291186,23.291186,23.291186"
00111110,"25.169192,25.169192,25.169192,25.169192,25.169192,25.169192,25.169192,25.169192,25.169192,25.169192"
00111111,"23.009215,23.009215,23.009215,23.009215,23.009215,23.009215,23.009215,23.009215,23.009215,23.009215"
01000000,"-11.969901,-11.969901,-11.969901,-11.969901,-11.969901,-11.969901,-11.969901,-11.969901,-11.969901,-11.969901"
01000001,"-14.129878,-14.129878,-14.129878,-14.129878,-14.129878,-14.129878,-14.129878,-14.129878,-14.129878,-14.129878"
01000010,"-12.251872,-12.251872,-12.251872,-12.251872,-12.251872,-12.251872,-12.251872,-12.251872,-12.251872,-12.251872"
01000011,"-14.411849,-14.411849,-14.411849,-14.411849,-14.411849,-14.411849,-14.411849,-14.411849,-14.411849,-14.411849"
01000100,"3.339782,3.339782,3.339782,3.339782,3.339782,3.339782,3.339782,3.339782,3.339782,3.339782"
01000101,"1.179804,1.179804,1.179804,1.179804,1.179804,1.179804,1.179804,1.179804,1.179804,1.179804"
01000110,"3.057810,3.057810,3.057810,3.057810,3.057810,3.057810,3.057810,3.057810,3.057810,3.057810"
01000111,"0.897833,0.897833,0.897833,0.897833,0.897833,0.897833,0.897833,0.897833,0.897833,0.897833"
01001000,"-6.502674,-6.502674,-6.502674,-6.502674,-6.502674,-6.502674,-6.502674,-6.502674,-6.502674,-6.502674"
01001001,"-8.662651,-8.662651,-8.662651,-8.662651,-8.662651,-8.662651,-8.662651,-8.662651,-8.662651,-8.662651"
01001010,"-6.784645,-6.784645,-6.784645,-6.784645,-6.784645,-6.784645,-6.784645,-6.784645,-6.784645,-6.784645"
01001011,"-8.944622,-8.944622,-8.944622,-8.944622,-8.944622,-8.944622,-8.944622,-8.944622,-8.944622,-8.944622"
01001100,"8.807009,8.807009,8.807009,8.807009,8.807009,8.807009,8.807009,8.807009,8.807009,8.807009"
01001101,"6.647031,6.647031,6.647031,6.647031,6.647031,6.647031,6.647031,6.647031,6.647031,6.647031"
01001110,"8.525037,8.525037,8.525037,8.525037,8.525037,8.525037,8.525037,8.525037,8.525037,8.525037"
01001111,"6.365060,6.365060,6.365060,6.365060,6.365060,6.365060,6.365060,6.365060,6.365060,6.365060"
01010000,"-11.883774,-11.883774,-11.883774,-11.883774,-11.883774,-11.883774,-11.883774,-11.883774,-11.883774,-11.883774"
01010001,"-14.043752,-14.043752,-14.043752,-14.043752,-14.043752,-14.043752,-14.043752,-14.043752,-14.043752,-14.043752"
01010010,"-12.165746,-12.165746,-12.165746,-12.165746,-12.165746,-12.165746,-12.165746,-12.165746,-12.165746,-12.165746"
01010011,"-14.325723,-14.325723,-14.325723,-14.325723,-14.325723,-14.325723,-14.325723,-14.325723,-14.325723,-14.325723"
01010100,"3.425908,3.425908,3.425908,3.425908,3.425908,3.425908,3.425908,3.425908,3.425908,3.425908"
01010101,"1.265931,1.265931,1.265931,1.265931,1.265931,1.265931,1.265931,1.265931,1.265931,1.265931"
01010110,"3.143937,3.143937,3.143937,3.143937,3.143937,3.143937,3.143937,3.143937,3.143937,3.143937"
01010111,"0.983960,0.983960,0.983960,0.983960,0.983960,0.983960,0.983960,0.983960,0.983960,0.983960"
01011000,"-6.416547,-6.416547,-6.416547,-6.416547,-6.416547,-6.416547,-6.416547,-6.416547,-6.416547,-6.416547"
01011001,"-8.576524,-8.576524,-8.576524,-8.576524,-8.576524,-8.576524,-8.576524,-8.576524,-8.576524,-8.576524"
01011010,"-6.698518,-6.698518,-6.698518,-6.698518,-6.698518,-6.698518,-6.698518,-6.698518,-6.698518,-6.698518"
01011011,"-8.858496,-8.858496,-8.858496,-8.858496,-8.858496,-8.858496,-8.858496,-8.858496,-8.858496,-8.858496"
01011100,"8.893135,8.893135,8.893135,8.893135,8.893135,8.893135,8.893135,8.893135,8.893135,8.893135"
01011101,"6.733158,6.733158,6.733158,6.733158,6.733158,6.733158,6.733158,6.733158,6.733158,6.733158"
01011110,"8.611164,8.611164,8.611164,8.611164,8.611164,8.611164,8.611164,8.611164,8.611164,8.611164"
01011111,"6.451187,6.451187,6.451187,6.451187,6.451187,6.451187,6.451187,6.451187,6.451187,6.451187"
01100000,"-7.907998,-7.907998,-7.907998,-7.907998,-7.907998,-7.907998,-7.907998,-7.907998,-7.907998,-7.907998"
01100001,"-10.067975,-10.067975,-10.067975,-10.067975,-10.067975,-10.067975,-10.067975,-10.067975,-10.067975,-10.067975"
01100010,"-8.189969,-8.189969,-8.189969,-8.189969,-8.189969,-8.189969,-8.189969,-8.189969,-8.189969,-8.189969"
01100011,"-10.349946,-10.349946,-10.349946,-10.349946,-10.349946,-10.349946,-10.349946,-10.349946,-10.349946,-10.349946"
01100100,"7.401685,7.401685,7.401685,7.401685,7.401685,7.401685,7.401685,7.401685,7.401685,7.401685"
01100101,"5.241708,5.241708,5.241708,5.241708,5.241708,5.241708,5.241708,5.241708,5.241708,5.241708"
01100110,"7.119714,7.119714,7.119714,7.119714,7.119714,7.119714,7.119714,7.119714,7.119714,7.119714"
01100111,"4.959737,4.959737,4.959737,4.959737,4.959737,4.959737,4.959737,4.959737,4.959737,4.959737"
01101000,"-2.440770,-2.440770,-2.440770,-2.440770,-2.440770,-2.440770,-2.440770,-2.440770,-2.440770,-2.440770"
01101001,"-4.600748,-4.600748,-4.600748,-4.600748,-4.600748,-4.600748,-4.600748,-4.600748,-4.600748,-4.600748"
01101010,"-2.722742,-2.722742,-2.722742,-2.722742,-2.722742,-2.722742,-2.722742,-2.722742,-2.722742,-2.722742"
01101011,"-4.882719,-4.882719,-4.882719,-4.882719,-4.882719,-4.882719,-4.882719,-4.882719,-4.882719,-4.882719"
01101100,"12.868912,12.868912,12.868912,12.868912,12.868912,12.868912,12.868912,12.868912,12.868912,12.868912"
01101101,"10.708935,10.708935,10.708935,10.708935,10.708935,10.708935,10.708935,10.708935,10.708935,10.708935"
01101110,"12.586941,12.586941,12.586941,12.586941,12.586941,12.586941,12.586941,12.586941,12.586941,12.586941"
01101111,"10.426964,10.426964,10.426964,10.426964,10.426964,10.426964,10.426964,10.426964,10.426964,10.426964"
01110000,"-7.821871,-7.821871,-7.821871,-7.821871,-7.821871,-7.821871,-7.821871,-7.821871,-7.821871,-7.821871"
01110001,"-9.981848,-9.981848,-9.981848,-9.981848,-9.981848,-9.981848,-9.981848,-9.981848,-9.981848,-9.981848"
01110010,"-8.103842,-8.103842,-8.103842,-8.103842,-8.103842,-8.103842,-8.103842,-8.103842,-8.103842,-8.103842"
01110011,"-10.263819,-10.263819,-10.263819,-10.263819,-10.263819,-10.263819,-10.263819,-10.263819,-10.263819,-10.263819"
01110100,"7.487812,7.487812,7.487812,7.487812,7.487812,7.487812,7.487812,7.487812,7.487812,7.487812"
01110101,"5.327834,5.327834,5.327834,5.327834,5.327834,5.327834,5.327834,5.327834,5.327834,5.327834"
01110110,"7.205840,7.205840,7.205840,7.205840,7.205840,7.205840,7.205840,7.205840,7.205840,7.205840"
01110111,"5.045863,5.045863,5.045863,5.045863,5.045863,5.045863,5.045863,5.045863,5.045863,5.045863"
01111000,"-2.354644,-2.354644,-2.354644,-2.354644,-2.354644,-2.354644,-2.354644,-2.354644,-2.354644,-2.354644"
01111001,"-4.514621,-4.514621,-4.514621,-4.514621,-4.514621,-4.514621,-4.514621,-4.514621,-4.514621,-4.514621"
01111010,"-2.636615,-2.636615,-2.636615,-2.636615,-2.636615,-2.636615,-2.636615,-2.636615,-2.636615,-2.636615"
01111011,"-4.796592,-4.796592,-4.796592,-4.796592,-4.796592,-4.796592,-4.796592,-4.796592,-4.796592,-4.796592"
01111100,"12.955039,12.955039,12.955039,12.955039,12.955039,12.955039,12.955039,12.955039,12.955039,12.955039"
01111101,"10.795062,10.795062,10.795062,10.795062,10.795062,10.795062,10.795062,10.795062,10.795062,10.795062"
01111110,"12.673068,12.673068,12.673068,12.673068,12.673068,12.673068,12.673068,12.673068,12.673068,12.673068"
01111111,"10.513090,10.513090,10.513090,10.513090,10.513090,10.513090,10.513090,10.513090,10.513090,10.513090"
10000000,"-10.513090,-10.513090,-10.513090,-10.513090,-10.513090,-10.513090,-10.513090,-10.513090,-10.513090,-10.513090"
10000001,"-12.673068,-12.673068,-12.673068,-12.673068,-12.673068,-12.673068,-12.673068,-12.673068,-12.673068,-12.673068"
10000010,"-10.795062,-10.795062,-10.795062,-10.795062,-10.795062,-10.795062,-10.795062,-10.795062,-10.795062,-10.795062"
10000011,"-12.955039,-12.955039,-12.955039,-12.955039,-12.955039,-12.955039,-12.955039,-12.955039,-12.955039,-12.955039"
10000100,"4.796592,4.796592,4.796592,4.796592,4.796592,4.796592,4.796592,4.796592,4.796592,4.796592"
10000101,"2.636615,2.636615,2.636615,2.636615,2.636615,2.636615,2.636615,2.636615,2.636615,2.636615"
10000110,"4.514621,4.514621,4.514621,4.514621,4.514621,4.514621,4.514621,4.514621,4.514621,4.514621"
10000111,"2.354644,2.354644,2.354644,2.354644,2.354644,2.354644,2.354644,2.354644,2.354644,2.354644"
10001000,"-5.045863,-5.045863,-5.045863,-5.045863,-5.045863,-5.045863,-5.045863,-5.045863,-5.045863,-5.045863"
10001001,"-7.205840,-7.205840,-7.205840,-7.205840,-7.205840,-7.205840,-7.205840,-7.205840,-7.205840,-7.205840"
10001010,"-5.327834,-5.327834,-5.327834,-5.327834,-5.327834,-5.327834,-5.327834,-5.327834,-5.327834,-5.327834"
10001011,"-7.487812,-7.487812,-7.487812,-7.487812,-7.487812,-7.487812,-7.487812,-7.487812,-7.487812,-7.487812"
10001100,"10.263819,10.263819,10.263819,10.263819,10.263819,10.263819,10.263819,10.263819,10.263819,10.263819"
10001101,"8.103842,8.103842,8.103842,8.103842,8.103842,8.103842,8.103842,8.103842,8.103842,8.103842"
10001110,"9.981848,9.981848,9.981848,9.981848,9.981848,9.981848,9.981848,9.981848,9.981848,9.981848"
10001111,"7.821871,7.821871,7.821871,7.821871,7.821871,7.821871,7.821871,7.821871,7.821871,7.821871"
10010000,"-10.426964,-10.426964,-10.426964,-10.426964,-10.426964,-10.426964,-10.426964,-10.426964,-10.426964,-10.426964"
10010001,"-12.586941,-12.586941,-12.586941,-12.586941,-12.586941,-12.586941,-12.586941,-12.586941,-12.586941,-12.586941"
10010010,"-10.708935,-10.708935,-10.708935,-10.708935,-10.708935,-10.708935,-10.708935,-10.708935,-10.708935,-10.708935"
10010011,"-12.868912,-12.868912,-12.868912,-12.868912,-12.868912,-12.868912,-12.868912,-12.868912,-12.868912,-12.868912"
10010100,"4.882719,4.882719,4.882719,4.882719,4.882719,4.882719,4.882719,4.882719,4.882719,4.882719"
10010101,"2.722742,2.722742,2.722742,2.722742,2.722742,2.722742,2.722742,2.722742,2.722742,2.722742"
10010110,"4.600748,4.600748,4.600748,4.600748,4.600748,4.600748,4.600748,4.600748,4.600748,4.600748"
10010111,"2.440770,2.440770,2.440770,2.440770,2.440770,2.440770,2.440770,2.440770,2.440770,2.440770"
10011000,"-4.959737,-4.959737,-4.959737,-4.959737,-4.959737,-4.959737,-4.959737,-4.959737,-4.959737,-4.959737"
10011001,"-7.119714,-7.119714,-7.119714,-7.119714,-7.119714,-7.119714,-7.119714,-7.119714,-7.119714,-7.119714"
10011010,"-5.241708,-5.241708,-5.241708,-5.241708,-5.241708,-5.241708,-5.241708,-5.241708,-5.241708,-5.241708"
10011011,"-7.401685,-7.401685,-7.401685,-7.401685,-7.401685,-7.401685,-7.401685,-7.401685,-7.401685,-7.401685"
10011100,"10.349946,10.349946,10.349946,10.349946,10.349946,10.349946,10.349946,10.349946,10.349946,10.349946"
10011101,"8.189969,8.189969,8.189969,8.189969,8.189969,8.189969,8.189969,8.189969,8.189969,8.189969"
10011110,"10.067975,10.067975,10.067975,10.067975,10.067975,10.067975,10.067975,10.067975,10.067975,10.067975"
10011111,"7.907998,7.907998,7.907998,7.907998,7.907998,7.907998,7.907998,7.907998,7.907998,7.907998"
10100000,"-6.451187,-6.451187,-6.451187,-6.451187,-6.451187,-6.451187,-6.451187,-6.451187,-6.451187,-6.451187"
10100001,"-8.611164,-8.611164,-8.611164,-8.611164,-8.611164,-8.611164,-8.611164,-8.611164,-8.611164,-8.611164"
10100010,"-6.733158,-6.733158,-6.733158,-6.733158,-6.733158,-6.733158,-6.733158,-6.733158,-6.733158,-6.733158"
10100011,"-8.893135,-8.893135,-8.893135,-8.893135,-8.893135,-8.893135,-8.893135,-8.893135,-8.893135,-8.893135"
10100100,"8.858496,8.858496,8.858496,8.858496,8.858496,8.858496,8.858496,8.858496,8.858496,8.858496"
10100101,"6.698518,6.698518,6.698518,6.698518,6.698518,6.698518,6.698518,6.698518,6.698518,6.698518"
10100110,"8.576524,8.576524,8.576524,8.576524,8.576524,8.576524,8.576524,8.576524,8.576524,8.576524"
10100111,"6.416547,6.416547,6.416547,6.416547,6.416547,6.416547,6.416547,6.416547,6.416547,6.416547"
10101000,"-0.983960,-0.983960,-0.983960,-0.983960,-0.983960,-0.983960,-0.983960,-0.983960,-0.983960,-0.983960"
10101001,"-3.143937,-3.143937,-3.143937,-3.143937,-3.143937,-3.143937,-3.143937,-3.143937,-3.143937,-3.143937"
10101010,"-1.265931,-1.265931,-1.265931,-1.265931,-1.265931,-1.265931,-1.265931,-1.265931,-1.265931,-1.265931"
10101011,"-3.425908,-3.425908,-3.425908,-3.425908,-3.425908,-3.425908,-3.425908,-3.425908,-3.425908,-3.425908"
10101100,"14.325723,14.325723,14.325723,14.325723,14.325723,14.325723,14.325723,14.325723,14.325723,14.325723"
10101101,"12.165746,12.165746,12.165746,12.165746,12.165746,12.165746,12.165746,12.165746,12.165746,12.165746"
10101110,"14.043752,14.043752,14.043752,14.043752,14.043752,14.043752,14.043752,14.043752,14.043752,14.043752"
10101111,"11.883774,11.883774,11.883774,11.883774,11.883774,11.883774,11.883774,11.883774,11.883774,11.883774"
10110000,"-6.365060,-6.365060,-6.365060,-6.365060,-6.365060,-6.365060,-6.365060,-6.365060,-6.365060,-6.365060"
10110001,"-8.525037,-8.525037,-8.525037,-8.525037,-8.525037,-8.525037,-8.525037,-8.525037,-8.525037,-8.525037"
10110010,"-6.647031,-6.647031,-6.647031,-6.647031,-6.647031,-6.647031,-6.647031,-6.647031,-6.647031,-6.647031"
10110011,"-8.807009,-8.807009,-8.807009,-8.807009,-8.807009,-8.807009,-8.807009,-8.807009,-8.807009,-8.807009"
10110100,"8.944622,8.944622,8.944622,8.944622,8.944622,8.944622,8.944622,8.944622,8.944622,8.944622"
10110101,"6.784645,6.784645,6.784645,6.784645,6.784645,6.784645,6.784645,6.784645,6.784645,6.784645"
10110110,"8.662651,8.662651,8.662651,8.662651,8.662651,8.662651,8.662651,8.662651,8.662651,8.662651"
10110111,"6.502674,6.502674,6.502674,6.502674,6.502674,6.502674,6.502674,6.502674,6.502674,6.502674"
10111000,"-0.897833,-0.897833,-0.897833,-0.897833,-0.897833,-0.897833,-0.897833,-0.897833,-0.897833,-0.897833"
10111001,"-3.057810,-3.057810,-3.057810,-3.057810,-3.057810,-3.057810,-3.057810,-3.057810,-3.057810,-3.057810"
10111010,"-1.179804,-1.179804,-1.179804,-1.179804,-1.179804,-1.179804,-1.179804,-1.179804,-1.179804,-1.179804"
10111011,"-3.339782,-3.339782,-3.339782,-3.339782,-3.339782,-3.339782,-3.339782,-3.339782,-3.339782,-3.339782"
10111100,"14.411849,14.411849,14.411849,14.411849,14.411849,14.411849,14.411849,14.411849,14.411849,14.411849"
10111101,"12.251872,12.251872,12.251872,12.251872,12.251872,12.251872,12.251872,12.251872,12.251872,12.251872"
10111110,"14.129878,14.129878,14.129878,14.129878,14.129878,14.129878,14.129878,14.129878,14.129878,14.129878"
10111111,"11.969901,11.969901,11.969901,11.969901,11.969901,11.969901,11.969901,11.969901,11.969901,11.969901"
11000000,"-23.009215,-23.009215,-23.009215,-23.009215,-23.009215,-23.009215,-23.009215,-23.009215,-23.009215,-23.009215"
11000001,"-25.169192,-25.169192,-25.169192,-25.169192,-25.169192,-25.169192,-25.169192,-25.169192,-25.169192,-25.169192"
11000010,"-23.291186,-23.291186,-23.291186,-23.291186,-23.291186,-23.291186,-23.291186,-23.291186,-23.291186,-23.291186"
11000011,"-25.451164,-25.451164,-25.451164,-25.451164,-25.451164,-25.451164,-25.451164,-25.451164,-25.451164,-25.451164"
11000100,"-7.699533,-7.699533,-7.699533,-7.699533,-7.699533,-7.699533,-7.699533,-7.699533,-7.699533,-7.699533"
11000101,"-9.859510,-9.859510,-9.859510,-9.859510,-9.859510,-9.859510,-9.859510,-9.859510,-9.859510,-9.859510"
11000110,"-7.981504,-7.981504,-7.981504,-7.981504,-7.981504,-7.981504,-7.981504,-7.981504,-7.981504,-7.981504"
11000111,"-10.141481,-10.141481,-10.141481,-10.141481,-10.141481,-10.141481,-10.141481,-10.141481,-10.141481,-10.141481"
11001000,"-17.541988,-17.541988,-17.541988,-17.541988,-17.541988,-17.541988,-17.541988,-17.541988,-17.541988,-17.541988"
11001001,"-19.701965,-19.701965,-19.701965,-19.701965,-19.701965,-19.701965,-19.701965,-19.701965,-19.701965,-19.701965"
11001010,"-17.823959,-17.823959,-17.823959,-17.823959,-17.823959,-17.823959,-17.823959,-17.823959,-17.823959,-17.823959"
11001011,"-19.983937,-19.983937,-19.983937,-19.983937,-19.983937,-19.983937,-19.983937,-19.983937,-19.983937,-19.983937"
11001100,"-2.232306,-2.232306,-2.232306,-2.232306,-2.232306,-2.232306,-2.232306,-2.232306,-2.232306,-2.232306"
11001101,"-4.392283,-4.392283,-4.392283,-4.392283,-4.392283,-4.392283,-4.392283,-4.392283,-4.392283,-4.392283"
11001110,"-2.514277,-2.514277,-2.514277,-2.514277,-2.514277,-2.514277,-2.514277,-2.514277,-2.514277,-2.514277"
11001111,"-4.674254,-4.674254,-4.674254,-4.674254,-4.674254,-4.674254,-4.674254,-4.674254,-4.674254,-4.674254"
11010000,"-22.923089,-22.923089,-22.923089,-22.923089,-22.923089,-22.923089,-22.923089,-22.923089,-22.923089,-22.923089"
11010001,"-25.083066,-25.083066,-25.083066,-25.083066,-25.083066,-25.083066,-25.083066,-25.083066,-25.083066,-25.083066"
11010010,"-23.205060,-23.205060,-23.205060,-23.205060,-23.205060,-23.205060,-23.205060,-23.205060,-23.205060,-23.205060"
11010011,"-25.365037,-25.365037,-25.365037,-25.365037,-25.365037,-25.365037,-25.365037,-25.365037,-25.365037,-25.365037"
11010100,"-7.613406,-7.613406,-7.613406,-7.613406,-7.613406,-7.613406,-7.613406,-7.613406,-7.613406,-7.613406"
11010101,"-9.773383,-9.773383,-9.773383,-9.773383,-9.773383,-9.773383,-9.773383,-9.773383,-9.773383,-9.773383"
11010110,"-7.895377,-7.895377,-7.895377,-7.895377,-7.895377,-7.895377,-7.895377,-7.895377,-7.895377,-7.895377"
11010111,"-10.055355,-10.055355,-10.055355,-10.055355,-10.055355,-10.055355,-10.055355,-10.055355,-10.055355,-10.055355"
11011000,"-17.455861,-17.455861,-17.455861,-17.455861,-17.455861,-17.455861,-17.455861,-17.455861,-17.455861,-17.455861"
11011001,"-19.615839,-19.615839,-19.615839,-19.615839,-19.615839,-19.615839,-19.615839,-19.615839,-19.615839,-19.615839"
11011010,"-17.737833,-17.737833,-17.737833,-17.737833,-17.737833,-17.737833,-17.737833,-17.737833,-17.737833,-17.737833"
11011011,"-19.897810,-19.897810,-19.897810,-19.897810,-19.897810,-19.897810,-19.897810,-19.897810,-19.897810,-19.897810"
11011100,"-2.146179,-2.146179,-2.146179,-2.146179,-2.146179,-2.146179,-2.146179,-2.146179,-2.146179,-2.146179"
11011101,"-4.306156,-4.306156,-4.306156,-4.306156,-4.306156,-4.306156,-4.306156,-4.306156,-4.306156,-4.306156"
11011110,"-2.428150,-2.428150,-2.428150,-2.428150,-2.428150,-2.428150,-2.428150,-2.428150,-2.428150,-2.428150"
11011111,"-4.588127,-4.588127,-4.588127,-4.588127,-4.588127,-4.588127,-4.588127,-4.588127,-4.588127,-4.588127"
11100000,"-18.947312,-18.947312,-18.947312,-18.947312,-18.947312,-18.947312,-18.947312,-18.947312,-18.947312,-18.947312"
11100001,"-21.107289,-21.107289,-21.107289,-21.107289,-21.107289,-21.107289,-21.107289,-21.107289,-21.107289,-21.107289"
11100010,"-19.229283,-19.229283,-19.229283,-19.229283,-19.229283,-19.229283,-19.229283,-19.229283,-19.229283,-19.229283"
11100011,"-21.389260,-21.389260,-21.389260,-21.389260,-21.389260,-21.389260,-21.389260,-21.389260,-21.389260,-21.389260"
11100100,"-3.637629,-3.637629,-3.637629,-3.637629,-3.637629,-3.637629,-3.637629,-3.637629,-3.637629,-3.637629"
11100101,"-5.797606,-5.797606,-5.797606,-5.797606,-5.797606,-5.797606,-5.797606,-5.797606,-5.797606,-5.797606"
