k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_1.csv,0.6114527434372844,0.95604395603345,0.6904761904707105,87,4,39,126,0.0252685546875,0.0009615384615384615,0.02430701622596154
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.6114527434372844,0.9285714285581632,0.6499999999935,65,5,35,151,0.039282226562499994,0.002410714285714286,0.03687151227678571
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.607383512076722,0.999999999990566,0.6127167630022387,106,0,67,83,0.019604492187500003,0.0,0.019604492187500003
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.607383512076722,0.9999999999861111,0.5142857142820408,72,0,68,116,0.026928710937500003,0.0,0.026928710937500003
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_2.csv,0.607383512076722,0.9078947368301592,0.5798319327682366,69,7,50,130,0.03945312499999999,0.0023026315789473686,0.03715049342105262
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.607383512076722,0.9999999999944446,0.8181818181780992,180,0,40,36,0.0095703125,0.0,0.0095703125
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.607383512076722,0.910447761180441,0.4841269841231418,61,6,65,124,0.0252685546875,0.001958955223880597,0.023309599463619404
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.607383512076722,0.7755102040737193,0.7599999999924,76,22,24,134,0.039282226562499994,0.00669642857142857,0.032585797991071426
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_3.csv,0.6330355009972937,0.982905982897582,0.6647398843892212,115,2,58,81,0.019604492187500003,0.0006410256410256411,0.01896346654647436
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.6330355009972937,0.8437499999912109,0.5785714285672959,81,15,59,101,0.026928710937500003,0.006575520833333333,0.02035319010416667
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_4.csv,0.6330355009972937,0.89830508473815,0.8091603053373347,106,12,25,113,0.023046875,0.0038665254237288138,0.019180349576271186
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_7.csv,0.6330355009972937,0.9999999999946809,0.8545454545415703,188,0,32,36,0.0095703125,0.0,0.0095703125
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.6330355009972937,0.799999999991111,0.5714285714240362,72,18,54,112,0.0252685546875,0.007708333333333333,0.01756022135416667
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.6330355009972937,0.7499999999927884,0.7799999999921999,78,26,22,130,0.039282226562499994,0.007692307692307693,0.0315899188701923
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.6068629987506281,0.9448818897563395,0.6936416184931004,120,7,53,76,0.019604492187500003,0.0017224409448818897,0.017882051242618113
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.6068629987506281,0.8141592920281933,0.6571428571381633,92,21,48,95,0.026928710937500003,0.007356194690265486,0.019572516247234516
