model,k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.7333333333333333,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.7333333333333333,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.7333333333333333,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.6046153846153847,0.7531645569572585,0.8499999999939286,119,39,21,77,0.026928710937500003,0.012618670886075949,0.014310040051424054
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.6046153846153847,0.89430894308216,0.8730158730089443,110,13,16,117,0.0252685546875,0.003353658536585366,0.021914896150914635
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.6046153846153847,0.890710382508794,0.9421965317864613,163,20,10,63,0.019604492187500003,0.0057377049180327875,0.013866787269467214
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6046153846153847,0.8344370860871893,0.9618320610613601,126,25,5,100,0.023046875,0.006705298013245033,0.01634157698675497
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.6046153846153847,0.9999999999882353,0.8499999999915,85,0,15,156,0.039282226562499994,0.0016176470588235296,0.037664579503676465
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6046153846153847,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.7575,0.9999999999879517,0.5928571428529082,83,0,57,116,0.026928710937500003,7.530120481927712e-05,0.026853409732680727
RF,2,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.7575,0.9999999999836067,0.4841269841231418,61,0,65,130,0.0252685546875,0.00010245901639344262,0.02516609567110656
