model,k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6332973145228046,0.9921874999922486,0.9694656488475614,127,1,4,124,0.023046875,0.000439453125,0.022607421875000002
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_6.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6332973145228046,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_6.csv,0.6222668413457888,0.6222222222194568,0.9999999999928573,140,85,0,31,0.026928710937500003,0.02213888888888889,0.004789822048611114
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.6222668413457888,0.9999999999861111,0.521739130431002,72,0,66,118,0.0283203125,0.0025173611111111113,0.025802951388888887
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.6222668413457888,0.984251968496187,0.9541984732751588,125,2,6,123,0.023046875,0.0004921259842519685,0.022554749015748034
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.6222668413457888,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.6222668413457888,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.6484223984264551,0.8345864661591386,0.7928571428514797,111,22,29,94,0.026928710937500003,0.008082706766917294,0.018846004170582707
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.6484223984264551,0.9931034482690132,0.8323699421917204,144,1,29,82,0.019604492187500003,0.0006896551724137932,0.01891483701508621
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6484223984264551,0.9916666666584028,0.9083969465579512,119,1,12,124,0.023046875,0.00046875000000000004,0.022578125
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.6484223984264551,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6484223984264551,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.6245435500579737,0.7359550561756407,0.9357142857076021,131,47,9,69,0.026928710937500003,0.01678370786516854,0.010145003072331463
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.6245435500579737,0.9999999999928059,0.8034682080878413,139,0,34,83,0.019604492187500003,0.00013489208633093528,0.019469600101169066
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.6245435500579737,0.9999999999864865,0.5362318840540853,74,0,64,118,0.0283203125,0.0027871621621621623,0.02553315033783784
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.6245435500579737,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6245435500579737,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.7566666666666667,0.7676056337974113,0.7785714285658674,109,33,31,83,0.026928710937500003,0.014524647887323943,0.01240406305017606
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.7566666666666667,0.9999999999923078,0.7514450867008587,130,0,43,83,0.019604492187500003,0.00014423076923076924,0.019460261418269235
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.7566666666666667,0.999999999983871,0.449275362315585,62,0,76,118,0.0283203125,0.002923387096774194,0.025396925403225808
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.7566666666666667,0.9909909909820631,0.8396946564821398,110,1,21,124,0.023046875,0.00045045045045045046,0.022596424549549552
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.7566666666666667,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.6098910253226586,0.6898734177171527,0.7785714285658674,109,49,31,67,0.026928710937500003,0.01989715189873418,0.007031559038765824
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.6098910253226586,0.9846153846078107,0.7398843930593071,128,2,45,81,0.019604492187500003,0.0015384615384615385,0.018066030649038466
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.6098910253226586,0.9999999999848485,0.4782608695617518,66,0,72,118,0.0283203125,0.0027462121212121215,0.02557410037878788
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6098910253226586,0.9909909909820631,0.8396946564821398,110,1,21,124,0.023046875,0.00045045045045045046,0.022596424549549552
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6098910253226586,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.6227576983958379,0.7653631284873443,0.9785714285644388,137,42,3,74,0.026928710937500003,0.011173184357541902,0.0157555265799581
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.6227576983958379,0.9834710743720374,0.9444444444369489,119,2,7,128,0.0252685546875,0.0005165289256198347,0.024752025761880167
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6227576983958379,0.9921259842441564,0.9618320610613601,126,1,5,124,0.023046875,0.00039370078740157485,0.022653174212598427
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.6227576983958379,0.9999999999882353,0.8499999999915,85,0,15,156,0.039282226562499994,0.0016176470588235296,0.037664579503676465
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6227576983958379,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.6786510399217281,0.660377358487451,0.9999999999928573,140,72,0,44,0.026928710937500003,0.018278301886792456,0.008650409050707547
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.6786510399217281,0.9999999999866667,0.5952380952333711,75,0,51,130,0.0252685546875,8.333333333333334e-05,0.025185221354166665
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.6786510399217281,0.9999999999864865,0.5362318840540853,74,0,64,118,0.0283203125,0.0028716216216216213,0.02544869087837838
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.6786510399217281,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6786510399217281,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.7633333333333333,0.9133858267644615,0.8285714285655102,116,11,24,105,0.026928710937500003,0.004330708661417322,0.02259800227608268
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.7633333333333333,0.999999999983871,0.49206349205958677,62,0,64,130,0.0252685546875,0.00010080645161290323,0.025167748235887098
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.7633333333333333,0.9999999999836067,0.4420289855040433,61,0,77,118,0.0283203125,0.0029713114754098364,0.025349001024590163
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.7633333333333333,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.7633333333333333,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.76,0.8374999999947657,0.9571428571360204,134,26,6,90,0.026928710937500003,0.0073437500000000005,0.019584960937500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.76,0.9999999999843749,0.5079365079324767,64,0,62,130,0.0252685546875,9.765625e-05,0.0251708984375
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.76,0.9999999999852941,0.4927536231848352,68,0,70,118,0.0283203125,0.0027573529411764708,0.02556295955882353
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.76,0.999999999990909,0.8396946564821398,110,0,21,125,0.023046875,0.0002840909090909091,0.022762784090909094
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.76,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.6616447459314635,0.9999999999882353,0.6071428571385205,85,0,55,116,0.026928710937500003,0.00022058823529411768,0.026708122702205885
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.6616447459314635,0.9999999999855071,0.5476190476147014,69,0,57,130,0.0252685546875,9.057971014492754e-05,0.025177974977355074
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.6616447459314635,0.9999999999915966,0.6878612716723246,119,0,54,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.6616447459314635,0.9999999999876543,0.8099999999919,81,0,19,156,0.039282226562499994,0.0013888888888888892,0.037893337673611104
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6616447459314635,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.7217228487886382,0.9673913043373109,0.635714285709745,89,3,51,113,0.026928710937500003,0.0007472826086956522,0.02618142832880435
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.7217228487886382,0.9428571428436734,0.5238095238053666,66,4,60,126,0.0252685546875,0.0009821428571428572,0.02428641183035714
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.7217228487886382,0.9999999999927008,0.7919075144462896,137,0,36,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.7217228487886382,0.9999999999917355,0.9236641221303538,121,0,10,125,0.023046875,0.00030991735537190085,0.0227369576446281
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.7217228487886382,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.6546449864498646,0.9999999999868421,0.5428571428532654,76,0,64,116,0.026928710937500003,8.223684210526316e-05,0.02684647409539474
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.6546449864498646,0.9999999999866667,0.5952380952333711,75,0,51,130,0.0252685546875,0.0001666666666666667,0.025101888020833334
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.6546449864498646,0.9999999999910714,0.6473988439268937,112,0,61,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6546449864498646,0.999999999991228,0.8702290076269449,114,0,17,125,0.023046875,0.00027412280701754384,0.022772752192982457
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6546449864498646,0.9999999999879517,0.8299999999916999,83,0,17,156,0.039282226562499994,0.0015813253012048193,0.037700901261295175
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.7157701149425287,0.9999999999879517,0.5928571428529082,83,0,57,116,0.026928710937500003,7.530120481927712e-05,0.026853409732680727
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.7157701149425287,0.9999999999843749,0.5079365079324767,64,0,62,130,0.0252685546875,9.765625e-05,0.0251708984375
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.7157701149425287,0.9999999999910714,0.6473988439268937,112,0,61,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.7157701149425287,0.9999999999857142,0.5072463768079185,70,0,68,118,0.0283203125,0.003035714285714286,0.025284598214285713
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.7157701149425287,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.6633333333333333,0.9999999999879517,0.5928571428529082,83,0,57,116,0.026928710937500003,7.530120481927712e-05,0.026853409732680727
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.6633333333333333,0.9999999999846153,0.5158730158689216,65,0,61,130,0.0252685546875,9.615384615384615e-05,0.025172400841346153
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.6633333333333333,0.9999999999910714,0.6473988439268937,112,0,61,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.6633333333333333,0.9620253164435186,0.5507246376771687,76,3,62,115,0.0283203125,0.003955696202531646,0.024364616297468354
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_4.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6633333333333333,0.9999999999871795,0.7799999999921999,78,0,22,156,0.039282226562499994,0.0014423076923076926,0.0378399188701923
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_5.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.67,0.9999999999868421,0.5428571428532654,76,0,64,116,0.026928710937500003,8.223684210526316e-05,0.02684647409539474
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_5.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.67,0.7362637362556455,0.5317460317418116,67,24,59,106,0.0252685546875,0.010302197802197802,0.014966356885302198
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_5.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.67,0.9999999999910714,0.6473988439268937,112,0,61,83,0.019604492187500003,0.0,0.019604492187500003
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_5.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.67,0.7821782178140378,0.5724637681117938,79,22,59,96,0.0283203125,0.007673267326732672,0.020647045173267327
RF,3,crp_dataset_8_1_2.csv|crp_dataset_8_1_5.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.67,0.8382352941114837,0.8702290076269449,114,22,17,103,0.023046875,0.008731617647058824,0.014315257352941178
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.6112144922071392,0.9999999999878049,0.6890756302463102,82,0,37,137,0.03945312499999999,0.0013719512195121953,0.038081173780487795
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.6112144922071392,0.9999999999892473,0.6739130434733775,93,0,45,118,0.0283203125,0.00228494623655914,0.02603536626344086
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.6112144922071392,0.9841269841191735,0.9465648854889576,124,2,7,123,0.023046875,0.0004464285714285714,0.02260044642857143
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_5.csv,0.6112144922071392,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_7.csv,0.6112144922071392,0.9999999999954129,0.9909090909045868,218,0,2,36,0.0095703125,0.00028669724770642203,0.009283615252293579
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_2.csv,0.6104022988505747,0.9999999999878049,0.6890756302463102,82,0,37,137,0.03945312499999999,0.0013719512195121953,0.038081173780487795
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.6104022988505747,0.9999999999931035,0.8381502890124963,145,0,28,83,0.019604492187500003,0.00012931034482758624,0.019475181842672416
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6104022988505747,0.9843749999923097,0.9618320610613601,126,2,5,123,0.023046875,0.000537109375,0.022509765625
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.6104022988505747,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6104022988505747,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_2.csv,0.6072012012012011,0.9425287356213502,0.6890756302463102,82,5,37,132,0.03945312499999999,0.0020114942528735636,0.03744163074712643
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.6072012012012011,0.9861111111042632,0.8208092485501688,142,2,31,81,0.019604492187500003,0.00030381944444444445,0.01930067274305556
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.6072012012012011,0.9799999999901999,0.7101449275310859,98,2,40,116,0.0283203125,0.0026874999999999994,0.0256328125
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.6072012012012011,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6072012012012011,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.7144397665761044,0.9444444444339506,0.7142857142797119,85,5,34,132,0.03945312499999999,0.001944444444444445,0.03750868055555555
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.7144397665761044,0.9863945578164192,0.8381502890124963,145,2,28,81,0.019604492187500003,0.00029761904761904765,0.019306873139880956
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.7144397665761044,0.9756097560856632,0.5797101449233355,80,2,58,116,0.0283203125,0.0025152439024390245,0.025805068597560977
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.7144397665761044,0.984251968496187,0.9541984732751588,125,2,6,123,0.023046875,0.0004921259842519685,0.022554749015748034
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.7144397665761044,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_2.csv,0.6366666666666667,0.9425287356213502,0.6890756302463102,82,5,37,132,0.03945312499999999,0.0020114942528735636,0.03744163074712643
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_3.csv,0.6366666666666667,0.9861111111042632,0.8208092485501688,142,2,31,81,0.019604492187500003,0.00030381944444444445,0.01930067274305556
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.6366666666666667,0.9782608695545841,0.6521739130387524,90,2,48,116,0.0283203125,0.002377717391304348,0.025942595108695652
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6366666666666667,0.984251968496187,0.9541984732751588,125,2,6,123,0.023046875,0.0004921259842519685,0.022554749015748034
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_1.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6366666666666667,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_2.csv,0.810240297713982,0.9999999999878049,0.6890756302463102,82,0,37,137,0.03945312499999999,0.0013719512195121953,0.038081173780487795
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.810240297713982,0.9999999999880952,0.6666666666613756,84,0,42,130,0.0252685546875,7.440476190476191e-05,0.02519414992559524
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.810240297713982,0.999999999992,0.9541984732751588,125,0,6,125,0.023046875,0.00025,0.022796875
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_5.csv,0.810240297713982,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
RF,3,crp_dataset_8_1_6.csv|crp_dataset_8_1_3.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.810240297713982,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
