challenge,deltas
01000000,"-0.503249,-0.503249,-0.503249,-0.503249,-0.503249,-0.503249,-0.503249,-0.503249,-0.503249,-0.503249"
01000001,"-8.752078,-8.752078,-8.752078,-8.752078,-8.752078,-8.752078,-8.752078,-8.752078,-8.752078,-8.752078"
01000010,"-7.195692,-7.195692,-7.195692,-7.195692,-7.195692,-7.195692,-7.195692,-7.195692,-7.195692,-7.195692"
01000011,"-15.444521,-15.444521,-15.444521,-15.444521,-15.444521,-15.444521,-15.444521,-15.444521,-15.444521,-15.444521"
01000100,"5.787482,5.787482,5.787482,5.787482,5.787482,5.787482,5.787482,5.787482,5.787482,5.787482"
01000101,"-2.461347,-2.461347,-2.461347,-2.461347,-2.461347,-2.461347,-2.461347,-2.461347,-2.461347,-2.461347"
01000110,"-0.904961,-0.904961,-0.904961,-0.904961,-0.904961,-0.904961,-0.904961,-0.904961,-0.904961,-0.904961"
01000111,"-9.153790,-9.153790,-9.153790,-9.153790,-9.153790,-9.153790,-9.153790,-9.153790,-9.153790,-9.153790"
01001000,"-0.387823,-0.387823,-0.387823,-0.387823,-0.387823,-0.387823,-0.387823,-0.387823,-0.387823,-0.387823"
01001001,"-8.636652,-8.636652,-8.636652,-8.636652,-8.636652,-8.636652,-8.636652,-8.636652,-8.636652,-8.636652"
01001010,"-7.080266,-7.080266,-7.080266,-7.080266,-7.080266,-7.080266,-7.080266,-7.080266,-7.080266,-7.080266"
01001011,"-15.329095,-15.329095,-15.329095,-15.329095,-15.329095,-15.329095,-15.329095,-15.329095,-15.329095,-15.329095"
01001100,"5.902908,5.902908,5.902908,5.902908,5.902908,5.902908,5.902908,5.902908,5.902908,5.902908"
01001101,"-2.345921,-2.345921,-2.345921,-2.345921,-2.345921,-2.345921,-2.345921,-2.345921,-2.345921,-2.345921"
01001110,"-0.789535,-0.789535,-0.789535,-0.789535,-0.789535,-0.789535,-0.789535,-0.789535,-0.789535,-0.789535"
01001111,"-9.038364,-9.038364,-9.038364,-9.038364,-9.038364,-9.038364,-9.038364,-9.038364,-9.038364,-9.038364"
01010000,"11.696224,11.696224,11.696224,11.696224,11.696224,11.696224,11.696224,11.696224,11.696224,11.696224"
01010001,"3.447396,3.447396,3.447396,3.447396,3.447396,3.447396,3.447396,3.447396,3.447396,3.447396"
01010010,"5.003781,5.003781,5.003781,5.003781,5.003781,5.003781,5.003781,5.003781,5.003781,5.003781"
01010011,"-3.245047,-3.245047,-3.245047,-3.245047,-3.245047,-3.245047,-3.245047,-3.245047,-3.245047,-3.245047"
01010100,"17.986955,17.986955,17.986955,17.986955,17.986955,17.986955,17.986955,17.986955,17.986955,17.986955"
01010101,"9.738126,9.738126,9.738126,9.738126,9.738126,9.738126,9.738126,9.738126,9.738126,9.738126"
01010110,"11.294512,11.294512,11.294512,11.294512,11.294512,11.294512,11.294512,11.294512,11.294512,11.294512"
01010111,"3.045683,3.045683,3.045683,3.045683,3.045683,3.045683,3.045683,3.045683,3.045683,3.045683"
01011000,"11.811651,11.811651,11.811651,11.811651,11.811651,11.811651,11.811651,11.811651,11.811651,11.811651"
01011001,"3.562822,3.562822,3.562822,3.562822,3.562822,3.562822,3.562822,3.562822,3.562822,3.562822"
01011010,"5.119207,5.119207,5.119207,5.119207,5.119207,5.119207,5.119207,5.119207,5.119207,5.119207"
01011011,"-3.129621,-3.129621,-3.129621,-3.129621,-3.129621,-3.129621,-3.129621,-3.129621,-3.129621,-3.129621"
01011100,"18.102381,18.102381,18.102381,18.102381,18.102381,18.102381,18.102381,18.102381,18.102381,18.102381"
01011101,"9.853552,9.853552,9.853552,9.853552,9.853552,9.853552,9.853552,9.853552,9.853552,9.853552"
01011110,"11.409938,11.409938,11.409938,11.409938,11.409938,11.409938,11.409938,11.409938,11.409938,11.409938"
01011111,"3.161109,3.161109,3.161109,3.161109,3.161109,3.161109,3.161109,3.161109,3.161109,3.161109"
01100000,"-8.016601,-8.016601,-8.016601,-8.016601,-8.016601,-8.016601,-8.016601,-8.016601,-8.016601,-8.016601"
01100001,"-16.265430,-16.265430,-16.265430,-16.265430,-16.265430,-16.265430,-16.265430,-16.265430,-16.265430,-16.265430"
01100010,"-14.709044,-14.709044,-14.709044,-14.709044,-14.709044,-14.709044,-14.709044,-14.709044,-14.709044,-14.709044"
01100011,"-22.957873,-22.957873,-22.957873,-22.957873,-22.957873,-22.957873,-22.957873,-22.957873,-22.957873,-22.957873"
01100100,"-1.725870,-1.725870,-1.725870,-1.725870,-1.725870,-1.725870,-1.725870,-1.725870,-1.725870,-1.725870"
01100101,"-9.974699,-9.974699,-9.974699,-9.974699,-9.974699,-9.974699,-9.974699,-9.974699,-9.974699,-9.974699"
01100110,"-8.418313,-8.418313,-8.418313,-8.418313,-8.418313,-8.418313,-8.418313,-8.418313,-8.418313,-8.418313"
01100111,"-16.667142,-16.667142,-16.667142,-16.667142,-16.667142,-16.667142,-16.667142,-16.667142,-16.667142,-16.667142"
01101000,"-7.901175,-7.901175,-7.901175,-7.901175,-7.901175,-7.901175,-7.901175,-7.901175,-7.901175,-7.901175"
01101001,"-16.150004,-16.150004,-16.150004,-16.150004,-16.150004,-16.150004,-16.150004,-16.150004,-16.150004,-16.150004"
01101010,"-14.593618,-14.593618,-14.593618,-14.593618,-14.593618,-14.593618,-14.593618,-14.593618,-14.593618,-14.593618"
01101011,"-22.842447,-22.842447,-22.842447,-22.842447,-22.842447,-22.842447,-22.842447,-22.842447,-22.842447,-22.842447"
01101100,"-1.610444,-1.610444,-1.610444,-1.610444,-1.610444,-1.610444,-1.610444,-1.610444,-1.610444,-1.610444"
01101101,"-9.859273,-9.859273,-9.859273,-9.859273,-9.859273,-9.859273,-9.859273,-9.859273,-9.859273,-9.859273"
01101110,"-8.302887,-8.302887,-8.302887,-8.302887,-8.302887,-8.302887,-8.302887,-8.302887,-8.302887,-8.302887"
01101111,"-16.551716,-16.551716,-16.551716,-16.551716,-16.551716,-16.551716,-16.551716,-16.551716,-16.551716,-16.551716"
01110000,"4.182873,4.182873,4.182873,4.182873,4.182873,4.182873,4.182873,4.182873,4.182873,4.182873"
01110001,"-4.065956,-4.065956,-4.065956,-4.065956,-4.065956,-4.065956,-4.065956,-4.065956,-4.065956,-4.065956"
01110010,"-2.509571,-2.509571,-2.509571,-2.509571,-2.509571,-2.509571,-2.509571,-2.509571,-2.509571,-2.509571"
01110011,"-10.758399,-10.758399,-10.758399,-10.758399,-10.758399,-10.758399,-10.758399,-10.758399,-10.758399,-10.758399"
01110100,"10.473603,10.473603,10.473603,10.473603,10.473603,10.473603,10.473603,10.473603,10.473603,10.473603"
01110101,"2.224774,2.224774,2.224774,2.224774,2.224774,2.224774,2.224774,2.224774,2.224774,2.224774"
01110110,"3.781160,3.781160,3.781160,3.781160,3.781160,3.781160,3.781160,3.781160,3.781160,3.781160"
01110111,"-4.467669,-4.467669,-4.467669,-4.467669,-4.467669,-4.467669,-4.467669,-4.467669,-4.467669,-4.467669"
01111000,"4.298299,4.298299,4.298299,4.298299,4.298299,4.298299,4.298299,4.298299,4.298299,4.298299"
01111001,"-3.950530,-3.950530,-3.950530,-3.950530,-3.950530,-3.950530,-3.950530,-3.950530,-3.950530,-3.950530"
01111010,"-2.394144,-2.394144,-2.394144,-2.394144,-2.394144,-2.394144,-2.394144,-2.394144,-2.394144,-2.394144"
01111011,"-10.642973,-10.642973,-10.642973,-10.642973,-10.642973,-10.642973,-10.642973,-10.642973,-10.642973,-10.642973"
01111100,"10.589029,10.589029,10.589029,10.589029,10.589029,10.589029,10.589029,10.589029,10.589029,10.589029"
01111101,"2.340200,2.340200,2.340200,2.340200,2.340200,2.340200,2.340200,2.340200,2.340200,2.340200"
01111110,"3.896586,3.896586,3.896586,3.896586,3.896586,3.896586,3.896586,3.896586,3.896586,3.896586"
01111111,"-4.352243,-4.352243,-4.352243,-4.352243,-4.352243,-4.352243,-4.352243,-4.352243,-4.352243,-4.352243"
10000000,"4.352243,4.352243,4.352243,4.352243,4.352243,4.352243,4.352243,4.352243,4.352243,4.352243"
10000001,"-3.896586,-3.896586,-3.896586,-3.896586,-3.896586,-3.896586,-3.896586,-3.896586,-3.896586,-3.896586"
10000010,"-2.340200,-2.340200,-2.340200,-2.340200,-2.340200,-2.340200,-2.340200,-2.340200,-2.340200,-2.340200"
10000011,"-10.589029,-10.589029,-10.589029,-10.589029,-10.589029,-10.589029,-10.589029,-10.589029,-10.589029,-10.589029"
10000100,"10.642973,10.642973,10.642973,10.642973,10.642973,10.642973,10.642973,10.642973,10.642973,10.642973"
10000101,"2.394144,2.394144,2.394144,2.394144,2.394144,2.394144,2.394144,2.394144,2.394144,2.394144"
10000110,"3.950530,3.950530,3.950530,3.950530,3.950530,3.950530,3.950530,3.950530,3.950530,3.950530"
10000111,"-4.298299,-4.298299,-4.298299,-4.298299,-4.298299,-4.298299,-4.298299,-4.298299,-4.298299,-4.298299"
10001000,"4.467669,4.467669,4.467669,4.467669,4.467669,4.467669,4.467669,4.467669,4.467669,4.467669"
10001001,"-3.781160,-3.781160,-3.781160,-3.781160,-3.781160,-3.781160,-3.781160,-3.781160,-3.781160,-3.781160"
10001010,"-2.224774,-2.224774,-2.224774,-2.224774,-2.224774,-2.224774,-2.224774,-2.224774,-2.224774,-2.224774"
10001011,"-10.473603,-10.473603,-10.473603,-10.473603,-10.473603,-10.473603,-10.473603,-10.473603,-10.473603,-10.473603"
10001100,"10.758399,10.758399,10.758399,10.758399,10.758399,10.758399,10.758399,10.758399,10.758399,10.758399"
10001101,"2.509571,2.509571,2.509571,2.509571,2.509571,2.509571,2.509571,2.509571,2.509571,2.509571"
10001110,"4.065956,4.065956,4.065956,4.065956,4.065956,4.065956,4.065956,4.065956,4.065956,4.065956"
10001111,"-4.182873,-4.182873,-4.182873,-4.182873,-4.182873,-4.182873,-4.182873,-4.182873,-4.182873,-4.182873"
10010000,"16.551716,16.551716,16.551716,16.551716,16.551716,16.551716,16.551716,16.551716,16.551716,16.551716"
10010001,"8.302887,8.302887,8.302887,8.302887,8.302887,8.302887,8.302887,8.302887,8.302887,8.302887"
10010010,"9.859273,9.859273,9.859273,9.859273,9.859273,9.859273,9.859273,9.859273,9.859273,9.859273"
10010011,"1.610444,1.610444,1.610444,1.610444,1.610444,1.610444,1.610444,1.610444,1.610444,1.610444"
10010100,"22.842447,22.842447,22.842447,22.842447,22.842447,22.842447,22.842447,22.842447,22.842447,22.842447"
10010101,"14.593618,14.593618,14.593618,14.593618,14.593618,14.593618,14.593618,14.593618,14.593618,14.593618"
10010110,"16.150004,16.150004,16.150004,16.150004,16.150004,16.150004,16.150004,16.150004,16.150004,16.150004"
10010111,"7.901175,7.901175,7.901175,7.901175,7.901175,7.901175,7.901175,7.901175,7.901175,7.901175"
10011000,"16.667142,16.667142,16.667142,16.667142,16.667142,16.667142,16.667142,16.667142,16.667142,16.667142"
10011001,"8.418313,8.418313,8.418313,8.418313,8.418313,8.418313,8.418313,8.418313,8.418313,8.418313"
10011010,"9.974699,9.974699,9.974699,9.974699,9.974699,9.974699,9.974699,9.974699,9.974699,9.974699"
10011011,"1.725870,1.725870,1.725870,1.725870,1.725870,1.725870,1.725870,1.725870,1.725870,1.725870"
10011100,"22.957873,22.957873,22.957873,22.957873,22.957873,22.957873,22.957873,22.957873,22.957873,22.957873"
10011101,"14.709044,14.709044,14.709044,14.709044,14.709044,14.709044,14.709044,14.709044,14.709044,14.709044"
10011110,"16.265430,16.265430,16.265430,16.265430,16.265430,16.265430,16.265430,16.265430,16.265430,16.265430"
10011111,"8.016601,8.016601,8.016601,8.016601,8.016601,8.016601,8.016601,8.016601,8.016601,8.016601"
10100000,"-3.161109,-3.161109,-3.161109,-3.161109,-3.161109,-3.161109,-3.161109,-3.161109,-3.161109,-3.161109"
10100001,"-11.409938,-11.409938,-11.409938,-11.409938,-11.409938,-11.409938,-11.409938,-11.409938,-11.409938,-11.409938"
10100010,"-9.853552,-9.853552,-9.853552,-9.853552,-9.853552,-9.853552,-9.853552,-9.853552,-9.853552,-9.853552"
10100011,"-18.102381,-18.102381,-18.102381,-18.102381,-18.102381,-18.102381,-18.102381,-18.102381,-18.102381,-18.102381"
10100100,"3.129621,3.129621,3.129621,3.129621,3.129621,3.129621,3.129621,3.129621,3.129621,3.129621"
10100101,"-5.119207,-5.119207,-5.119207,-5.119207,-5.119207,-5.119207,-5.119207,-5.119207,-5.119207,-5.119207"
10100110,"-3.562822,-3.562822,-3.562822,-3.562822,-3.562822,-3.562822,-3.562822,-3.562822,-3.562822,-3.562822"
10100111,"-11.811651,-11.811651,-11.811651,-11.811651,-11.811651,-11.811651,-11.811651,-11.811651,-11.811651,-11.811651"
10101000,"-3.045683,-3.045683,-3.045683,-3.045683,-3.045683,-3.045683,-3.045683,-3.045683,-3.045683,-3.045683"
10101001,"-11.294512,-11.294512,-11.294512,-11.294512,-11.294512,-11.294512,-11.294512,-11.294512,-11.294512,-11.294512"
10101010,"-9.738126,-9.738126,-9.738126,-9.738126,-9.738126,-9.738126,-9.738126,-9.738126,-9.738126,-9.738126"
10101011,"-17.986955,-17.986955,-17.986955,-17.986955,-17.986955,-17.986955,-17.986955,-17.986955,-17.986955,-17.986955"
10101100,"3.245047,3.245047,3.245047,3.245047,3.245047,3.245047,3.245047,3.245047,3.245047,3.245047"
10101101,"-5.003781,-5.003781,-5.003781,-5.003781,-5.003781,-5.003781,-5.003781,-5.003781,-5.003781,-5.003781"
10101110,"-3.447396,-3.447396,-3.447396,-3.447396,-3.447396,-3.447396,-3.447396,-3.447396,-3.447396,-3.447396"
10101111,"-11.696224,-11.696224,-11.696224,-11.696224,-11.696224,-11.696224,-11.696224,-11.696224,-11.696224,-11.696224"
10110000,"9.038364,9.038364,9.038364,9.038364,9.038364,9.038364,9.038364,9.038364,9.038364,9.038364"
10110001,"0.789535,0.789535,0.789535,0.789535,0.789535,0.789535,0.789535,0.789535,0.789535,0.789535"
10110010,"2.345921,2.345921,2.345921,2.345921,2.345921,2.345921,2.345921,2.345921,2.345921,2.345921"
10110011,"-5.902908,-5.902908,-5.902908,-5.902908,-5.902908,-5.902908,-5.902908,-5.902908,-5.902908,-5.902908"
10110100,"15.329095,15.329095,15.329095,15.329095,15.329095,15.329095,15.329095,15.329095,15.329095,15.329095"
10110101,"7.080266,7.080266,7.080266,7.080266,7.080266,7.080266,7.080266,7.080266,7.080266,7.080266"
10110110,"8.636652,8.636652,8.636652,8.636652,8.636652,8.636652,8.636652,8.636652,8.636652,8.636652"
10110111,"0.387823,0.387823,0.387823,0.387823,0.387823,0.387823,0.387823,0.387823,0.387823,0.387823"
10111000,"9.153790,9.153790,9.153790,9.153790,9.153790,9.153790,9.153790,9.153790,9.153790,9.153790"
10111001,"0.904961,0.904961,0.904961,0.904961,0.904961,0.904961,0.904961,0.904961,0.904961,0.904961"
10111010,"2.461347,2.461347,2.461347,2.461347,2.461347,2.461347,2.461347,2.461347,2.461347,2.461347"
10111011,"-5.787482,-5.787482,-5.787482,-5.787482,-5.787482,-5.787482,-5.787482,-5.787482,-5.787482,-5.787482"
10111100,"15.444521,15.444521,15.444521,15.444521,15.444521,15.444521,15.444521,15.444521,15.444521,15.444521"
10111101,"7.195692,7.195692,7.195692,7.195692,7.195692,7.195692,7.195692,7.195692,7.195692,7.195692"
10111110,"8.752078,8.752078,8.752078,8.752078,8.752078,8.752078,8.752078,8.752078,8.752078,8.752078"
10111111,"0.503249,0.503249,0.503249,0.503249,0.503249,0.503249,0.503249,0.503249,0.503249,0.503249"
11000000,"-1.552768,-1.552768,-1.552768,-1.552768,-1.552768,-1.552768,-1.552768,-1.552768,-1.552768,-1.552768"
11000001,"-9.801597,-9.801597,-9.801597,-9.801597,-9.801597,-9.801597,-9.801597,-9.801597,-9.801597,-9.801597"
11000010,"-8.245211,-8.245211,-8.245211,-8.245211,-8.245211,-8.245211,-8.245211,-8.245211,-8.245211,-8.245211"
11000011,"-16.494040,-16.494040,-16.494040,-16.494040,-16.494040,-16.494040,-16.494040,-16.494040,-16.494040,-16.494040"
11000100,"4.737962,4.737962,4.737962,4.737962,4.737962,4.737962,4.737962,4.737962,4.737962,4.737962"
11000101,"-3.510866,-3.510866,-3.510866,-3.510866,-3.510866,-3.510866,-3.510866,-3.510866,-3.510866,-3.510866"
11000110,"-1.954481,-1.954481,-1.954481,-1.954481,-1.954481,-1.954481,-1.954481,-1.954481,-1.954481,-1.954481"
11000111,"-10.203310,-10.203310,-10.203310,-10.203310,-10.203310,-10.203310,-10.203310,-10.203310,-10.203310,-10.203310"
11001000,"-1.437342,-1.437342,-1.437342,-1.437342,-1.437342,-1.437342,-1.437342,-1.437342,-1.437342,-1.437342"
11001001,"-9.686171,-9.686171,-9.686171,-9.686171,-9.686171,-9.686171,-9.686171,-9.686171,-9.686171,-9.686171"
11001010,"-8.129785,-8.129785,-8.129785,-8.129785,-8.129785,-8.129785,-8.129785,-8.129785,-8.129785,-8.129785"
11001011,"-16.378614,-16.378614,-16.378614,-16.378614,-16.378614,-16.378614,-16.378614,-16.378614,-16.378614,-16.378614"
11001100,"4.853388,4.853388,4.853388,4.853388,4.853388,4.853388,4.853388,4.853388,4.853388,4.853388"
11001101,"-3.395440,-3.395440,-3.395440,-3.395440,-3.395440,-3.395440,-3.395440,-3.395440,-3.395440,-3.395440"
11001110,"-1.839055,-1.839055,-1.839055,-1.839055,-1.839055,-1.839055,-1.839055,-1.839055,-1.839055,-1.839055"
11001111,"-10.087883,-10.087883,-10.087883,-10.087883,-10.087883,-10.087883,-10.087883,-10.087883,-10.087883,-10.087883"
11010000,"10.646705,10.646705,10.646705,10.646705,10.646705,10.646705,10.646705,10.646705,10.646705,10.646705"
11010001,"2.397876,2.397876,2.397876,2.397876,2.397876,2.397876,2.397876,2.397876,2.397876,2.397876"
11010010,"3.954262,3.954262,3.954262,3.954262,3.954262,3.954262,3.954262,3.954262,3.954262,3.954262"
11010011,"-4.294567,-4.294567,-4.294567,-4.294567,-4.294567,-4.294567,-4.294567,-4.294567,-4.294567,-4.294567"
11010100,"16.937436,16.937436,16.937436,16.937436,16.937436,16.937436,16.937436,16.937436,16.937436,16.937436"
11010101,"8.688607,8.688607,8.688607,8.688607,8.688607,8.688607,8.688607,8.688607,8.688607,8.688607"
11010110,"10.244993,10.244993,10.244993,10.244993,10.244993,10.244993,10.244993,10.244993,10.244993,10.244993"
11010111,"1.996164,1.996164,1.996164,1.996164,1.996164,1.996164,1.996164,1.996164,1.996164,1.996164"
11011000,"10.762131,10.762131,10.762131,10.762131,10.762131,10.762131,10.762131,10.762131,10.762131,10.762131"
11011001,"2.513303,2.513303,2.513303,2.513303,2.513303,2.513303,2.513303,2.513303,2.513303,2.513303"
11011010,"4.069688,4.069688,4.069688,4.069688,4.069688,4.069688,4.069688,4.069688,4.069688,4.069688"
11011011,"-4.179141,-4.179141,-4.179141,-4.179141,-4.179141,-4.179141,-4.179141,-4.179141,-4.179141,-4.179141"
11011100,"17.052862,17.052862,17.052862,17.052862,17.052862,17.052862,17.052862,17.052862,17.052862,17.052862"
11011101,"8.804033,8.804033,8.804033,8.804033,8.804033,8.804033,8.804033,8.804033,8.804033,8.804033"
11011110,"10.360419,10.360419,10.360419,10.360419,10.360419,10.360419,10.360419,10.360419,10.360419,10.360419"
11011111,"2.111590,2.111590,2.111590,2.111590,2.111590,2.111590,2.111590,2.111590,2.111590,2.111590"
11100000,"-9.066120,-9.066120,-9.066120,-9.066120,-9.066120,-9.066120,-9.066120,-9.066120,-9.066120,-9.066120"
11100001,"-17.314949,-17.314949,-17.314949,-17.314949,-17.314949,-17.314949,-17.314949,-17.314949,-17.314949,-17.314949"
11100010,"-15.758563,-15.758563,-15.758563,-15.758563,-15.758563,-15.758563,-15.758563,-15.758563,-15.758563,-15.758563"
11100011,"-24.007392,-24.007392,-24.007392,-24.007392,-24.007392,-24.007392,-24.007392,-24.007392,-24.007392,-24.007392"
11100100,"-2.775390,-2.775390,-2.775390,-2.775390,-2.775390,-2.775390,-2.775390,-2.775390,-2.775390,-2.775390"
11100101,"-11.024218,-11.024218,-11.024218,-11.024218,-11.024218,-11.024218,-11.024218,-11.024218,-11.024218,-11.024218"
