challenge,deltas
11100101,"-5.376962,-5.376962,-5.376962,-5.376962,-5.376962,-5.376962,-5.376962,-5.376962,-5.376962,-5.376962"
11100110,"-1.116592,-1.116592,-1.116592,-1.116592,-1.116592,-1.116592,-1.116592,-1.116592,-1.116592,-1.116592"
11100111,"-6.678320,-6.678320,-6.678320,-6.678320,-6.678320,-6.678320,-6.678320,-6.678320,-6.678320,-6.678320"
11101000,"9.611804,9.611804,9.611804,9.611804,9.611804,9.611804,9.611804,9.611804,9.611804,9.611804"
11101001,"4.050076,4.050076,4.050076,4.050076,4.050076,4.050076,4.050076,4.050076,4.050076,4.050076"
11101010,"8.310447,8.310447,8.310447,8.310447,8.310447,8.310447,8.310447,8.310447,8.310447,8.310447"
11101011,"2.748719,2.748719,2.748719,2.748719,2.748719,2.748719,2.748719,2.748719,2.748719,2.748719"
11101100,"-0.709376,-0.709376,-0.709376,-0.709376,-0.709376,-0.709376,-0.709376,-0.709376,-0.709376,-0.709376"
11101101,"-6.271104,-6.271104,-6.271104,-6.271104,-6.271104,-6.271104,-6.271104,-6.271104,-6.271104,-6.271104"
11101110,"-2.010733,-2.010733,-2.010733,-2.010733,-2.010733,-2.010733,-2.010733,-2.010733,-2.010733,-2.010733"
11101111,"-7.572462,-7.572462,-7.572462,-7.572462,-7.572462,-7.572462,-7.572462,-7.572462,-7.572462,-7.572462"
11110000,"2.228635,2.228635,2.228635,2.228635,2.228635,2.228635,2.228635,2.228635,2.228635,2.228635"
11110001,"-3.333094,-3.333094,-3.333094,-3.333094,-3.333094,-3.333094,-3.333094,-3.333094,-3.333094,-3.333094"
11110010,"0.927277,0.927277,0.927277,0.927277,0.927277,0.927277,0.927277,0.927277,0.927277,0.927277"
11110011,"-4.634451,-4.634451,-4.634451,-4.634451,-4.634451,-4.634451,-4.634451,-4.634451,-4.634451,-4.634451"
11110100,"-8.092546,-8.092546,-8.092546,-8.092546,-8.092546,-8.092546,-8.092546,-8.092546,-8.092546,-8.092546"
11110101,"-13.654274,-13.654274,-13.654274,-13.654274,-13.654274,-13.654274,-13.654274,-13.654274,-13.654274,-13.654274"
11110110,"-9.393903,-9.393903,-9.393903,-9.393903,-9.393903,-9.393903,-9.393903,-9.393903,-9.393903,-9.393903"
11110111,"-14.955631,-14.955631,-14.955631,-14.955631,-14.955631,-14.955631,-14.955631,-14.955631,-14.955631,-14.955631"
11111000,"1.334493,1.334493,1.334493,1.334493,1.334493,1.334493,1.334493,1.334493,1.334493,1.334493"
11111001,"-4.227235,-4.227235,-4.227235,-4.227235,-4.227235,-4.227235,-4.227235,-4.227235,-4.227235,-4.227235"
11111010,"0.033135,0.033135,0.033135,0.033135,0.033135,0.033135,0.033135,0.033135,0.033135,0.033135"
11111011,"-5.528593,-5.528593,-5.528593,-5.528593,-5.528593,-5.528593,-5.528593,-5.528593,-5.528593,-5.528593"
11111100,"-8.986687,-8.986687,-8.986687,-8.986687,-8.986687,-8.986687,-8.986687,-8.986687,-8.986687,-8.986687"
11111101,"-14.548416,-14.548416,-14.548416,-14.548416,-14.548416,-14.548416,-14.548416,-14.548416,-14.548416,-14.548416"
11111110,"-10.288045,-10.288045,-10.288045,-10.288045,-10.288045,-10.288045,-10.288045,-10.288045,-10.288045,-10.288045"
11111111,"-15.849773,-15.849773,-15.849773,-15.849773,-15.849773,-15.849773,-15.849773,-15.849773,-15.849773,-15.849773"
