,,Parameter,,,,,,seed-98765431
,,crn28ull_2d5_elk_v1d0_2p1_shrink0d9_embedded_usage.scs,,,,,,TTGlobalCorner_LocalMC_RES_BIP_DIO_DISRES
,,crn28ull_2d5_elk_v1d0_2p1_shrink0d9_embedded_usage.scs,,,,,,TTGlobalCorner_LocalMC_MOS_MOSCAP
,,crn28ull_2d5_elk_v1d0_2p1_shrink0d9_embedded_usage.scs,,,,,,TTGlobalCorner_LocalMC_MOM
,,crn28ull_2d5_elk_v1d0_2p1_shrink0d9_embedded_usage.scs,,,,,,TTGlobalCorner_LocalMC_IND_JVAR

Point,Test,Output,Spec,Weight,Pass/Fail,Min,Max,seed-98765431
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=0, Sel6=0, Sel7=0",,,,,,,,
1,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
1,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/A_OUT,,,,,,
1,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/B_OUT,,,,,,
1,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/V0/MINUS,,,,,,
1,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,Delay_Diff_X,,,,5.568e-9,5.568e-9,5.568e-9
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=0, Sel6=0, Sel7=900m",,,,,,,,
2,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
2,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/A_OUT,,,,,,
2,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/B_OUT,,,,,,
2,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/V0/MINUS,,,,,,
2,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,Delay_Diff_X,,,,-3.098e-9,-3.098e-9,-3.098e-9
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=0, Sel6=900m, Sel7=0",,,,,,,,
3,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
3,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/A_OUT,,,,,,
3,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/B_OUT,,,,,,
3,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/V0/MINUS,,,,,,
3,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,Delay_Diff_X,,,,-20.79e-9,-20.79e-9,-20.79e-9
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=0, Sel6=900m, Sel7=900m",,,,,,,,
4,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
4,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/A_OUT,,,,,,
4,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/B_OUT,,,,,,
4,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/V0/MINUS,,,,,,
4,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,Delay_Diff_X,,,,23.03e-9,23.03e-9,23.03e-9
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=900m, Sel6=0, Sel7=0",,,,,,,,
5,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
5,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/A_OUT,,,,,,
5,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/B_OUT,,,,,,
5,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/V0/MINUS,,,,,,
5,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,Delay_Diff_X,,,,-9.253e-9,-9.253e-9,-9.253e-9
"Parameters: Sel0=0, Sel1=0, Sel2=0, Sel3=0, Sel4=0, Sel5=900m, Sel6=0, Sel7=900m",,,,,,,,
6,CapacitivePUF_APUF_Stage_Proposed_CM_TB_1,/VIN,,,,,,
